item_cd,item_name,itemnm,count,amount,quantity
4901777236318,マイナス196℃　秋りんご,サントリー －１９６℃＜秋りんご＞_３５０ｍｌ_缶,56,7010,69
4901777236332,マイナス196℃　秋梨,サントリー －１９６℃＜秋梨＞_３５０ｍｌ_缶,10,1416,12
4901777236851,酸化防止剤無添加のおいしいワイン　濃い赤,サントリー無添加のおいしいワイン。濃い赤７２０ｍｌ,97,37696,102
4901777236868,酸化防止剤無添加のおいしいワイン　パック　濃い赤,サントリー　無添加のおいしいワイン濃い赤　１．８Ｌ,203,177816,246
4901777237117,☆ほろよい アソｰト6缶パック,サントリー ほろよいアソートパック_３５０ｍｌ×６_缶,577,356158,629
4901777237124,ほろよい　アソート6缶パック　ケース,サントリー ほろよいアソートパック_３５０ｍｌ×６×４_缶,7,23944,11
4901777239319,ふんわり鏡月　アセロラ,ふんわり鏡月_アセロラ_７００ｍｌ,98,61832,108
4901777240872,マイナス196℃　ストロングゼロ　桃ダブル,サントリー －１９６℃ストロングゼロ＜桃ダブル＞_３５０ｍｌ_缶,449,56555,575
4901777240889,マイナス196℃　ストロングゼロ　桃ダブル　350ml　ケース,サントリー －１９６℃ストロングゼロ＜桃ダブル＞_３５０ｍｌ×２４_缶,3,6982,3
4901777240964,鏡月　ペット　特発ボトル　20度,鏡月_２０度_韓国焼酎_１．８Ｌ_ペット,117,107602,122
4901777240971,マイナス196℃　ストロングゼロ　ドライ,サントリー －１９６℃ストロングゼロ＜ドライ＞_３５０ｍｌ_缶,563,101667,1043
4901777240988,マイナス196℃　ストロングゼロ　ドライ　350ml　ケース,サントリー －１９６℃ストロングゼロ＜ドライ＞_３５０ｍｌ×２４_缶,8,22630,10
4901777241015,マイナス196℃　ストロングゼロ　ドライ,サントリー －１９６℃ストロングゼロ＜ドライ＞_５００ｍｌ_缶,676,183414,1348
4901777241022,マイナス196℃　ストロングゼロ　ドライ　500ml　ケース,サントリー －１９６℃ストロングゼロ＜ドライ＞_５００ｍｌ×２４_缶,10,38884,12
4901777241206,カクテルカロリ。　マスカットピーチ　（新）,サントリー カクテルカロリ。＜マスカットピーチ＞_３５０ｍｌ_缶,9,1287,13
4901777241282,カクテルカロリ。　アロエヨーグリート　（新）,サントリー カクテルカロリ。＜アロエヨーグリート＞_３３０ｍｌ_缶,16,1782,18
4901777241343,PROMIX モヒート,サントリー ＰＲＯＭＩＸモヒート_１８００ｍｌ_ペット,7,13460,8
4901777241497,マイナス196℃　ストロングゼロ　ドライ　350×6缶,サントリー －１９６℃ストロングゼロ＜ドライ＞_３５０ｍｌ×６_缶,107,72777,128
4901777241503,マイナス196℃　ストロングゼロ　ドライ　6缶ケース,サントリー －１９６℃ストロングゼロ＜ドライ＞_３５０ｍｌ×６×４_缶,8,22246,10
4901777241671,鏡月　ペット　特発ボトル　25度,鏡月_２５度_韓国焼酎_１．８Ｌ_ペット,266,292286,308
4901777246157,カクテルツアーズ　サングリア,サントリー カクテルツアーズ＜サングリア＞_７００ｍｌ,2,2360,2
4901777246386,バルで飲んだサングリア　赤,サントリー　バルで飲んだサングリア　赤　３００ｍｌ,3,964,3
4901777246409,彩食健美　赤,サントリー　彩食健美　赤　瓶　７２０ｍｌ,15,6866,16
4901777246676,彩食健美　白,サントリー　彩食健美　白　瓶　７２０ｍｌ,4,1784,4
4901777246706,彩食健美　赤　パック,サントリー 彩食健美赤_１．８Ｌ,28,28774,34
4901777246713,彩食健美　白　パック,サントリー　彩食健美　白　紙パック　１．８Ｌ,15,14836,18
4901777247277,ほろよい　カシスとオレンジ,サントリー ほろよい＜カシスとオレンジ＞_３５０ｍｌ_缶,1003,116257,1212
4901777247284,ほろよい　カシスとオレンジ　ケース,サントリー ほろよい＜カシスとオレンジ＞_３５０ｍｌ×２４_缶,1,2352,1
4901777248717,ふんわり鏡月　ゆず,ふんわり鏡月_ゆず_７００ｍｌ,63,52352,91
4901777249165,ふんわり鏡月　アセロラ,ふんわり鏡月_アセロラ_３７５ｍｌ,23,8978,23
4901777250369,カクテルツアーズ　ホワイトサングリア　（終売）,サントリー カクテルツアーズ＜ホワイトサングリア＞_３００ｍｌ,1,478,1
4901777250789,カロ　アルマ　マルベック,カロ　アルマ　マルベック　２０１４　７５０ｍｌ,3,5340,3
4901777251335,ふんわり鏡月　ゆず,ふんわり鏡月_ゆず_３７５ｍｌ,24,9354,24
