,jancd,itemnm,scat1cd,scat1nm,scat2cd,scat2nm,scat3cd,scat3nm,scat4cd,scat4nm,scatnm,makercd,makernm,itemkikaku,jan_2digits,jan_３digits,jan_3digits
4717,3902127,丹波ワインにごり酒白　予,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,39,390,390
4718,3910665,玉乃光純米大吟醸備前雄町,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,39,391,391
4813,4938,田むら（吟ぎんが）純米吟醸１．８Ｌ（箱入）,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,49,493,493
4903,506,＠　満寿泉清酒２本入　＠,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,50,506,506
4906,8151346,藤乃井　みちのく純米酒　　１８００ＭＬ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,815,815
4907,8161543,宮泉　寫楽純米吟醸　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,816,816
4908,8170521,白河銘醸　磐梯山米だけの酒　９００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,900,81,817,817
4946,1110463,清酒　雪中梅　普通酒　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,11,111,111
5013,296373,赤城山　７２０ＭＬ３本セット　７２０ＭＬ×３,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,29,296,296
5050,4710486,12.ｼﾝｼｭｸﾛｺｳｼﾞｲﾓｼｮｳﾁｭｳﾄﾞｸﾛ1.8L,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,47,471,471
5162,534000,能鷹　上撰２本入　　　　　　　　　　　　３６００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,3600,53,534,534
5163,5573,ワイングラスでおいしい日本酒金賞受賞酒セット,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,55,557,557
5166,8103260,奥の松　純米生酒　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,81,810,810
5167,8120915,菊水　ふなぐち一番しぼり　２００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,200,81,812,812
5168,8133731,ほまれ　純米吟醸ひやおろし　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,81,813,813
5169,8233202,頒布会　２０１５厳選福島の地酒セット　３００ｍｌ×６本,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,82,823,823
5173,A687072,純米吟醸 めでたの戌（いぬ）240ml 2本,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,480,A6,A68,A68
5174,A785812,上撰さけパックプレミアムブレンド1.8L 2本,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,3600,A7,A78,A78
5310,4590150,花の舞 清酒　量り売り ７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,45,459,459
5311,4590461,花の舞酒造 花の舞　辛口　純米にごり原酒 ７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,45,459,459
5474,8116956,大七　醇良　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,811,811
5475,8120434,國権　本醸造　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,812,812
5476,8129079,ほまれ　からくち米だけの酒パック　９００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,900,81,812,812
5477,8135582,会州一　辛口　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,81,813,813
5478,8179067,越後伝衛門　純米吟醸　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,81,817,817
5483,H849776,ふなぐち菊水 一番しぼり 200ml 菊水酒造 3本,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,600,H8,H84,H84
5575,3370,千代鶴　大吟醸,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,33,337,337
5742,8170873,爛漫　爛漫美酒パック　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,180,81,817,817
5743,8259004,天寿　米から育てた純米酒ひやおろし　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,82,825,825
5842,3910801,祇園ばやし平安四神凛然山,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,39,391,391
6023,5458,高級　燗酒セット,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,54,545,545
6024,8141668,花泉酒造　花泉会津印　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,81,814,814
6025,8142245,爛漫　爛漫にごり酒　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,81,814,814
6026,8165350,高清水　辛口パック　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,816,816
6028,8177896,白露酒造　白露黒麹　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,817,817
6029,8235572,地酒　福島県ブランド認証２本セット,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,82,823,823
6030,8269065,渡辺　雪小町大吟５１号袋吊　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,82,826,826
6116,3910948,朝日酒造久保田紅寿純米吟,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,39,391,391
6144,4790668,ミニボトル5本 飲み比べセット,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1500,47,479,479
6278,5312436,越の誉　上撰　本醸造　２本入　　　　　　３６００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,3600,53,531,531
6279,62132,極上　宮の雪,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,62,621,621
6282,8109309,白河銘醸　しぐれ雪　３０００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,3000,81,810,810
6283,8149428,大和川　純米大吟醸年賀酒　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,814,814
6284,8196255,新潟の地酒　越後辛口　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,819,819
6382,305324809,小嶋総本店　東光　辛口純米大吟醸美山錦１８００ＭＬ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,30,305,305
6383,3910795,獺祭大吟醸越乃寒梅別撰吟,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,39,391,391
6571,8132116,菊水　白缶　１８０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,180,81,813,813
6572,8157621,栄川　造り酒屋の甘酒　５００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,500,81,815,815
6573,8159588,菊水　菊ラベル本醸造　　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,815,815
6574,8175939,花泉酒造　本醸造　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,817,817
6577,9201002,地酒_北の湖吟醸_１．８Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,92,920,920
6732,4590310,花の舞酒造 花の舞　誉富士純米酒　富士山 １．８Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,45,459,459
6733,4590416,花の舞酒造 誉富士純米酒　富士山 ３００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,300,45,459,459
6734,4590508,牧野酒造 富士山特別本醸造 ７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,45,459,459
6856,5323407,マルサン あまざけ 200ml 1箱（24本入）,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,4800,53,532,532
6859,61334,宮の雪　大吟醸,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,61,613,613
6860,8130419,奥の松　本醸造辛口カップ　１８０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,180,81,813,813
6861,8142238,爛漫　爛漫にごり酒　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,814,814
6866,SUN7950397,６６　奥の松　初しぼり特撰純米酒　３１日,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,SU,SUN,SUN
6888,1902,玉乃光　純米吟醸セット,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,19,190,190
6958,305325104,小嶋総本店　東光　純米大吟醸袋吊り　７２０ＭＬ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,30,305,305
7139,8147530,夢心　純米酒　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,814,814
7140,8154101,本醸造　高清水生　　３００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,300,81,815,815
7141,8210586,丸山　雪中梅普通酒　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,82,821,821
7142,8211262,初孫　純米大吟醸祥瑞　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,82,821,821
7143,8226051,ほまれ　純米大吟醸極　３００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,300,82,822,822
7144,8376,冬）阿部蒲鉾　浦霞純米酒ギフト,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,83,837,837
7146,9049246,三岳・無双古式にごり９００ＭＬ×２本,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,90,904,904
7147,J102371,福光屋　2018年おとうさん日本一　菰冠（こもかむり）純米　1800ml　24116　1本,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,J1,J10,J10
7174,1110319,宮尾酒造　〆張鶴　月　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,11,111,111
7282,4710998,11.ｼﾗﾀｷｼｭｿﾞｳｼﾝﾏｲｼﾝｼｭﾉｼﾞｮｳｾﾞﾝﾐｽ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,47,471,471
7407,8155979,加茂錦酒造　無濾過蔵出し酒　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,815,815
7408,8161222,高木酒造 地酒_十四代純米大吟醸雪女神_７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,81,816,816
7409,8165930,ほまれ　蔵の花パック　９００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,900,81,816,816
7410,8193315,朝日酒造　久保田萬寿　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,81,819,819
7411,99901,その他清酒,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,99,999,999
7432,1938067,★千代の光　普通酒　２本入　　　　　　　１８００ｍｌｘ２,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,3600,19,193,193
7499,3115350,オバステ正宗３００ｍｌお燗代長野銘醸,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,300,31,311,311
7500,3115626,本金酒ぬの屋本金,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,31,311,311
7544,4590132,純米大吟醸５０１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,45,459,459
7670,8116482,花春　会津印　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,811,811
7671,8143891,白川郷・純米にごり酒　　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,814,814
7673,8162809,栄川　栄川本醸造２本詰　１８００ｍｌ×２本,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,816,816
7674,8260635,栄川　特別純米　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,82,826,826
7756,3114636,太一からくち,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,300,31,311,311
7792,4590071,清酒　越乃寒梅　別撰　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,45,459,459
7793,4590485,花の舞酒造 花の舞　ひやおろし ７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,45,459,459
7929,5513963,県別清酒　中容量パック900ML,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,900,55,551,551
7930,8146311,朝日酒造　久保田紅寿　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,81,814,814
7931,8157904,諸橋　越乃景虎純米原酒　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,81,815,815
7932,8191045,吉の川　純米酒　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,819,819
7933,8270702,男山　純米生貯蔵アルミ缶　１８０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,180,82,827,827
7936,9048676,伊佐美・伊佐大泉　１．８Ｌ×２本セッ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,90,904,904
8034,2594279,鶴齢　本醸造　２本入　　　　　　　　　　１８００ｍｌｘ２,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,3600,25,259,259
8038,4113782,小田原　　　曽我の誉上撰　　　　　　　　１．８Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,41,411,411
8040,4333033,名手酒造店 黒牛 純米酒 720ml 1本,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,43,433,433
8199,5122561,サンガリア こだわりの冷やし甘酒 190g 1箱（30缶入）,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,5700,51,512,512
8200,5175222,松乃井　本譲造　１．８ｘ１箱付　　　　　１８００,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,51,517,517
8203,804967,松乃井　本醸造　２本入　　　　　　　　　３６００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,3600,80,804,804
8204,8143969,國権　純米吟醸銅ラベル　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,814,814
8205,8144010,黄桜　山廃仕込生貯蔵酒　　３００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,300,81,814,814
8206,8144102,金宝　自然酒優撰純米　　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,81,814,814
8207,8157805,金水晶　純米吟醸　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,815,815
8208,8217714,ほまれ　華吹雪純米　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,82,821,821
8209,8223425,藤井　龍勢和みの辛口特別純米酒　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,82,822,822
8210,8378,冬）宮城の純米酒　ＵＳＩ－４３５,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,83,837,837
8211,8999924,越乃寒梅化粧箱　１．８Ｌ　１本入り,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,89,899,899
8214,921,新潟銘酒セット　７２０ｍｌ＊２八海山+久保田,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,92,921,921
8215,9411515905,ﾕｷﾉﾏﾂｼﾏ ｼﾞｭﾝﾏｲﾋﾔｵﾛｼ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,94,941,941
8255,239828507,加茂錦酒造　微濾過　大吟醸　７２０ＭＬ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,23,239,239
8294,305372200,西の関　手造り純米酒　１，８００ＭＬ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,30,305,305
8295,3585401,越つかの酒造　虎千代　大吟醸　720ml　1本,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,35,358,358
8468,5403,久左衛門　純米大吟醸酒７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,54,540,540
8469,6245136,おちょこ付純米 180ml瓶詰 6本,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1080,62,624,624
8470,646741,越乃寒梅　白ラベル　７２０ｍｌ　箱,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,64,646,646
8473,8142344,栄川　特醸酒　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,814,814
8474,8143921,出羽桜　純米吟醸出羽燦々　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,814,814
8475,8242457,鶴乃江　会津中将本醸造高濃度酒　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,82,824,824
8477,9819054,手造り　ぐい呑み　　　　　　　　まほろば,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,98,981,981
8567,3910917,朝日酒造久保田萬寿純米大,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,39,391,391
8733,5459,最高峰　純米大吟醸飲み比べセット,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,54,545,545
8736,8137401,吉乃川　純米吟醸極上吉乃川　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,81,813,813
8737,8197344,会津吉の川　しぼりたて原酒生酒　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,81,819,819
8738,8918475,獺祭　純米大吟醸　磨き二割三分　１．８Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,89,891,891
8849,3344,澤乃井　純米大吟醸,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,33,334,334
9020,5677,酒蔵直送釜屋久左衛門セットＫ３５,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,56,567,567
9021,807616,天神囃子　特別本醸造　２本入　　　　　　３６００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,3600,80,807,807
9023,8103161,栄川　純米酒　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,810,810
9024,8201577,白河銘醸　　流泉純米吟醸　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,82,820,820
9025,8239334,地酒_清酒カートン太４合２本用,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,82,823,823
9026,8377,冬）阿部蒲鉾　一ノ蔵本醸造しぼりたてギフト,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,83,837,837
9117,4333024,澄川酒造場 東洋美人 大辛口 純米吟醸 720ml 1本,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,43,433,433
9151,4590088,0 清酒　越乃寒梅　別撰 １．８Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,45,459,459
9286,5604856,マルサン あまざけ 200ml 1セット（48本）,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,9600,56,560,560
9289,8142023,加藤酒造　山田錦の酒　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,814,814
9290,8142894,大七　ハイセブンカップ　１８０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,180,81,814,814
9292,8171498,高の井　新聞紙巻　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,817,817
9293,8201911,今紫　どぶろく　９００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,82,820,820
9294,8202970,きかん坊　どぶろく　４５０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,82,820,820
9295,8223586,濱田　隠し蔵パック　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,82,822,822
9297,926904,赤城山　特別大吟醸　１．８,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,92,926,926
9321,1938210,★千代の光　普通酒　１本入　　　　　　　１８００ｍｌｘ１,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,19,193,193
9548,8103277,奥の松　純米生酒　３００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,300,81,810,810
9549,8147295,花春　純米酒濃醇中辛口　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,81,814,814
9550,8156907,菊水　辛口本醸造　　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,81,815,815
9551,8166173,阿桜　純米超旨辛口　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,81,816,816
9552,8271259,奥の松　純米吟醸原酒生詰夢　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,82,827,827
9578,1094,新潟特別純米・純米セット　７２０ｍｌ＊２,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1440,10,109,109
9579,1149972,滋賀の地酒定期便７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,11,114,114
9667,305324701,越後鶴亀　生もと　純米吟醸　７２０ＭＬ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,30,305,305
9843,62133,宮の雪 大吟醸,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,62,621,621
9845,8115140,菊水　白缶　１０００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1000,81,811,811
9846,8145536,奥の松　生・シルバー　　３００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,300,81,814,814
9847,8147790,金水晶　福島の酒　　１８００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,81,814,814
9848,8178978,仁井田本家　自然酒山廃純米吟醸　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,81,817,817
9849,8187598,月の桂　本醸造にごり酒　３００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,300,81,818,818
9852,8703729,★八海山　清酒７２０ｍｌ　２本箱入り　　７２０ｍｌ×２,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,87,870,870
