jan_country,jancd,itemnm,scat1cd,scat1nm,scat2cd,scat2nm,scat3cd,scat3nm,scat4cd,scat4nm,scatnm,makercd,makernm,itemkikaku
443,9,9,9,9,9,9,9,9,0,0,9,0,0,9
444,3,3,3,3,3,3,3,3,0,0,3,2,2,3
445,12,12,12,12,12,12,12,12,0,0,12,4,4,12
446,52,52,52,52,52,52,52,52,13,13,52,24,24,52
447,30,30,30,30,30,30,30,30,3,3,30,9,9,30
448,10,10,10,10,10,10,10,10,0,0,10,2,2,10
449,2,2,2,2,2,2,2,2,0,0,2,2,2,2
450,55,55,55,55,55,55,55,55,0,0,55,39,38,55
451,5627,5620,5627,5627,5627,5627,5574,5574,118,118,5627,4327,4281,5627
452,3452,3448,3452,3452,3449,3449,3428,3428,70,70,3452,2544,2484,3452
453,4351,4345,4351,4351,4349,4349,4326,4326,28,28,4351,3206,3173,4351
454,3915,3912,3915,3915,3914,3914,3894,3894,278,278,3915,2899,2602,3915
455,154,154,154,154,154,154,154,154,9,9,154,63,59,154
456,7561,7554,7561,7561,7552,7551,7481,7480,210,209,7560,5444,4713,7561
457,7790,7783,7790,7790,7788,7788,7698,7698,106,106,7790,6893,6509,7790
458,8392,8388,8392,8392,8389,8389,8298,8298,137,137,8392,5496,4756,8392
459,145,145,145,145,145,145,144,144,22,22,145,41,41,145
460,98,98,98,98,98,98,98,98,0,0,98,48,43,98
461,10,10,10,10,10,10,10,10,6,6,10,6,6,10
462,12,12,12,12,12,12,12,12,0,0,12,7,7,12
463,13,13,13,13,13,13,13,13,0,0,13,2,2,13
464,9,9,9,9,9,9,9,9,0,0,9,4,1,9
466,5,5,5,5,5,5,5,5,0,0,5,4,1,5
467,3,3,3,3,3,3,3,3,0,0,3,2,2,3
468,4,4,4,4,4,4,4,4,0,0,4,3,2,4
469,4,4,4,4,4,4,4,4,0,0,4,3,1,4
470,22,22,22,22,22,22,22,22,1,1,22,9,5,22
471,92,92,92,92,92,92,92,92,0,0,92,61,52,92
472,444,444,444,444,444,444,444,444,0,0,444,286,268,444
473,11,11,11,11,11,11,11,11,3,3,11,7,7,11
474,39,39,39,39,39,39,39,39,4,4,39,34,32,39
475,17,17,17,17,17,17,17,17,5,5,17,14,14,17
476,7,7,7,7,7,7,7,7,4,4,7,7,7,7
477,16,16,16,16,16,16,16,16,0,0,16,7,7,16
478,2,2,2,2,2,2,2,2,0,0,2,1,1,2
479,15,14,15,15,15,15,15,15,0,0,15,5,5,15
480,24,23,24,24,24,24,23,23,0,0,24,16,8,24
481,5,5,5,5,5,5,5,5,0,0,5,0,0,5
482,20,20,20,20,20,20,19,19,0,0,20,12,12,20
483,6,6,6,6,6,6,6,6,0,0,6,1,1,6
484,52,52,52,52,52,52,52,52,0,0,52,16,16,52
485,21,21,21,21,21,21,21,21,1,1,21,16,15,21
486,66,66,66,66,66,66,63,63,0,0,66,49,48,66
487,1,1,1,1,1,1,1,1,0,0,1,0,0,1
489,44,44,44,44,44,44,44,44,3,3,44,37,37,44
490,58091,58067,58091,58091,58073,58073,57952,57952,11334,11334,58091,53428,53284,58091
491,90,89,90,90,90,90,87,87,3,3,90,81,73,90
492,1230,1228,1230,1230,1230,1230,1222,1222,10,10,1230,1061,1057,1230
493,17561,17534,17561,17561,17556,17556,17451,17451,208,208,17561,13902,13800,17561
494,9342,9328,9342,9342,9340,9340,9292,9292,180,180,9342,7450,7402,9342
495,9896,9888,9896,9896,9893,9892,9842,9841,30,29,9895,8442,8415,9896
496,8990,8987,8990,8990,8985,8984,8957,8956,215,214,8989,7412,7404,8990
497,21183,21155,21183,21183,21169,21168,21082,21081,796,795,21182,18620,18517,21183
498,12803,12790,12803,12803,12795,12795,12708,12708,641,641,12803,10598,10524,12803
499,20606,20593,20606,20606,20603,20603,20428,20428,13,13,20606,18050,17984,20606
4F2,7,7,7,7,7,7,7,7,0,0,7,0,0,7
5,1,1,1,1,1,1,1,1,0,0,1,1,1,1
50,1,1,1,1,1,1,1,1,0,0,1,0,0,1
500,726,724,726,726,726,726,724,724,0,0,726,431,406,726
501,1085,1084,1085,1085,1085,1085,1078,1078,3,3,1085,849,813,1085
502,226,225,226,226,226,226,226,226,0,0,226,143,117,226
503,57,57,57,57,57,57,50,50,1,1,57,37,35,57
504,3,3,3,3,3,3,3,3,0,0,3,1,1,3
505,115,115,115,115,115,115,115,115,0,0,115,77,71,115
506,428,424,428,428,428,428,426,426,0,0,428,222,213,428
507,2,2,2,2,2,2,2,2,0,0,2,1,1,2
508,1,1,1,1,1,1,1,1,0,0,1,1,1,1
509,45,45,45,45,45,45,44,44,0,0,45,41,39,45
51,1,1,1,1,1,1,1,1,0,0,1,1,1,1
510,25,25,25,25,25,25,25,25,20,20,25,24,24,25
511,21,21,21,21,21,21,21,21,15,15,21,19,19,21
512,8,8,8,8,8,8,8,8,2,2,8,5,5,8
513,1,1,1,1,1,1,1,1,0,0,1,1,1,1
515,2,2,2,2,2,2,2,2,0,0,2,2,2,2
516,1,1,1,1,1,1,1,1,0,0,1,1,1,1
517,2,2,2,2,2,2,2,2,0,0,2,1,1,2
518,1,1,1,1,1,1,1,1,0,0,1,1,1,1
519,1,1,1,1,1,1,1,1,0,0,1,1,1,1
520,39,39,39,39,39,39,39,39,0,0,39,25,23,39
521,1,1,1,1,1,1,1,1,0,0,1,1,1,1
522,2,2,2,2,2,2,2,2,0,0,2,1,1,2
523,13,13,13,13,13,13,13,13,3,3,13,11,11,13
524,2,2,2,2,2,2,2,2,0,0,2,2,2,2
525,3,3,3,3,3,3,2,2,0,0,3,2,2,3
526,1,1,1,1,1,1,1,1,0,0,1,1,1,1
527,4,4,4,4,4,4,4,4,0,0,4,3,3,4
528,13,13,13,13,13,13,13,13,0,0,13,13,12,13
529,1,1,1,1,1,1,1,1,0,0,1,1,1,1
530,8,8,8,8,8,8,8,8,5,5,8,8,8,8
531,8,8,8,8,8,8,8,8,3,3,8,7,7,8
532,3,3,3,3,3,3,3,3,0,0,3,1,1,3
533,2,2,2,2,2,2,2,2,0,0,2,2,2,2
534,6,6,6,6,6,6,6,6,0,0,6,5,5,6
535,41,41,41,41,41,41,40,40,0,0,41,17,17,41
536,35,35,35,35,35,35,35,35,5,5,35,24,24,35
537,1,1,1,1,1,1,1,1,0,0,1,0,0,1
538,2,2,2,2,2,2,2,2,0,0,2,0,0,2
539,29,29,29,29,29,29,28,28,0,0,29,18,14,29
540,28,28,28,28,28,28,28,28,0,0,28,17,15,28
541,347,347,347,347,347,347,346,346,22,22,347,223,193,347
542,46,46,46,46,46,46,46,46,1,1,46,28,27,46
543,14,14,14,14,14,14,14,14,0,0,14,11,9,14
544,10,10,10,10,10,10,9,9,0,0,10,6,6,10
545,7,7,7,7,7,7,7,7,0,0,7,3,3,7
546,12,12,12,12,12,12,12,12,6,6,12,10,10,12
547,1,1,1,1,1,1,1,1,0,0,1,1,1,1
548,4,4,4,4,4,4,4,4,0,0,4,1,1,4
550,1,1,1,1,1,1,1,1,0,0,1,0,0,1
551,10,10,10,10,10,10,10,10,0,0,10,1,1,10
552,2,2,2,2,2,2,2,2,0,0,2,0,0,2
553,1,1,1,1,1,1,1,1,0,0,1,1,1,1
554,4,4,4,4,4,4,4,4,0,0,4,0,0,4
555,6,6,6,6,6,6,6,6,0,0,6,2,2,6
556,12,12,12,12,12,12,12,12,0,0,12,5,5,12
557,9,9,9,9,9,9,9,9,0,0,9,5,5,9
558,12,12,12,12,12,12,12,12,6,6,12,8,8,12
559,10,10,10,10,10,10,10,10,6,6,10,7,7,10
560,369,369,369,369,369,369,355,355,0,0,369,210,196,369
561,15,15,15,15,15,15,15,15,0,0,15,14,14,15
562,7,7,7,7,7,7,7,7,0,0,7,7,7,7
563,4,4,4,4,4,4,4,4,1,1,4,2,2,4
564,1,1,1,1,1,1,1,1,0,0,1,1,1,1
565,3,3,3,3,3,3,3,3,0,0,3,3,3,3
566,13,13,13,13,13,13,13,13,0,0,13,12,12,13
567,14,14,14,14,14,14,14,14,0,0,14,12,12,14
568,2,2,2,2,2,2,2,2,0,0,2,1,1,2
57,1,1,1,1,1,1,1,1,0,0,1,0,0,1
570,54,54,54,54,54,54,53,53,0,0,54,40,40,54
571,27,27,27,27,27,27,26,26,0,0,27,22,22,27
572,2,2,2,2,2,2,2,2,0,0,2,1,1,2
573,2,2,2,2,2,2,2,2,0,0,2,1,1,2
574,14,14,14,14,14,14,14,14,0,0,14,11,11,14
575,9,9,9,9,9,9,9,9,0,0,9,9,9,9
576,8,8,8,8,8,8,8,8,0,0,8,2,2,8
577,9,9,9,9,9,9,9,9,0,0,9,4,4,9
578,15,15,15,15,15,15,15,15,0,0,15,12,12,15
581,24,24,24,24,24,24,24,24,0,0,24,7,7,24
582,5,5,5,5,5,5,5,5,0,0,5,5,5,5
583,9,9,9,9,9,9,9,9,3,3,9,7,7,9
584,2,2,2,2,2,2,2,2,0,0,2,2,2,2
585,1,1,1,1,1,1,1,1,0,0,1,1,1,1
586,2,2,2,2,2,2,2,2,0,0,2,2,2,2
587,4,4,4,4,4,4,4,4,0,0,4,4,4,4
588,3,3,3,3,3,3,3,3,0,0,3,3,3,3
589,1,1,1,1,1,1,1,1,0,0,1,1,1,1
590,51,51,51,51,51,51,51,51,0,0,51,39,37,51
591,3,3,3,3,3,3,3,3,0,0,3,3,3,3
592,2,2,2,2,2,2,2,2,0,0,2,1,1,2
593,3,3,3,3,3,3,3,3,0,0,3,3,3,3
594,43,43,43,43,43,43,42,42,0,0,43,11,9,43
595,2,2,2,2,2,2,2,2,0,0,2,0,0,2
596,13,13,13,13,13,13,13,13,0,0,13,1,1,13
597,5,5,5,5,5,5,5,5,0,0,5,4,4,5
598,2,2,2,2,2,2,2,2,0,0,2,2,2,2
599,48,48,48,48,48,48,48,48,0,0,48,30,26,48
6,1,1,1,1,1,1,1,1,0,0,1,1,1,1
600,462,460,462,462,462,462,459,459,2,2,462,317,293,462
601,10,10,10,10,10,10,10,10,0,0,10,3,3,10
602,6,6,6,6,6,6,6,6,0,0,6,3,3,6
603,88,88,88,88,88,88,88,88,82,82,88,85,85,88
604,283,283,283,283,283,283,283,283,80,80,283,274,273,283
605,1,1,1,1,1,1,1,1,0,0,1,1,1,1
607,352,351,352,352,352,352,352,352,0,0,352,334,334,352
608,3,3,3,3,3,3,3,3,0,0,3,1,0,3
609,8,8,8,8,8,8,8,8,0,0,8,4,4,8
610,49,49,49,49,49,49,49,49,0,0,49,10,9,49
611,278,278,278,278,278,278,276,276,16,16,278,48,48,278
612,40,40,40,40,40,40,40,40,21,21,40,34,34,40
613,29,29,29,29,29,29,29,29,9,9,29,18,18,29
614,20,20,20,20,20,20,20,20,11,11,20,17,17,20
615,25,25,25,25,25,25,25,25,19,19,25,21,21,25
616,10,10,10,10,10,10,10,10,6,6,10,9,9,10
617,27,27,27,27,27,27,27,27,18,18,27,24,24,27
618,11,11,11,11,11,11,11,11,1,1,11,6,6,11
619,32,32,32,32,32,32,32,32,9,9,32,23,23,32
62,1,1,1,1,1,1,1,1,0,0,1,0,0,1
620,112,112,112,112,112,112,112,112,7,7,112,70,70,112
621,6,6,6,6,6,6,6,6,0,0,6,3,3,6
622,256,255,256,256,256,256,256,256,0,0,256,237,237,256
623,8,8,8,8,8,8,7,7,0,0,8,1,1,8
624,16,16,16,16,16,16,16,16,0,0,16,9,9,16
625,4,4,4,4,4,4,4,4,0,0,4,4,4,4
626,21,21,21,21,21,21,21,21,15,15,21,21,21,21
627,11,11,11,11,11,11,11,11,0,0,11,5,4,11
629,2,2,2,2,2,2,2,2,0,0,2,2,2,2
630,63,63,63,63,63,63,63,63,0,0,63,44,43,63
632,5,5,5,5,5,5,4,4,0,0,5,0,0,5
633,33,33,33,33,33,33,33,33,1,1,33,3,3,33
634,15,15,15,15,15,15,15,15,1,1,15,6,6,15
635,1,1,1,1,1,1,1,1,0,0,1,0,0,1
636,24,24,24,24,24,24,24,24,0,0,24,13,11,24
637,28,28,28,28,28,28,28,28,0,0,28,19,19,28
638,6,6,6,6,6,6,6,6,0,0,6,5,5,6
639,2,2,2,2,2,2,2,2,1,1,2,2,2,2
64,1,1,1,1,1,1,1,1,0,0,1,1,1,1
640,2,2,2,2,2,2,2,2,0,0,2,2,2,2
641,17,17,17,17,17,17,17,17,3,3,17,10,9,17
642,15,15,15,15,15,15,15,15,0,0,15,8,8,15
643,8,8,8,8,8,8,8,8,0,0,8,3,2,8
645,1,1,1,1,1,1,1,1,0,0,1,0,0,1
646,8,8,8,8,8,8,8,8,0,0,8,2,2,8
649,3,3,3,3,3,3,3,3,0,0,3,0,0,3
650,5,5,5,5,5,5,5,5,0,0,5,4,3,5
652,5,5,5,5,5,5,5,5,0,0,5,3,2,5
653,4,4,4,4,4,4,4,4,0,0,4,3,3,4
654,1,1,1,1,1,1,1,1,0,0,1,0,0,1
655,1,1,1,1,1,1,1,1,0,0,1,0,0,1
656,2,2,2,2,2,2,2,2,0,0,2,0,0,2
657,1,1,1,1,1,1,1,1,0,0,1,0,0,1
658,1,1,1,1,1,1,1,1,0,0,1,1,1,1
659,3,3,3,3,3,3,3,3,0,0,3,1,1,3
66,1,1,1,1,1,1,1,1,1,1,1,1,1,1
660,5,5,5,5,5,5,3,3,0,0,5,4,4,5
661,5,5,5,5,5,5,4,4,1,1,5,3,3,5
662,4,4,4,4,4,4,4,4,0,0,4,2,2,4
663,8,8,8,8,8,8,8,8,5,5,8,7,7,8
664,4,4,4,4,4,4,4,4,2,2,4,1,1,4
665,2,2,2,2,2,2,2,2,0,0,2,2,2,2
666,6,6,6,6,6,6,6,6,0,0,6,3,3,6
667,1,1,1,1,1,1,1,1,1,1,1,1,1,1
668,6,6,6,6,6,6,6,6,1,1,6,5,5,6
669,15,15,15,15,15,15,15,15,0,0,15,12,7,15
67,1,1,1,1,1,1,1,1,1,1,1,1,1,1
670,10,10,10,10,10,10,10,10,0,0,10,6,3,10
671,2,2,2,2,2,2,2,2,1,1,2,2,2,2
672,25,25,25,25,25,25,25,25,2,2,25,7,6,25
673,2,2,2,2,2,2,2,2,0,0,2,0,0,2
674,11,11,11,11,11,11,11,11,2,2,11,7,7,11
675,22,22,22,22,22,22,22,22,3,3,22,9,8,22
676,11,11,11,11,11,11,11,11,1,1,11,7,7,11
677,17,17,17,17,17,17,17,17,2,2,17,6,5,17
678,18,18,18,18,18,18,18,18,4,4,18,11,11,18
679,8,8,8,8,8,8,8,8,4,4,8,7,7,8
680,107,107,107,107,107,107,107,107,1,1,107,91,91,107
681,23,23,23,23,23,23,23,23,1,1,23,13,13,23
682,3,3,3,3,3,3,3,3,0,0,3,1,1,3
683,92,92,92,92,92,92,92,92,0,0,92,10,7,92
684,8,8,8,8,8,8,7,7,0,0,8,3,3,8
685,4,4,4,4,4,4,4,4,0,0,4,1,1,4
686,6,6,6,6,6,6,6,6,0,0,6,4,4,6
687,4,4,4,4,4,4,4,4,1,1,4,3,3,4
688,6,6,6,6,6,6,6,6,1,1,6,3,3,6
689,14,14,14,14,14,14,14,14,0,0,14,4,4,14
690,98,98,98,98,98,98,98,98,0,0,98,61,55,98
691,6,6,6,6,6,6,6,6,0,0,6,4,4,6
692,42,42,42,42,42,42,42,42,0,0,42,38,29,42
693,15,15,15,15,15,15,15,15,0,0,15,6,6,15
694,4,4,4,4,4,4,4,4,1,1,4,4,4,4
695,2,2,2,2,2,2,1,1,0,0,2,1,1,2
697,8,8,8,8,8,8,8,8,0,0,8,4,4,8
698,2,2,2,2,2,2,2,2,0,0,2,0,0,2
699,868,867,868,868,868,868,868,868,0,0,868,784,784,868
6A0,100,100,100,100,100,100,100,100,0,0,100,58,58,100
700,7,7,7,7,7,7,6,6,0,0,7,2,2,7
701,3,3,3,3,3,3,3,3,0,0,3,1,1,3
702,4,4,4,4,4,4,4,4,0,0,4,3,3,4
703,3,3,3,3,3,3,3,3,0,0,3,2,1,3
704,7,7,7,7,7,7,7,7,0,0,7,4,4,7
705,5,5,5,5,5,5,5,5,0,0,5,3,3,5
706,4,4,4,4,4,4,4,4,0,0,4,4,4,4
707,9,9,9,9,9,9,9,9,0,0,9,4,4,9
708,11,11,11,11,11,11,11,11,2,2,11,6,6,11
709,13,13,13,13,13,13,13,13,0,0,13,5,5,13
710,5,5,5,5,5,5,5,5,0,0,5,3,3,5
711,3,3,3,3,3,3,2,2,0,0,3,0,0,3
712,30,30,30,30,30,30,30,30,0,0,30,0,0,30
713,3,3,3,3,3,3,3,3,0,0,3,2,2,3
714,7,7,7,7,7,7,7,7,0,0,7,7,7,7
715,72,72,72,72,72,72,72,72,0,0,72,36,35,72
716,12,12,12,12,12,12,12,12,0,0,12,4,4,12
717,18,18,18,18,18,18,17,17,0,0,18,9,8,18
718,6,6,6,6,6,6,6,6,0,0,6,1,1,6
719,15,15,15,15,15,15,15,15,4,4,15,3,3,15
720,7,7,7,7,7,7,7,7,0,0,7,4,3,7
721,50,49,50,50,50,50,50,50,1,1,50,24,24,50
722,4,4,4,4,4,4,4,4,0,0,4,2,2,4
723,10,10,10,10,10,10,10,10,1,1,10,2,2,10
724,10,10,10,10,10,10,10,10,0,0,10,6,6,10
726,11,11,11,11,11,11,11,11,0,0,11,7,7,11
727,16,16,16,16,16,16,16,16,0,0,16,7,7,16
728,11,11,11,11,11,11,11,11,0,0,11,6,6,11
729,6,6,6,6,6,6,6,6,0,0,6,2,2,6
730,3,3,3,3,3,3,3,3,0,0,3,3,3,3
731,24,24,24,24,24,24,24,24,0,0,24,21,19,24
732,9,9,9,9,9,9,8,8,0,0,9,6,6,9
733,9,9,9,9,9,9,9,9,0,0,9,3,3,9
734,21,21,21,21,21,21,21,21,0,0,21,13,13,21
735,25,25,25,25,25,25,25,25,0,0,25,11,11,25
736,13,13,13,13,13,13,12,12,0,0,13,6,6,13
737,2,2,2,2,2,2,2,2,0,0,2,2,2,2
738,6,6,6,6,6,6,5,5,0,0,6,3,3,6
739,35,35,35,35,35,35,34,34,0,0,35,18,16,35
740,17,17,17,17,17,17,17,17,0,0,17,7,6,17
741,4,4,4,4,4,4,3,3,0,0,4,2,2,4
742,4,4,4,4,4,4,4,4,0,0,4,3,3,4
743,13,13,13,13,13,13,13,13,0,0,13,1,1,13
744,31,31,31,31,31,31,31,31,0,0,31,25,20,31
745,15,15,15,15,15,15,15,15,0,0,15,11,11,15
746,19,19,19,19,19,19,18,18,0,0,19,11,11,19
747,4,2,4,4,4,4,4,4,0,0,4,0,0,4
748,1,1,1,1,1,1,1,1,0,0,1,0,0,1
75,1,1,1,1,1,1,1,1,0,0,1,0,0,1
750,173,173,173,173,173,173,173,173,1,1,173,124,112,173
751,8,8,8,8,8,8,8,8,0,0,8,2,2,8
752,8,8,8,8,8,8,8,8,0,0,8,7,7,8
753,16,16,16,16,16,16,16,16,0,0,16,7,5,16
754,8,7,8,8,8,8,8,8,0,0,8,2,2,8
755,2,2,2,2,2,2,2,2,0,0,2,2,2,2
756,4,4,4,4,4,4,4,4,0,0,4,3,3,4
757,2,2,2,2,2,2,2,2,0,0,2,1,1,2
758,2,2,2,2,2,2,2,2,0,0,2,2,2,2
759,15,15,15,15,15,15,15,15,0,0,15,9,8,15
760,1,1,1,1,1,1,1,1,0,0,1,1,1,1
761,62,62,62,62,62,62,61,61,0,0,62,55,54,62
762,1,1,1,1,1,1,1,1,0,0,1,1,1,1
763,5,5,5,5,5,5,5,5,0,0,5,5,5,5
764,9,9,9,9,9,9,8,8,0,0,9,7,7,9
766,2,2,2,2,2,2,2,2,0,0,2,0,0,2
767,9,9,9,9,9,9,9,9,0,0,9,8,8,9
768,6,6,6,6,6,6,6,6,0,0,6,5,5,6
769,4,4,4,4,4,4,4,4,0,0,4,2,1,4
770,14,14,14,14,14,14,14,14,0,0,14,3,3,14
771,4,4,4,4,4,4,4,4,0,0,4,0,0,4
772,3,3,3,3,3,3,3,3,0,0,3,2,2,3
773,14,14,14,14,14,14,13,13,0,0,14,5,5,14
774,4,4,4,4,4,4,4,4,0,0,4,2,2,4
775,6,6,6,6,5,5,5,5,0,0,6,4,4,6
776,1,1,1,1,1,1,1,1,0,0,1,1,1,1
777,3,3,3,3,3,3,3,3,0,0,3,2,2,3
778,3,3,3,3,3,3,1,1,0,0,3,1,1,3
779,428,428,428,428,428,428,422,422,0,0,428,254,237,428
780,1346,1345,1346,1346,1346,1346,1319,1319,0,0,1346,779,712,1346
781,2,2,2,2,2,2,2,2,0,0,2,0,0,2
782,1,1,1,1,1,1,1,1,0,0,1,1,1,1
783,12,12,12,12,12,12,12,12,0,0,12,12,11,12
784,22,22,22,22,22,22,21,21,0,0,22,15,15,22
785,6,6,6,6,6,6,6,6,0,0,6,6,6,6
786,1,1,1,1,1,1,1,1,0,0,1,1,1,1
787,1,1,1,1,1,1,1,1,0,0,1,1,1,1
788,3,3,3,3,3,3,3,3,0,0,3,1,1,3
789,108,108,108,108,107,107,106,106,0,0,108,67,62,108
79,1,1,1,1,1,1,1,1,0,0,1,1,1,1
790,6,6,6,6,6,6,6,6,0,0,6,0,0,6
791,4,4,4,4,4,4,4,4,0,0,4,2,2,4
793,6,6,6,6,6,6,6,6,0,0,6,1,1,6
795,1,1,1,1,1,1,1,1,0,0,1,1,1,1
796,22,22,22,22,22,22,22,22,0,0,22,6,5,22
798,2,2,2,2,2,2,2,2,0,0,2,1,1,2
799,6,6,6,6,6,6,5,5,0,0,6,0,0,6
80,1,1,1,1,1,1,1,1,0,0,1,1,1,1
800,3030,3027,3030,3030,3030,3030,2989,2989,5,5,3030,2006,1803,3030
801,641,641,641,641,641,641,632,632,0,0,641,392,343,641
802,570,570,570,570,570,570,562,562,0,0,570,382,359,570
803,980,980,980,980,980,980,961,961,64,64,980,562,537,980
804,137,137,137,137,137,137,137,137,41,41,137,104,101,137
805,259,259,259,259,258,258,250,250,0,0,259,150,135,259
806,81,81,81,81,81,81,78,78,0,0,81,53,52,81
807,14,14,14,14,14,14,14,14,0,0,14,13,13,14
808,17,17,17,17,17,17,17,17,0,0,17,12,12,17
809,57,56,57,57,57,57,57,57,4,4,57,33,33,57
81,1,1,1,1,1,1,1,1,0,0,1,0,0,1
810,201,201,201,201,201,201,201,201,33,33,201,110,110,201
811,125,125,125,125,125,125,122,122,10,10,125,70,63,125
812,168,168,168,168,168,168,166,166,21,21,168,97,86,168
813,173,173,173,173,172,172,172,172,14,14,173,114,113,173
814,159,158,159,159,159,159,157,157,15,15,159,81,79,159
815,243,243,243,243,243,243,229,229,31,31,243,136,134,243
816,136,136,136,136,136,136,136,136,20,20,136,72,72,136
817,147,147,147,147,147,147,147,147,15,15,147,86,86,147
818,138,137,138,138,138,138,138,138,32,32,138,82,81,138
819,123,123,123,123,123,123,123,123,27,27,123,61,56,123
82,1,1,1,1,1,1,1,1,0,0,1,0,0,1
820,130,130,130,130,130,130,129,129,20,20,130,31,31,130
821,131,131,131,131,131,131,131,131,17,17,131,36,36,131
822,129,129,129,129,129,129,129,129,16,16,129,37,37,129
823,112,112,112,112,111,111,109,109,14,14,112,48,48,112
824,99,99,99,99,99,99,99,99,19,19,99,46,46,99
825,64,64,64,64,64,64,64,64,16,16,64,23,23,64
826,81,81,81,81,81,81,81,81,34,34,81,53,53,81
827,31,31,31,31,31,31,31,31,12,12,31,23,23,31
828,6,6,6,6,6,6,6,6,0,0,6,6,6,6
830,21,21,21,21,21,21,21,21,0,0,21,10,9,21
831,12,12,12,12,12,12,12,12,0,0,12,7,7,12
832,6,6,6,6,6,6,6,6,0,0,6,1,1,6
833,9,9,9,9,9,9,9,9,0,0,9,9,9,9
834,12,11,12,12,12,12,12,12,0,0,12,5,5,12
835,12,12,12,12,12,12,12,12,0,0,12,3,3,12
836,9,9,9,9,9,9,8,8,0,0,9,2,2,9
837,7,7,7,7,7,7,7,7,0,0,7,1,0,7
838,26,25,26,26,26,26,26,26,0,0,26,8,7,26
839,21,21,21,21,21,21,21,21,0,0,21,13,8,21
840,417,417,417,417,417,417,417,417,0,0,417,13,11,417
841,1892,1888,1892,1892,1890,1890,1861,1861,0,0,1892,947,843,1892
842,503,503,503,503,503,503,492,492,1,1,503,267,236,503
843,1209,1209,1209,1209,1209,1209,1188,1188,1,1,1209,559,520,1209
844,5,5,5,5,5,5,5,5,0,0,5,1,1,5
845,2,2,2,2,2,2,2,2,0,0,2,1,1,2
846,15,15,15,15,15,15,15,15,5,5,15,14,14,15
847,5,5,5,5,5,5,5,5,0,0,5,1,1,5
848,3,3,3,3,3,3,3,3,0,0,3,3,3,3
849,28,28,28,28,28,28,28,28,0,0,28,12,11,28
850,63,63,63,63,63,63,62,62,0,0,63,37,37,63
851,29,29,29,29,29,29,29,29,2,2,29,15,14,29
852,38,37,38,38,38,38,36,36,0,0,38,21,21,38
853,7,7,7,7,7,7,7,7,0,0,7,2,2,7
854,7,7,7,7,7,7,7,7,0,0,7,2,2,7
855,14,14,14,14,14,14,13,13,0,0,14,4,3,14
856,11,11,11,11,11,11,10,10,0,0,11,3,3,11
857,14,14,14,14,14,14,12,12,0,0,14,7,6,14
858,14,14,14,14,14,14,14,14,0,0,14,4,3,14
859,28,28,28,28,28,28,27,27,0,0,28,11,10,28
860,24,24,24,24,24,24,24,24,0,0,24,8,8,24
861,2,2,2,2,2,2,2,2,0,0,2,1,1,2
862,2,2,2,2,2,2,1,1,0,0,2,0,0,2
863,1,1,1,1,1,1,1,1,0,0,1,0,0,1
864,4,4,4,4,4,4,4,4,0,0,4,3,3,4
865,2,2,2,2,2,2,2,2,0,0,2,2,2,2
866,11,11,11,11,11,11,11,11,0,0,11,0,0,11
867,6,6,6,6,6,6,6,6,0,0,6,1,1,6
868,1,1,1,1,1,1,1,1,0,0,1,0,0,1
869,18,18,18,18,18,18,13,13,0,0,18,9,7,18
870,38,38,38,38,38,38,36,36,0,0,38,20,18,38
871,273,273,273,273,272,272,272,272,4,4,273,223,209,273
872,17,16,17,17,17,17,17,17,0,0,17,8,8,17
873,8,8,8,8,8,8,8,8,0,0,8,3,3,8
874,2,2,2,2,2,2,2,2,0,0,2,0,0,2
875,6,6,6,6,6,6,6,6,0,0,6,2,2,6
876,7,7,7,7,7,7,7,7,0,0,7,4,3,7
877,27,27,27,27,27,27,26,26,0,0,27,16,14,27
88,1,1,1,1,1,1,0,0,0,0,1,0,0,1
880,310,308,310,310,308,308,308,308,29,29,310,215,193,310
881,9,9,9,9,9,9,7,7,0,0,9,3,3,9
882,4,4,4,4,4,4,4,4,0,0,4,1,1,4
883,19,19,19,19,19,19,17,17,1,1,19,7,7,19
884,9,9,9,9,9,9,9,9,0,0,9,2,2,9
885,59,58,59,59,59,59,58,58,0,0,59,30,29,59
886,6,6,6,6,6,6,6,6,0,0,6,6,6,6
888,4,4,4,4,4,4,4,4,0,0,4,3,3,4
889,9,9,9,9,9,9,9,9,0,0,9,8,6,9
890,70,70,70,70,70,70,70,70,1,1,70,37,29,70
891,79,79,79,79,79,79,79,79,0,0,79,5,5,79
892,13,13,13,13,13,13,13,13,0,0,13,1,0,13
893,35,35,35,35,35,35,35,35,0,0,35,16,16,35
894,3,3,3,3,3,3,3,3,0,0,3,0,0,3
895,23,23,23,23,23,23,23,23,0,0,23,10,9,23
896,18,18,18,18,18,18,18,18,0,0,18,6,4,18
897,9,9,9,9,9,9,9,9,0,0,9,4,3,9
898,16,16,16,16,16,16,16,16,0,0,16,9,9,16
899,12,12,12,12,12,12,12,12,0,0,12,1,1,12
9,1,1,1,1,1,1,1,1,0,0,1,1,1,1
900,122,120,122,122,122,122,119,119,2,2,122,80,73,122
901,51,51,51,51,51,51,51,51,7,7,51,30,29,51
902,26,26,26,26,26,26,26,26,4,4,26,17,16,26
903,44,44,44,44,44,44,44,44,3,3,44,9,9,44
904,137,137,137,137,137,137,137,137,4,4,137,12,11,137
