,jancd,itemnm,scat1cd,scat1nm,scat2cd,scat2nm,scat3cd,scat3nm,scat4cd,scat4nm,scatnm,makercd,makernm,itemkikaku,jan_2digits,jan_３digits,jan_3digits
127,AAA003326784A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ),014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,,,,,ﾋﾞｰﾙ･発泡酒,,,0,AA,AAA,AAA
151,AAA003326483A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ),014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,,,,,ﾋﾞｰﾙ･発泡酒,,,0,AA,AAA,AAA
186,AAA003325172A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ),014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,,,,,ﾋﾞｰﾙ･発泡酒,,,0,AA,AAA,AAA
965,AAA003325317A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ),014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,,,,,ﾋﾞｰﾙ･発泡酒,,,0,AA,AAA,AAA
1058,AAA002718023A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ),014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,,,,,ﾋﾞｰﾙ･発泡酒,,,0,AA,AAA,AAA
1090,AAA003326629A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ),014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,,,,,ﾋﾞｰﾙ･発泡酒,,,0,AA,AAA,AAA
1243,AAA003383641A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ),014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,,,,,ﾋﾞｰﾙ･発泡酒,,,0,AA,AAA,AAA
1274,ck00000000100,いつでも注文　本みりん（小）　１００１０００ｍｌ,014,飲料･酒類,031,みりん,,,,,みりん,,,0,ck,ck0,ck0
1338,AAA003325479A,PBｼｮｳﾋﾝ (ﾋｺｳｶｲ),014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,,,,,ﾋﾞｰﾙ･発泡酒,,,0,AA,AAA,AAA
1584,K293422010151,ふんわり鏡月　ゆず　７００ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,005,RTS,,,RTS,,,700,K2,K29,K29
1598,K293422010165,ふんわり鏡月　うめ　７００ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,005,RTS,,,RTS,,,700,K2,K29,K29
1599,W605488,養命酒製造 フルーツとハーブのお酒_ライチとカモミール_３００ｍｌ×２４,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,005,RTS,,,RTS,,,7200,W6,W60,W60
1618,K293422010113,ふんわり鏡月　アセロラ　７００ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,005,RTS,,,RTS,,,700,K2,K29,K29
1619,W605487,養命酒製造 フルーツとハーブのお酒_ピンクグレープフルーツとジンジャー_２５０ｍｌ×３０,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,005,RTS,,,RTS,,,7500,W6,W60,W60
1620,K293422010154,カクテルツアーズ　ホワイトサングリア700ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,005,RTS,,,RTS,,,700,K2,K29,K29
1899,K291143010158,謙信　特別純米　１．８,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
1900,K291144010057,代々泉　山田錦純米大吟醸１．８,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
2155,F000091019875,ｼﾞｭﾝｷﾞﾝ･ｸﾄﾞｷｼﾞｮｳｽﾞ1.,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
2156,K291141012010,男山　上撰,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
2157,K291144010054,人気一　ゴールド人気　純米大吟醸７２０,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,K2,K29,K29
2158,K291145012002,蓬莱泉　『空』箱入　７２０ｍｌ　,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,K2,K29,K29
2159,K291145012014,久保田　百寿　特別本醸造,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
2406,F000091010148,ﾄｸﾍﾞﾂｼﾞｭﾝﾏｲ ｹﾞﾝﾌﾞﾝ 1,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
2686,K291143010023,加賀鳶　極寒純米　辛口１．８Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
2687,K291144010048,三千盛　れいじょう純米大吟醸　７２０,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,K2,K29,K29
2964,F000091017963,ﾌｸﾁｮｳ ｼﾞｭﾝｷﾞﾝﾅｶｸﾐ 72,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
2965,K291142012048,越乃寒梅　別撰本醸造,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
2966,K291145010013,田酒　特別純米　１．８,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
3251,F000091010094,ｾｲｼｭ ｹﾞﾝﾌﾞﾝ  720ML,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
3252,J291806,八重寿銘醸 地酒_白神山地の四季大吟醸・特別純米酒セット,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,J2,J29,J29
3253,K291142012020,出羽桜　桜花吟醸,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
3254,K291143015020,白龍　からくち１．８Ｌ　　,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
3255,K291152011000,神杉　生貯蔵　３００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,300,K2,K29,K29
3519,F000091010421,ｼﾞｮｳｾﾝ ｷｷｮｳﾀｲｺ 720ML,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
3520,K291143012108,南部美人　大吟醸　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,K2,K29,K29
3796,J102370,福光屋　2018年おとうさん日本一　八年熟成 本格米焼酎720ｍｌ　44174　1本,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,J1,J10,J10
3797,YZ2601896,高木酒造 十四代　純米大吟醸秘蔵酒古酒（特注）７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,YZ,YZ2,YZ2
4066,F000091014214,ﾎﾝｼﾞｮｳｿﾞｳ ｷﾝｶﾒﾋｺﾈｼﾞｮ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
4067,F000091018991,ｹﾞﾝﾌﾞﾝ ﾚｲｼｭ 300ML,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
4068,J102369,福光屋　2018年おとうさん日本一　純米大吟醸720ｍｌ　39506　1本,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,J1,J10,J10
4069,K291143012048,越のかぎろひ　百寿　特別純米,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
4070,K291144010020,幻　純米大吟原酒　赤箱１．８Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
4071,K291144012046,幻　大吟醸　白箱　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,K2,K29,K29
4072,K291152010006,蓬莱　夏のにごり酒　おんざろっく　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,K2,K29,K29
4073,SUN6456453,６８　勝山酒造　純米吟醸　山田錦　３１日,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,SU,SUN,SUN
4337,K291143010203,覇者　純米酒　１．８Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
4623,F000091019363,ﾀﾞｲｷﾞﾝｼﾞｮｳﾎｺｽｷﾞ1.8L,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
4624,K291143010198,伯楽星　純米吟醸　ワールドカップ７５０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,750,K2,K29,K29
4625,K291151010035,渓流　氷高熟成生原酒７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,K2,K29,K29
4626,K291151013007,天領　なま搾りたて,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
4912,F000091019325,ﾎｺｽｷﾞ ｼｭｳｽｲ 1.8L ｹｰｽ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
4913,K291143013114,古戦場　桶狭間７２０ｍｌ　　,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,K2,K29,K29
5173,A687072,純米吟醸 めでたの戌（いぬ）240ml 2本,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,480,A6,A68,A68
5174,A785812,上撰さけパックプレミアムブレンド1.8L 2本,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,3600,A7,A78,A78
5175,F000091012326,ｾｯﾁｭｳﾊﾞｲ 720ML,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
5480,F000091010100,ｾｲｼｭ ｹﾞﾝﾌﾞﾝ 300ML,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
5481,F000091014580,ｹﾞﾝﾌﾞﾝ ｻｸﾗ 720ML,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
5482,F000091017055,ｹﾞﾝﾌﾞﾝ ｼﾎﾞﾘﾀﾃﾅﾏｹﾞﾝｼｭ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
5483,H849776,ふなぐち菊水 一番しぼり 200ml 菊水酒造 3本,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,600,H8,H84,H84
5745,F000091019196,ｹﾞﾝﾌﾞﾝ ｼﾎﾞﾘﾀﾃ 1.8L,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
6031,F000091019318,ﾎｺｽｷﾞ ｻｶｸﾞﾗ ﾊﾟｯｸ 1.8,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
6286,F000091012302,ﾈﾁｵﾄｺﾔﾏ JG55% ﾅﾏｹﾞﾝｼ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
6287,F000091014610,ｹﾞﾝﾌﾞﾝ ｷｸ ｼﾞｭﾝﾏｲｷﾞﾝｼ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
6288,K291112992004,白雪　上撰ブルーパック２ＬＣ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,2000,K2,K29,K29
6289,K291142012040,浦霞　本仕込　　,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
6290,K291145012012,越乃寒梅　白ラベル,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
6291,K291151013003,白鹿しぼりたて　９００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,900,K2,K29,K29
6578,F000091019110,ｹﾞﾝｼｭ ｾﾝﾋﾟｮｳ 1.8L,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
6579,K291142010010,菊石　もと　本醸造　１．８Ｌ　　,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
6580,K291143012126,幻の瀧　純米吟醸１．８Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
6581,K291153010003,一ノ蔵　すず音,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,300,K2,K29,K29
6863,F000091014238,ﾊﾅﾉﾏｲ ｶﾀﾅｼﾞｭﾝﾏｲﾁｮｳｶﾗ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
6864,K291143012002,蓬莱泉　『美』箱入７２０ｍｌ　　,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,K2,K29,K29
6865,K291151011020,菊水ふなぐち一番しぼり１Ｌ缶,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1000,K2,K29,K29
6866,SUN7950397,６６　奥の松　初しぼり特撰純米酒　３１日,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,SU,SUN,SUN
7147,J102371,福光屋　2018年おとうさん日本一　菰冠（こもかむり）純米　1800ml　24116　1本,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,J1,J10,J10
7148,K291114012012,白雪　上撰　純米酒,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
7412,K291152010054,白鹿　冷酒飲みくらべキャリーボックス,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,900,K2,K29,K29
7413,K291152016008,青龍の舞　生貯蔵３００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,300,K2,K29,K29
7414,K291163012002,越の誉　純米金箔入　１．８,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
7938,F000091010087,ｾｲｼｭ ｹﾞﾝﾌﾞﾝ 1.8L,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
7939,F000091010414,ｼﾞｮｳｾﾝ ｷｷｮｳﾀｲｺ 1.8L,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
7940,K291141010000,長者盛　越の大辛１．８Ｌ　　,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
7941,K291142012049,越の寒中梅　特別本醸造,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
7942,K291151015011,蓬莱泉　立春朝搾り　純吟生原酒　,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,K2,K29,K29
7943,K291152010029,北鹿　すずしな　生貯蔵７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,K2,K29,K29
8216,F000091014207,ﾎﾝｼﾞｮｳｿﾞｳ ｷﾝｶﾒ 1.8,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
8217,K291143012003,蓬莱泉　可　１．８Ｌ　　,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
8218,K291145012011,越乃寒梅　白ラベル　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,K2,K29,K29
8219,K291152016010,青龍の舞　生原酒　１．８Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
8478,F000091010155,ﾄｸﾍﾞﾂｼﾞｭﾝﾏｲ  ｹﾞﾝﾌﾞﾝ7,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
8479,F000091012319,ﾈﾁｵﾄｺﾔﾏ JG55% ﾅﾏｹﾞﾝｼ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
8480,K291142000000,西の関　くにさき　特別本醸造,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
8742,K291145012015,久保田　萬寿　純米大吟　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,K2,K29,K29
9029,K291151011032,菊水　ふなぐち一番しぼり　新米新酒７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,K2,K29,K29
9298,K291145012016,久保田　萬寿　純米大吟醸,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
9554,F000091018380,ｼﾞｮｳｾﾝ ﾌｸﾑｽﾒ ﾊﾟｯｸ2L,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
9854,K291145010011,磯自慢　本醸造　１．８,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
9855,K291151011033,菊水　ふなぐち一番しぼり　新米新酒２００ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,200,K2,K29,K29
9856,K291152010015,蓬莱　夏のにごり酒　おんざろっく１．８Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
10161,K291143010195,天の戸　純米美稲（うましね）８０　１．８Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
10162,K291150000050,清他　東光　白い酒　１．８Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
10449,K291122010005,越後　蔵　純米１．８　　,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
10450,SUN7955404,６８　蔵王のたまごと純米酒　たまご酒３０日,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,SU,SUN,SUN
10451,SUN7982069,冬）宮城の純米味くらべ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,SU,SUN,SUN
10735,K291145012017,雪中梅,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
11036,K291142012101,蓬莱　蔵元の隠し酒１．８Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
11344,K291143010017,あさ開き　夢灯り　米吟７２０　　,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,K2,K29,K29
11345,K291145010000,久保田　千寿　専用箱付き,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
11346,K291152991026,清洲桜　鬼ころし生貯２Ｌ　Ｃ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,2000,K2,K29,K29
11615,F000091014634,ﾄｸﾍﾞﾂﾎﾝｼﾞｮｳ ﾏｻﾕｷ 1.8,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
11616,K291144012035,司牡丹　華麗　大吟醸　　,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
11874,F000091019653,ｼﾞｭﾝｷﾞﾝ ﾈﾁｵﾄｺﾔﾏ 1.8L,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
11875,K291160000024,他　賀茂鶴ゴールド７２０,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,K2,K29,K29
11876,SUN6681381,南部美人　ＮＢ－２　純米吟醸・本醸造生貯セット,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,SU,SUN,SUN
12188,F000091011398,ｼﾞｮｳｾﾝ ﾀﾞﾙﾏﾏｻﾑﾈ 1.8,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
12189,F000091012890,ｻﾝｼｬ ｷﾞﾝｼﾞﾙｼ 1.8L ﾊﾞ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
12468,K291144012040,幻の瀧　大吟醸,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
12469,K291145012010,越乃寒梅　別撰　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,K2,K29,K29
12754,K291145010001,越乃寒梅　別撰本醸造　専用箱付き,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
12755,K291152014009,国盛　氷熟冷酒　生貯蔵２Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,2000,K2,K29,K29
13064,F000091014924,ｵｶｹﾞｻﾏ 720ML,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
13065,K291112012004,白雪　上撰ブルーパック２Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,2000,K2,K29,K29
13066,K291144016015,峰乃白梅　純米大吟醸　桐箱１．８Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
13067,K291151992011,菊水　舟口一番しぼり　２００ｍｌ＿Ｃ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,200,K2,K29,K29
13068,K291152011026,清洲桜　鬼ころし生貯２Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,2000,K2,K29,K29
13333,K291122011004,越の誉　杜氏入魂　大吟醸１．８Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
13334,K291142012060,土佐鶴　辛口本醸造,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
13883,F000091019486,ﾈﾁｵﾄｺﾔﾏ ﾎﾝｼﾞｮｳｿﾞｳ 1.,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
13884,K291145010006,獺祭　純米大吟　磨き三割九分　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,K2,K29,K29
13885,K291151012054,蓬莱泉　和　熟成生酒７２０ｍｌ　,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,K2,K29,K29
14441,F000091013453,ﾄｸｾﾝ ｺｼﾉｶﾝﾊﾞｲ 720ML,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
14442,F000091014139,ｼﾞｭﾝﾏｲ ﾁｮｳｼﾞｭｷﾝｶﾒ 1.,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,F0,F00,F00
14443,K291143010194,東光　純米酒　１．８,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
14444,K291152013017,千代菊　新米新酒　１．８Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
14445,YZ2601839,高木酒造 十四代　別撰　純米吟醸（特注）　７２０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,720,YZ,YZ2,YZ2
14726,K291122010007,越後　蔵　純米吟醸酒　　,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
14727,K291141010019,越乃中川　紙巻　１．８,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
14728,K291152994009,国盛　氷熟冷酒　生貯蔵２ＬＣ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,2000,K2,K29,K29
15034,K291141010003,越乃景虎　龍　１．８Ｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
15035,K291143010199,作（ざく）純米吟醸　ワールドカップ７５０ｍｌ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,750,K2,K29,K29
15036,K291145012013,久保田　千寿　吟醸,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
15037,K291152010094,高清水　辛口生貯蔵１．８,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
15038,K291153010062,越の初梅　越後辛口　ひやし酒１．８,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,1800,K2,K29,K29
15319,SUN6215974,冬）宮城の純米味くらべ,014,飲料･酒類,001,清酒,002,地酒,,,地酒,,,0,SU,SUN,SUN
15644,K293510000049,蒼龍　無添加　甲州　白　スクリュー,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,720,K2,K29,K29
15681,W611078,スパークリングワイン マディコンコード 750ml 1セット（2本）,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,1500,W6,W61,W61
15742,K293514010000,サントリー　彩食健美　赤７２０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,720,K2,K29,K29
15795,K293511010056,シャンモリ　実りの収穫　白辛口１．５,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,1500,K2,K29,K29
15899,K293511010097,有機酸でおいしさアップたっぷり白ワイン,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,1800,K2,K29,K29
15949,K293511012042,蒼龍ワイン　無添加　赤　甘口　　,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,720,K2,K29,K29
15950,K293511012044,シャンモリ　新酒にごりワイン　白,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,720,K2,K29,K29
16147,K293511010013,おたる初しぼり　キャンベルアーリ２０１４,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,720,K2,K29,K29
16269,F000094474077,ｷﾀﾉﾛ ｼﾞｻﾞｹｱｶﾜｲﾝ720,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,720,F0,F00,F00
16318,F000091161048,ｷﾀﾉﾛ ﾒﾙﾛｰ 09,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,750,F0,F00,F00
16319,SUN6713390,山形新酒　ナイアガラ　２０１８,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,0,SU,SUN,SUN
16399,622514m,アルプス  桔梗ヶ原コンコードＳワインロゼ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,0,62,622,622
16402,F000091162038,ｷﾀﾉﾛ ｼｬﾙﾄﾞﾈ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,750,F0,F00,F00
16403,J478170,サンクゼール キャンベルロゼ 2017 W-0603 1本,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,750,J4,J47,J47
16506,W611043,ヴィアヘロ 白 1個 3000ml 【白・辛口】　1セット（2個入）,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,6000,W6,W61,W61
16541,W611038,ハギースパーク 重畳 2016 750ml 【スパークリング】 1セット（2本）,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,1500,W6,W61,W61
16583,F000094014426,ｷﾀﾉﾛ ﾙｱﾝｼﾞｭ ｼﾛ 720,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,720,F0,F00,F00
16584,K293514010001,サントリー　彩食健美　白７２０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,720,K2,K29,K29
16767,F000094472745,ｷﾀﾉﾛﾃﾞﾗｳｴｱ ｼﾛ ｱﾏｸﾁ 7,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,750,F0,F00,F00
16797,F000094472653,ｺｳｼｭｳｼｭｰﾙﾘｰ ｹﾞﾝﾃｲﾋﾝ7,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,0,F0,F00,F00
16798,K293511010081,ポリフェノルおいしさアップたっぷり赤ワイン,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,1800,K2,K29,K29
16799,K293511010087,シャンモリ　柑橘香　甲州辛口,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,720,K2,K29,K29
16800,W611057,ナイアガラブラン 750ml 1セット（2本）,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,001,日本,,,日本,,,1500,W6,W61,W61
