,jancd,itemnm,scat1cd,scat1nm,scat2cd,scat2nm,scat3cd,scat3nm,scat4cd,scat4nm,scatnm,makercd,makernm,itemkikaku,jan_2digits,jan_３digits,jan_3digits
112663,A687675,アサヒ カクテルパートナー 期間限定 カシススパークリング 350ml 3缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,003,ﾊﾞﾗｴﾃｨ低アル(3%以下),ﾊﾞﾗｴﾃｨ低アル(3%以下),4901004,アサヒビール,1050,A6,A68,A68
112667,A532809,もぎたて まるごと搾りりんご 24缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,001,ﾊﾞﾗｴﾃｨ高アル(8%以上),ﾊﾞﾗｴﾃｨ高アル(8%以上),4901004,アサヒビール,8400,A5,A53,A53
112668,P283871,アサヒ もぎたて＜手摘み青梅＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,001,ﾊﾞﾗｴﾃｨ高アル(8%以上),ﾊﾞﾗｴﾃｨ高アル(8%以上),4901004,アサヒビール,1050,P2,P28,P28
112687,P682976,アサヒ 果実の瞬間＜青森産あんず＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,2100,P6,P68,P68
112693,A687678,アサヒ カクテルパートナー 期間限定 グレープスパークリング 350ml 6缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,003,ﾊﾞﾗｴﾃｨ低アル(3%以下),ﾊﾞﾗｴﾃｨ低アル(3%以下),4901004,アサヒビール,2100,A6,A68,A68
112694,J486277,アサヒビール もぎたて 期間限定 ゴールデンパイン 350ml×3缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,001,ﾊﾞﾗｴﾃｨ高アル(8%以上),ﾊﾞﾗｴﾃｨ高アル(8%以上),4901004,アサヒビール,1050,J4,J48,J48
112715,A689866,アサヒチューハイ 果実の瞬間 冬限定缶 福岡産あまおう 350ml 6缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,2100,A6,A68,A68
112716,J929939,アサヒビール 【秋限定】アサヒチューハイ果実の瞬間 国産和梨 350ml ×3缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,1050,J9,J92,J92
112717,P289202,アサヒ ニッカ淡麗辛口ハイボール＜クリアコーラ＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,1050,P2,P28,P28
112724,J092467,【期間限定】アサヒビール もぎたて まるごと搾り青りんご 350ml×3缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,001,ﾊﾞﾗｴﾃｨ高アル(8%以上),ﾊﾞﾗｴﾃｨ高アル(8%以上),4901004,アサヒビール,1050,J0,J09,J09
112725,P283872,アサヒ もぎたて＜手摘み青梅＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,001,ﾊﾞﾗｴﾃｨ高アル(8%以上),ﾊﾞﾗｴﾃｨ高アル(8%以上),4901004,アサヒビール,2100,P2,P28,P28
112740,4901004COOP08,カルピスサワー３種アソートセット　３５０ｍｌ×６,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,2100,49,490,490
112745,J301392,アサヒビール Slat（すらっと） シャルドネサワー 350ml×24缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,003,ﾊﾞﾗｴﾃｨ低アル(3%以下),ﾊﾞﾗｴﾃｨ低アル(3%以下),4901004,アサヒビール,8400,J3,J30,J30
112763,4901004COOP07,贅沢搾りアソート　３５０ｍｌ×１２,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,4200,49,490,490
112767,P072166,アサヒビール アサヒ 贅沢搾り キウイ 500ml × 6缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,3000,P0,P07,P07
112781,W578961,アサヒビール アサヒチューハイ 果実の瞬間 国産桃とさくらんぼ 350ml×6缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,2100,W5,W57,W57
112782,J302625,アサヒビール Slat（すらっと） シャルドネサワー 350ml×3缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,003,ﾊﾞﾗｴﾃｨ低アル(3%以下),ﾊﾞﾗｴﾃｨ低アル(3%以下),4901004,アサヒビール,1050,J3,J30,J30
112801,J302628,アサヒビール お茶酎 玉露と抹茶 340ml×6缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,2040,J3,J30,J30
112802,P099119,アサヒビール アサヒ カルピスサワー マスカットオブアレキサンドリア 350ml × 6缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,2100,P0,P09,P09
112803,P656791,アサヒ 贅沢搾り＜ライチ＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,2100,P6,P65,P65
112804,W578960,アサヒビール アサヒチューハイ 果実の瞬間 国産桃とさくらんぼ 350ml×3缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,1050,W5,W57,W57
112806,E360179,アサヒ もぎたて＜しゃりっと林檎＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,001,ﾊﾞﾗｴﾃｨ高アル(8%以上),ﾊﾞﾗｴﾃｨ高アル(8%以上),4901004,アサヒビール,1050,E3,E36,E36
112807,E360180,アサヒ もぎたて＜しっとり洋梨＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,001,ﾊﾞﾗｴﾃｨ高アル(8%以上),ﾊﾞﾗｴﾃｨ高アル(8%以上),4901004,アサヒビール,1050,E3,E36,E36
112808,J092468,【期間限定】アサヒビール もぎたて まるごと搾り青りんご 350ml×6缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,001,ﾊﾞﾗｴﾃｨ高アル(8%以上),ﾊﾞﾗｴﾃｨ高アル(8%以上),4901004,アサヒビール,2100,J0,J09,J09
112824,A689868,アサヒチューハイ 果実の瞬間 冬限定缶 青森産青りんご 350ml 6缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,2100,A6,A68,A68
112826,A687669,アサヒ カクテルパートナー 期間限定 グレープスパークリング 350ml 24缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,003,ﾊﾞﾗｴﾃｨ低アル(3%以下),ﾊﾞﾗｴﾃｨ低アル(3%以下),4901004,アサヒビール,8400,A6,A68,A68
112845,J929937,アサヒビール 【秋限定】アサヒチューハイ果実の瞬間 山梨産完熟ピオーネ × 6缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,2100,J9,J92,J92
112847,604520m,アサヒ  Ｓｌａｔ  白桃  ３５０■,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,003,ﾊﾞﾗｴﾃｨ低アル(3%以下),ﾊﾞﾗｴﾃｨ低アル(3%以下),4901004,アサヒビール,350,60,604,604
112848,W583928,アサヒビール アサヒ Slat（すらっと） 春限定 ベリーミックスサワー 350ml×6缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,003,ﾊﾞﾗｴﾃｨ低アル(3%以下),ﾊﾞﾗｴﾃｨ低アル(3%以下),4901004,アサヒビール,2100,W5,W58,W58
112852,P010079,アサヒ もぎたて＜まるごと搾り洋梨＞_５００ｍｌ×６_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,001,ﾊﾞﾗｴﾃｨ高アル(8%以上),ﾊﾞﾗｴﾃｨ高アル(8%以上),4901004,アサヒビール,3000,P0,P01,P01
112869,604252m,アサヒ  Ｓｌａｔ  白ぶどう  ５００■,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,003,ﾊﾞﾗｴﾃｨ低アル(3%以下),ﾊﾞﾗｴﾃｨ低アル(3%以下),4901004,アサヒビール,500,60,604,604
112889,P824776,アサヒ ニッカ淡麗辛口ハイボール＜クリアジンジャー＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,1050,P8,P82,P82
112894,A612104,アサヒ Slat（すらっと） 冬限定 うめしそサワー 350ml 3缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,003,ﾊﾞﾗｴﾃｨ低アル(3%以下),ﾊﾞﾗｴﾃｨ低アル(3%以下),4901004,アサヒビール,1050,A6,A61,A61
112895,E415039,アサヒ カクテルパートナー＜ネオングリーン＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,003,ﾊﾞﾗｴﾃｨ低アル(3%以下),ﾊﾞﾗｴﾃｨ低アル(3%以下),4901004,アサヒビール,2100,E4,E41,E41
112921,J375774,アサヒビール アサヒチューハイ 果実の瞬間 夏限定 青森産あんず 350ml×6缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,2100,J3,J37,J37
112944,A799264,アサヒ カルピスサワー 期間限定 濃い贅沢 濃厚いちご 350ml 3缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,1050,A7,A79,A79
112945,N854972,アサヒ　カルピスサワー　期間限定　濃い贅沢完熟いちご　350ml　3缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,1050,N8,N85,N85
112946,P395054,アサヒ 果実の瞬間＜国産桃とさくらんぼ＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,2100,P3,P39,P39
112949,J302624,アサヒビール カクテルパートナースクリュードライバー 350ml×6缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,003,ﾊﾞﾗｴﾃｨ低アル(3%以下),ﾊﾞﾗｴﾃｨ低アル(3%以下),4901004,アサヒビール,2100,J3,J30,J30
112952,E360183,アサヒ もぎたて＜しっとり洋梨＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,001,ﾊﾞﾗｴﾃｨ高アル(8%以上),ﾊﾞﾗｴﾃｨ高アル(8%以上),4901004,アサヒビール,2100,E3,E36,E36
112953,P283874,アサヒ もぎたて＜まるごと搾り青りんご＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,001,ﾊﾞﾗｴﾃｨ高アル(8%以上),ﾊﾞﾗｴﾃｨ高アル(8%以上),4901004,アサヒビール,1050,P2,P28,P28
112954,P678341,アサヒ もぎたて＜爽やかパイン＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,001,ﾊﾞﾗｴﾃｨ高アル(8%以上),ﾊﾞﾗｴﾃｨ高アル(8%以上),4901004,アサヒビール,2100,P6,P67,P67
112970,P105571,アサヒ もぎたて＜まるごと搾りりんご＞_５００ｍｌ×６_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,001,ﾊﾞﾗｴﾃｨ高アル(8%以上),ﾊﾞﾗｴﾃｨ高アル(8%以上),4901004,アサヒビール,3000,P1,P10,P10
112992,J302632,アサヒビール カクテルパートナージントニック 350ml×6缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,2100,J3,J30,J30
112993,P395034,アサヒ 果実の瞬間＜国産桃とさくらんぼ＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,1050,P3,P39,P39
113010,P300034,アサヒ 贅沢搾り＜白ぶどう＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,2100,P3,P30,P30
113016,P099101,アサヒビール アサヒ Slatトマトスカッシュサワー 350ml × 6缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,003,ﾊﾞﾗｴﾃｨ低アル(3%以下),ﾊﾞﾗｴﾃｨ低アル(3%以下),4901004,アサヒビール,2100,P0,P09,P09
113018,W005305,アサヒ もぎたて＜手摘み青梅＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,001,ﾊﾞﾗｴﾃｨ高アル(8%以上),ﾊﾞﾗｴﾃｨ高アル(8%以上),4901004,アサヒビール,2100,W0,W00,W00
113039,A799265,アサヒ カルピスサワー 期間限定 濃い贅沢 濃厚いちご 350ml 6缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,2100,A7,A79,A79
113041,J302630,アサヒビール Slat（すらっと） 白桃サワー 350ml×6缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,003,ﾊﾞﾗｴﾃｨ低アル(3%以下),ﾊﾞﾗｴﾃｨ低アル(3%以下),4901004,アサヒビール,2100,J3,J30,J30
113044,P422253,アサヒ もぎたて＜手摘みライチ＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,001,ﾊﾞﾗｴﾃｨ高アル(8%以上),ﾊﾞﾗｴﾃｨ高アル(8%以上),4901004,アサヒビール,1050,P4,P42,P42
113065,J486278,アサヒビール もぎたて 期間限定 ゴールデンパイン 350ml×6缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,001,ﾊﾞﾗｴﾃｨ高アル(8%以上),ﾊﾞﾗｴﾃｨ高アル(8%以上),4901004,アサヒビール,2100,J4,J48,J48
113090,A799259,アサヒ カルピスサワー 期間限定 濃い贅沢 濃厚いちご 350ml 24缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,8400,A7,A79,A79
113091,E306582,アサヒ 贅沢搾り＜りんご＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,1050,E3,E30,E30
113092,J662633,アサヒビール 贅沢搾り 期間限定 ぶどう 500ml×6缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,3000,J6,J66,J66
113093,P240975,アサヒ カルピスサワー＜濃い贅沢濃厚いちご＞３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,1050,P2,P24,P24
113094,P240976,アサヒ カルピスサワー＜濃い贅沢濃厚いちご＞３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,002,ﾊﾞﾗｴﾃｨ中アル(4-7%),ﾊﾞﾗｴﾃｨ中アル(4-7%),4901004,アサヒビール,2100,P2,P24,P24
113099,A687668,アサヒ カクテルパートナー 期間限定 カシススパークリング 350ml 24缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,003,ﾊﾞﾗｴﾃｨ低アル(3%以下),ﾊﾞﾗｴﾃｨ低アル(3%以下),4901004,アサヒビール,8400,A6,A68,A68
113100,E415034,アサヒ カクテルパートナー＜ポップオレンジ＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,003,ﾊﾞﾗｴﾃｨ低アル(3%以下),ﾊﾞﾗｴﾃｨ低アル(3%以下),4901004,アサヒビール,1050,E4,E41,E41
113103,E360182,アサヒ もぎたて＜しゃりっと林檎＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,001,ﾊﾞﾗｴﾃｨ高アル(8%以上),ﾊﾞﾗｴﾃｨ高アル(8%以上),4901004,アサヒビール,2100,E3,E36,E36
113104,W578957,アサヒ もぎたて＜手摘み白桃＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,003,ﾊﾞﾗｴﾃｨ系,001,ﾊﾞﾗｴﾃｨ高アル(8%以上),ﾊﾞﾗｴﾃｨ高アル(8%以上),4901004,アサヒビール,1050,W5,W57,W57
113136,J297738,ニッカ ブラックニッカリッチブレンド ペット 4L 1本,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),010,大容量（751ml～）,,,大容量（751ml～）,4901004,アサヒビール,4000,J2,J29,J29
113162,W611014,ブラックニッカクリア（BLACK NIKKA Clear） ペットボトル 4.0L 1セット（2本）,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),010,大容量（751ml～）,,,大容量（751ml～）,4901004,アサヒビール,8000,W6,W61,W61
113218,P694938,アサヒ ブラックニッカ_クリア_４Ｌ_ペット,014,飲料･酒類,061,ｳｲｽｷｰ(ﾆｭｰｽﾋﾟﾘｯﾂ含),010,大容量（751ml～）,,,大容量（751ml～）,4901004,アサヒビール,4000,P6,P69,P69
113227,P433563,アサヒ ウィルキンソン・ハードナイン＜無糖ジンジャー＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,001,ﾄﾞﾗｲ高アル(8%以上),ﾄﾞﾗｲ高アル(8%以上),4901004,アサヒビール,1050,P4,P43,P43
113231,P433564,アサヒ ウィルキンソン・ハードナイン＜無糖ジンジャー＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,001,ﾄﾞﾗｲ高アル(8%以上),ﾄﾞﾗｲ高アル(8%以上),4901004,アサヒビール,2100,P4,P43,P43
113237,P099104,アサヒビール ニッカ 淡麗辛口ハイボール 500ml × 6缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,002,ﾄﾞﾗｲ中アル(4-7%),ﾄﾞﾗｲ中アル(4-7%),4901004,アサヒビール,3000,P0,P09,P09
113238,E343319,アサヒ ウィルキンソン・ハイボール_５００ｍｌ×６_缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,001,ﾄﾞﾗｲ高アル(8%以上),ﾄﾞﾗｲ高アル(8%以上),4901004,アサヒビール,3000,E3,E34,E34
113244,J933929,アサヒビール アサヒ ウィルキンソンハード 無糖ドライジンジャ 350ml × 6缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,001,ﾄﾞﾗｲ高アル(8%以上),ﾄﾞﾗｲ高アル(8%以上),4901004,アサヒビール,2100,J9,J93,J93
113255,P433552,アサヒ ウィルキンソン・ハードナイン＜無糖ドライ＞_５００ｍｌ×６_缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,001,ﾄﾞﾗｲ高アル(8%以上),ﾄﾞﾗｲ高アル(8%以上),4901004,アサヒビール,3000,P4,P43,P43
113266,P433551,アサヒ ウィルキンソン・ハードナイン＜無糖ドライ＞_５００ｍｌ×３_缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,001,ﾄﾞﾗｲ高アル(8%以上),ﾄﾞﾗｲ高アル(8%以上),4901004,アサヒビール,1500,P4,P43,P43
113270,E343316,アサヒ ウィルキンソン・ハイボール_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,001,ﾄﾞﾗｲ高アル(8%以上),ﾄﾞﾗｲ高アル(8%以上),4901004,アサヒビール,1050,E3,E34,E34
113286,P433566,アサヒ ウィルキンソン・ハードナイン＜無糖ドライ＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,001,ﾄﾞﾗｲ高アル(8%以上),ﾄﾞﾗｲ高アル(8%以上),4901004,アサヒビール,1050,P4,P43,P43
113313,J933925,アサヒビール アサヒ ウィルキンソンハード 無糖ドライジンジャ 500ml × 3缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,001,ﾄﾞﾗｲ高アル(8%以上),ﾄﾞﾗｲ高アル(8%以上),4901004,アサヒビール,1500,J9,J93,J93
113317,P099107,アサヒビール ニッカ 淡麗辛口ハイボール 350ml × 6缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,002,ﾄﾞﾗｲ中アル(4-7%),ﾄﾞﾗｲ中アル(4-7%),4901004,アサヒビール,2100,P0,P09,P09
113320,J933928,アサヒビール アサヒ ウィルキンソンハード 無糖ドライジンジャ 350ml × 3缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,001,ﾄﾞﾗｲ高アル(8%以上),ﾄﾞﾗｲ高アル(8%以上),4901004,アサヒビール,1050,J9,J93,J93
113341,4901004COOP10,アサヒ ウィルキンソンドライセブン３種オリジナルアソート_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,002,ﾄﾞﾗｲ中アル(4-7%),ﾄﾞﾗｲ中アル(4-7%),4901004,アサヒビール,2100,49,490,490
113342,P099103,アサヒビール ニッカ 淡麗辛口ハイボール 500ml × 3缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,002,ﾄﾞﾗｲ中アル(4-7%),ﾄﾞﾗｲ中アル(4-7%),4901004,アサヒビール,1500,P0,P09,P09
113353,E343313,アサヒ ウィルキンソン・ハイボール_５００ｍｌ×３_缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,001,ﾄﾞﾗｲ高アル(8%以上),ﾄﾞﾗｲ高アル(8%以上),4901004,アサヒビール,1500,E3,E34,E34
113364,P433567,アサヒ ウィルキンソン・ハードナイン＜無糖ドライ＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,001,ﾄﾞﾗｲ高アル(8%以上),ﾄﾞﾗｲ高アル(8%以上),4901004,アサヒビール,2100,P4,P43,P43
113395,P019323,アサヒビール アサヒ ウィルキンソンハード 無糖ドライジンジャ 350ml × 6缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,001,ﾄﾞﾗｲ高アル(8%以上),ﾄﾞﾗｲ高アル(8%以上),4901004,アサヒビール,2100,P0,P01,P01
113396,P433561,アサヒ ウィルキンソン・ハードナイン＜無糖ジンジャー＞_５００ｍｌ×６_缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,001,ﾄﾞﾗｲ高アル(8%以上),ﾄﾞﾗｲ高アル(8%以上),4901004,アサヒビール,3000,P4,P43,P43
113402,4901004COOP01,竹鶴ハイボール・リタハイボールセットCOOP　３５０ｍｌ×３,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,002,ﾄﾞﾗｲ中アル(4-7%),ﾄﾞﾗｲ中アル(4-7%),4901004,アサヒビール,1050,49,490,490
113434,P433560,アサヒ ウィルキンソン・ハードナイン＜無糖ジンジャー＞_５００ｍｌ×３_缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,001,ﾄﾞﾗｲ高アル(8%以上),ﾄﾞﾗｲ高アル(8%以上),4901004,アサヒビール,1500,P4,P43,P43
113445,P099106,アサヒビール ニッカ 淡麗辛口ハイボール 350ml × 3缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,002,ﾄﾞﾗｲ中アル(4-7%),ﾄﾞﾗｲ中アル(4-7%),4901004,アサヒビール,1050,P0,P09,P09
113448,E343320,アサヒ ウィルキンソン・ハイボール_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,001,ﾄﾞﾗｲ高アル(8%以上),ﾄﾞﾗｲ高アル(8%以上),4901004,アサヒビール,2100,E3,E34,E34
113449,J933926,アサヒビール アサヒ ウィルキンソンハード 無糖ドライジンジャ 500ml × 6缶,014,飲料･酒類,083,RTD,001,ﾄﾞﾗｲ(食中)系,001,ﾄﾞﾗｲ高アル(8%以上),ﾄﾞﾗｲ高アル(8%以上),4901004,アサヒビール,3000,J9,J93,J93
