item_cd,item_name,itemnm,count,amount,quantity
4904670245852,松竹梅　澪スパークリング,宝酒造 ＮＢ_松竹梅白壁蔵澪_３００ｍｌ,23,11472,24
4904670280884,松竹梅　天　３Ｌ,宝酒造 ＮＢ_松竹梅天_３Ｌ_パック,20,25158,21
4904670280914,宝酒造　松竹梅　天　２Ｌパッ,宝酒造 ＮＢ_松竹梅天_２Ｌ_パック,118,92616,118
4904670280976,松竹梅　天　９００ｍｌ,宝酒造 ＮＢ_松竹梅天_９００ｍｌ_パック,68,33864,68
4904670286619,松竹梅　生　３００ｍｌ,宝酒造 ＮＢ_松竹梅生_３００ｍｌ,37,11163,42
4904670286916,宝酒造　天エコパウチ９００ｍ,宝酒造 ＮＢ_松竹梅天_９００ｍｌ_パウチ,11,5478,11
4904670289108,宝酒造　松竹梅　天　糖質　２,宝酒造 ＮＢ_松竹梅天糖質７０％オフ_２Ｌ_パック,40,33048,42
4904670289955,宝酒造　松竹梅　天　極上プレ,宝酒造 ＮＢ_松竹梅天極上プレミアム_２Ｌ_パック,7,6286,7
4904670291729,松竹梅天糖質ゼロパック９００,宝酒造 ＮＢ_松竹梅天糖質ゼロ_９００ｍｌ_パック,2,996,2
4904670294645,宝酒造　天＜純米＞　２Ｌ,宝酒造 ＮＢ_松竹梅天_２Ｌ_パック,8,7181,8
4904670295802,宝　松竹梅天飲みごたえ辛口２,宝酒造　ＮＢ_松竹梅天＜飲みごたえ辛口＞_２Ｌ_パック,34,28404,36
4904670301138,宝　凛セレクト　７２０ｍｌ,宝酒造 キングウイスキー凛_セレクト_７２０ｍｌ,23,16054,23
4904670301206,宝くらしモア凛セレクト２．７,宝酒造 キングウイスキー凛_セレクト_２．７Ｌ_ペット,18,41600,20
4904670350594,タカラ　南高梅のおいしい梅酒,宝酒造 南高梅のおいしい梅酒_５００ｍｌ_パウチ,4,1432,4
4904670360128,特撰紹興酒塔牌花彫陳八年６０,宝酒造 特撰陳年紹興酒塔牌陳八年_６００ｍｌ,3,3840,3
4904670360142,タカラ　紹興酒花彫酒６００ｍ,宝酒造 紹興酒_塔牌花彫陳五年_６００ｍｌ,15,15444,18
