item_cd,item_name,itemnm,count,amount,quantity
4971980186779,合同　元禄美人　合成清酒　　パック,合同酒精 合成清酒_元禄美人_１．８Ｌ,40,21388,43
4971980196655,合同　しそ焼酎　鍛高譚　　　２０度,合同酒精 鍛高譚_２０度_混和_しそ_７２０ｍｌ,2,1634,2
4971980356264,すごいも　２５度　パック,合同酒精 すごいも_２５度_混和_芋_５００ｍｌ_パック,2,743,2
4971980356349,すごむぎ　２５度　パック,合同酒精 すごむぎ_２５度_混和_麦_５００ｍｌ_パック,1,438,1
4971980507246,１２°すごむぎ　カップ,合同酒精 すごむぎ_１２度_混和_麦_２００ｍｌ_カップ,3,366,5
4971980507321,１２°すごいも　カップ,合同酒精 すごいも_１２度_混和_芋_２００ｍｌ_カップ,4,411,4
4971980600848,連続２５°すごむぎ　パック,合同酒精 すごむぎ_２５度_混和_麦_１．８Ｌ_パック,1,797,1
4971980600923,いも焼酎　すごいもパック,合同酒精 すごいも_２５度_混和_芋_１．８Ｌ_パック,2,1778,2
4971980967859,合同　そば盛り　２５度　　　パック,そば盛り　２５度　甲　そば　１．８Ｌ,7,6255,7
4972212070668,清洲城信長　鬼ころしライト　ミニパック,清洲桜醸造 地酒_清洲城信長鬼ころし_１８０ｍｌ_パック,61,9609,98
4972212080759,清州城信長鬼パック,清洲桜醸造 地酒_清洲城信長鬼ころし_２Ｌ_パック,24,20790,25
4972212203028,清酒　清洲城信長鬼ころし　　パック,清洲桜醸造 地酒_清洲城信長鬼ころし_９００ｍｌ_パック,2,1122,2
4972776130068,乙　２５°　茜霧島　芋,霧島酒造 茜霧島_２５度_乙_芋_９００ｍｌ,1,1174,1
4972776140036,乙　２５°　白霧島,霧島酒造 白霧島_２５度_乙_芋_９００ｍｌ,1,923,1
4972776140081,乙　２５°　白霧島　　　　　チューパック,霧島酒造 白霧島_２５度_乙_芋_１．８Ｌ_パック,2,3384,2
4972776141859,赤霧島　芋,霧島酒造 赤霧島_２５度_乙_芋_９００ｍｌ,14,17711,18
4972776180025,乙２５°　赤霧島　パック,霧島酒造 赤霧島_２５度_乙_芋_１．８Ｌ_パック,14,28714,16
4972776180063,乙　２５°　虎斑霧島　芋,霧島酒造 虎斑霧島_２５度_乙_芋_９００ｍｌ,3,3292,3
4972776180247,乙　２５°　黒霧島ＥＸ　芋　パック,霧島酒造 黒霧島ＥＸ_２５度_乙_芋_１．８Ｌ_パック,1,1787,1
4972776936851,黒霧島芋パック２０度,霧島酒造 黒霧島_２０度_乙_芋_９００ｍｌ_パック,2,1482,2
4972776936950,黒霧島　芋　パック　２０度,霧島酒造 黒霧島_２０度_乙_芋_１．８Ｌ_パック,2,2960,2
4972776941879,黒霧島　芋焼酎　２５度,霧島酒造 黒霧島_２５度_乙_芋_９００ｍｌ,20,18875,21
4972776941954,黒霧島２５°,霧島酒造 黒霧島_２５度_乙_芋_１．８Ｌ,1,1580,1
4972776945389,黒霧島２５°ペット,霧島酒造 黒霧島_２５度_乙_芋_２００ｍｌ_ペット,4,971,4
4972776946874,２５°黒霧島　芋　スリムＰ,霧島酒造 黒霧島_２５度_乙_芋_９００ｍｌ_パック,17,14198,17
4972776946959,黒霧島　芋焼酎　２５度　　　パック,霧島酒造 黒霧島_２５度_乙_芋_１．８Ｌ_パック,68,116916,74
4973074005324,天孫降臨２５°　芋パック,神楽酒造 天孫降臨_２５度_乙_芋_パック,1,1498,1
4973074020013,くろうま　麦　パック２５°,神楽酒造 くろうま_２５度_乙_麦_パック,1,1420,1
4973480114023,ホワイトパック　２５度,ホワイトパック　２５度　甲　パック　２Ｌ,3,4662,4
4973766000170,さつま白波　２５度　　　　　ハンディボトル,薩摩酒造 さつま白波_２５度_乙_芋_９００ｍｌ,2,1695,2
4973766000323,さつま白波　２５度　　　　　紙パック,薩摩酒造 さつま白波_２５度_乙_芋_１．８L_パック,19,31677,21
4973766000897,神の河　麦焼酎　２５度,薩摩酒造 神の河_２５度_乙_麦_７２０ｍｌ,12,13486,14
4973766000941,２５°さつま白波パック,薩摩酒造 さつま白波_２５度_乙_芋_９００ｍｌ_パック,2,1600,2
4973766002150,さつま黒白波　黒麹仕込　芋　２５度,薩摩酒造 黒白波_２５度_乙_芋_９００ｍｌ,2,1760,2
4973766002174,さつま黒白波　黒麹仕込　芋　２５度　パック,薩摩酒造 黒白波_２５度_乙_芋_１．８L,4,6420,4
4976879143321,北関スッキリ辛口パック,北関　すっきり辛口　パック　２Ｌ,4,2427,4
4977991172800,宮崎本店　勘兵衛　本醸造,勘兵衛　本醸造　７２０ｍｌ,1,980,1
4977991172831,宮の雪　純米酒,宮崎本店 地酒_宮の雪純米酒_７２０ｍｌ,1,928,1
4977991172930,極上宮の雪,宮崎本店 地酒_宮の雪極上本醸造酒_７２０ｍｌ,2,1760,2
4977991318215,亀甲宮パック２５°,宮崎本店 キンミヤ_２５度_甲_１．８Ｌ_パック,2,2760,2
4977991372620,亀甲宮　「キンミヤ焼酎」　　２５度,宮崎本店 キンミヤ_２５度_甲_７２０ｍｌ,2,1236,2
4977991390617,２５°亀甲宮,亀甲宮　２５度　甲　９００ｍｌ,1,680,1
4978432273780,博多の華　麦パック　１２°,福徳長酒類 博多の華_１２度_乙_麦_１．８Ｌ_パック,4,4486,5
4978432320446,博多の華　麦　単式２５°　　パック,福徳長酒類 博多の華_２５度_乙_麦_１．８Ｌ_パック,61,65333,65
4978432339509,単式１２度　博多の華　麦,福徳長酒類 博多の華_１２度_乙_麦_２００ｍｌ_カップ,32,4868,49
4978432812996,２５°博多の華　薫り麦焼酎　和みの吟,福徳長酒類 博多の華薫りのむぎ焼酎和みの吟_２５度_乙_麦_１．８Ｌ,1,1187,1
4978657112253,東葵正宗　純米酒,明利　東葵正宗　純米　７２０ｍｌ,2,980,2
4979656000862,吉乃川　越後純米,吉乃川 地酒_越後純米酒_７２０ｍｌ,1,748,1
4980573103314,上善如水　純米吟醸,白瀧酒造 地酒_上善如水純米吟醸酒_７２０ｍｌ,1,1257,1
4980961391477,博多うまかもん,西吉田酒造 博多うまかもん_２５度_乙_麦_１．８Ｌ_パック,11,12489,11
4982401999595,２５°めちゃうま麦パック,鷹正宗 めちゃうま麦_２５度_乙_麦_２Ｌ_パック,2,2247,2
4983224004121,簸上　純米　七冠馬　瓶,簸上酒造 地酒_七冠馬純米酒_７２０ｍｌ,2,2616,2
4984283640008,朝日山　百寿盃　蔵,朝日酒造 地酒_朝日山百寿盃_７２０ｍｌ,1,648,1
4984283640503,朝日山　百寿盃＃１６１３,朝日酒造 地酒_朝日山百寿盃_１．８Ｌ,1,1528,1
4984283641005,朝日山　蔵　カップ,朝日酒造 地酒_朝日山百寿盃_１８０ｍｌ_カップ,1,198,1
49870114,上撰大関金冠ワンカップ,大関 ＮＢ_上撰金冠ワンカップ_１８０ｍｌ_カップ,47,12296,68
49893588,スーパードライ,アサヒ スーパードライ_１３５ｍｌ_缶,4,704,7
4990516005018,上撰　男山,男山 地酒_上撰_１．８Ｌ,1,1548,1
4992283002184,伊佐錦　黒　芋パック２５°,大口酒造 黒伊佐錦_２５度_乙_芋_１．８Ｌ_パック,1,3160,2
8801048163007,眞露２５°,ＪＩＮＲＯ_２５度_韓国焼酎_７００ｍｌ,2,1271,2
8801048165209,眞露２５°　　　　　　　　　ペット,ＪＩＮＲＯ_２５度_韓国焼酎_１．８Ｌ_ペット,4,5448,4
