jancd,itemnm,scat1cd,scat1nm,scat2cd,scat2nm,scat3cd,scat3nm,scat4cd,scat4nm,scatnm,makercd,makernm,itemkikaku,jan_2digits,jan_３digits,jan_3digits
6301835,Ｍクロ・デ・ミグランメルキュレ０９フェヴレ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,750,63,630,630
6371036,ノ－ザンソノマエステイト７５０ｍｌ　カベルネ・Ｓ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,750,63,637,637
6375904,バルバレスコ９０ＳＳＦ７５０ｍｌ　Ｂジャコーザ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,750,63,637,637
851000082,ﾀｳﾛﾂｿ ﾈｸﾞﾛｱﾏｰﾛ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,85,851,851
8841578901,シミ　ソノマカウンティＰピノ・ノワール７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,88,884,884
8899927,梅津酒造　冨玲　特別純米酒７２０ｍｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,000000000,メーカー名不明,0,88,889,889
17190,久保田千寿特別本醸造　７２０ｍｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,000000000,メーカー名不明,0,17,171,171
2280257,フランスシャトーカノン７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,22,228,228
268757902,サンクリスピーノ　トレビアーノ　３本パック,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,26,268,268
27557,通販　カントデフローラ　７５０ｍｌケース,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,27,275,275
607992,チロ  ロッソクラッシコ７５０■,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,60,607,607
8190970,丸山酒造場　雪中梅・純米酒　７２０ｍｌ,014,飲料･酒類,001,清酒,999,その他,,,その他,000000000,メーカー名不明,0,81,819,819
8678833357,サイクルズ　グラディエーター　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,86,867,867
2203607,ﾆｲｶﾞﾀｶｹﾞﾄﾗ･ｼﾒﾊﾘﾂﾞﾙｾﾂ,014,飲料･酒類,001,清酒,999,その他,,,その他,000000000,メーカー名不明,0,22,220,220
2215235,ｼﾗﾀﾏｼﾞﾖｳｿﾞｳ ｹﾞﾝﾛｳｲﾝ,014,飲料･酒類,001,清酒,999,その他,,,その他,000000000,メーカー名不明,0,22,221,221
2253848,ﾄｸｾﾝ ｸﾛﾏﾂｹﾝﾋﾞｼｶｰﾄﾝｲﾘ,014,飲料･酒類,001,清酒,999,その他,,,その他,000000000,メーカー名不明,0,22,225,225
2701929,シャトーベルグラーヴ’０１　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,27,270,270
607887,シャトースゴンザックヴィエイユ７５０■,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,60,607,607
8380404726,クックス　スプマンテ１８７ｍｌ　アコレード,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,83,838,838
9646711,福乃友　純米吟醸　熟成　７２０ＭＬ予約,014,飲料･酒類,001,清酒,999,その他,,,その他,000000000,メーカー名不明,0,96,964,964
2280240,フランス　シャトーランシュバージュ　　　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,22,228,228
2382173,フランスピュリニーモンラッシェ白７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,23,238,238
27281,通販　ＫＷＶカベルネソービニヨンケース,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,27,272,272
4459934,ミュスカデＭアルモニ７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,750,44,445,445
6301217,ブルゴーニュルージュ０８モンジャール　ミニュレ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,750,63,630,630
8136596,コンチャイトカッツシェロ　カベルネ　１０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,81,813,813
8963619000,ウェンテＶＳＭシャルドネモーニングフォグ７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,750,89,896,896
17350,カデドックカベルネソーヴィニヨン,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,17,173,173
266731205,ＣＨサン　ジャン　ドーミエ　メルロー　レ　ルーピヨ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,26,266,266
266834306,シャトー　アマンディエ　２０１０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,26,266,266
266834608,シニャチュール　ド　シュッド　ルージュ　２０１１,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,26,266,266
268758003,サンクリスピーノ　トレビアーノ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,26,268,268
607858,アバイメルロー  アバイ７５０■,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,60,607,607
7788,Ｆ予約　奥の松　初しぼり特撰純米　３０日,014,飲料･酒類,001,清酒,999,その他,,,その他,000000000,メーカー名不明,0,77,778,778
8107923,ラキュベ　ミティーク　　　　　　　　　　,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,81,810,810
8164568,高畠　相模屋オリジナル白　７２０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,000000000,メーカー名不明,0,81,816,816
8130800142,ビッグハウス　Ｕ・Ｓユージュアル・サスペクト,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,006,ｱﾒﾘｶ,,,ｱﾒﾘｶ,000000000,メーカー名不明,0,81,813,813
8144843,野村　オーパスワン０３　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,006,ｱﾒﾘｶ,,,ｱﾒﾘｶ,000000000,メーカー名不明,750,81,814,814
8500001227,ミラソー_ピノ・ノワール_７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,006,ｱﾒﾘｶ,,,ｱﾒﾘｶ,000000000,メーカー名不明,750,85,850,850
8500001214,ミラソー　ソービニヨンブラン　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,006,ｱﾒﾘｶ,,,ｱﾒﾘｶ,000000000,メーカー名不明,750,85,850,850
8347701063,ジマロワイン　バーガンディ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,006,ｱﾒﾘｶ,,,ｱﾒﾘｶ,000000000,メーカー名不明,0,83,834,834
8380404716,クックス　ホワイトジンファンデル,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,006,ｱﾒﾘｶ,,,ｱﾒﾘｶ,000000000,メーカー名不明,750,83,838,838
8609544444,マリリンメルロー２００３年,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,006,ｱﾒﾘｶ,,,ｱﾒﾘｶ,000000000,メーカー名不明,0,86,860,860
8130570,ヴィノラム　カレラ・ライアン０５　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,006,ｱﾒﾘｶ,,,ｱﾒﾘｶ,000000000,メーカー名不明,750,81,813,813
8347701033,ジマロワイン　ロゼ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,006,ｱﾒﾘｶ,,,ｱﾒﾘｶ,000000000,メーカー名不明,0,83,834,834
8347701203,ジマロワイン　ブラン,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,006,ｱﾒﾘｶ,,,ｱﾒﾘｶ,000000000,メーカー名不明,0,83,834,834
8130800141,ビッグハウス・Ａ　白アンチェインド白７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,006,ｱﾒﾘｶ,,,ｱﾒﾘｶ,000000000,メーカー名不明,0,81,813,813
8143403117,レックス・ゴライアスＣＳカベルネ・ソーヴィニヨン,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,006,ｱﾒﾘｶ,,,ｱﾒﾘｶ,000000000,メーカー名不明,750,81,814,814
8963617500,ヘイズランチシャルドネ７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,006,ｱﾒﾘｶ,,,ｱﾒﾘｶ,000000000,メーカー名不明,0,89,896,896
8600300253,パピオ　シャルドネ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,006,ｱﾒﾘｶ,,,ｱﾒﾘｶ,000000000,メーカー名不明,0,86,860,860
8132901,ヴィノラム　マウントハーラン・ヴィオニエ０６　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,006,ｱﾒﾘｶ,,,ｱﾒﾘｶ,000000000,メーカー名不明,0,81,813,813
8147714,富士貿　ロッソディアルテジーノ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,004,ｲﾀﾘｱ,,,ｲﾀﾘｱ,000000000,メーカー名不明,750,81,814,814
8110961,チンザノ　ＥＸドライ　１０００ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,004,ｲﾀﾘｱ,,,ｲﾀﾘｱ,000000000,メーカー名不明,1000,81,811,811
8145000,ガイヤ　シトモレスコ０４　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,004,ｲﾀﾘｱ,,,ｲﾀﾘｱ,000000000,メーカー名不明,750,81,814,814
5767,予約　ウマニロンキ　カサル・ディ・セッラ１９日,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,004,ｲﾀﾘｱ,,,ｲﾀﾘｱ,000000000,メーカー名不明,0,57,576,576
8174062,イタリア　「夢」ワインセット　７５０ｍｌ×２本,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,004,ｲﾀﾘｱ,,,ｲﾀﾘｱ,000000000,メーカー名不明,0,81,817,817
5717,予約　ウマニロンキ　カサル・ディ・セッラ１８日,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,004,ｲﾀﾘｱ,,,ｲﾀﾘｱ,000000000,メーカー名不明,0,57,571,571
8110954,マルティニ　ＥＸドライ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,004,ｲﾀﾘｱ,,,ｲﾀﾘｱ,000000000,メーカー名不明,750,81,811,811
8122629,猪苗代　ヴァイツェン（Ｗ）,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,000000000,メーカー名不明,0,81,812,812
474786196,ﾖﾅﾖﾅｴｰﾙ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,000000000,メーカー名不明,0,47,474,474
8004382,ビールアソートセット,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,000000000,メーカー名不明,0,80,800,800
8126672,富士貿　Ｃｈヴァランドロー９９　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,812,812
8128010,Ｍラファルジュ　ヴォルネーデュック０５　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,812,812
8176660,予約　ドンペリ白　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,817,817
16506,ＧＤボジョレーヌーヴォー７５０　０９予約,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,16,165,165
8160614,オルヴォー　クードレヴィオニエ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,816,816
8172518,シュヴロ　マランジュルージュ０６　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,817,817
8195937,予約　フランスピエールオリヴィエシャブリ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,819,819
1410560,FEトリンバック　ゲヴェルツトラミネール　750ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,14,141,141
8112552,ラ５０・５０　ＶＤＴ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,811,811
8170286,ギーヤール　ジュヴレシャンベルタンＶＶ０５　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,817,817
8176400,Ｆゲルベ　ブルゴーニュルージュ０６　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,817,817
12027,予約エリックＰヴィラージュ１１年３７５,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,375,12,120,120
8136640,ユドロバイエ　フルールドリラロゼ０９　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,813,813
8137807,ＪＡＬＵＸ　Ｃｈフィジャック８５　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,813,813
8148476,ショパン　ブルゴーニュブラン０４　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,814,814
8154859,Ｊグリヴォ　ブルゴーニュＲ０４　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,815,815
8154903,Ｍミニュレ　シャンボールミュジニー０５　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,815,815
8179227,Ｐパリゾ　マルサネロゼ０７　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,817,817
8180957,クルティエ　サンロマンルージュ０１　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,818,818
8132536,Ｍグロ　ブルゴーニュルージュ０６　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,813,813
8154866,Ｍミニュレ　ブルゴーニュＢ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,815,815
8155276,デュジャック　ジヴレシャンベルタン０５　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,815,815
8155627,Ｄドゥラン　サントーバンブラン０１　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,815,815
9470163,オリジナル　フランスお百姓元詰めワインセ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,94,947,947
8115300,アニエスパケ　オーセイデュレスルージュ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,811,811
8130686,Ｆミニュレ　ニュイクロドラマルシャル０５　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,813,813
8132765,モノポール　Ｃｈラローズ加藤バレル　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,813,813
8135124,オルヴォー　ヴィエーヌ・ヴィーニュ０４（ゴルジュ）　７５０ｍ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,813,813
8141606,ラック　サンセール　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,814,814
11747,予約最高金賞匠ボジョレーＶＮ１２年７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,11,117,117
5627,予約Ｆ　リュックジャヴローボージョレー,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,56,562,562
6300791,マルセルダイス　アルザス７５０ヌーヴェルＳ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,63,630,630
8184269,シュヴロ　オーコートドボーヌ０７　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,818,818
8188144,ラック　ロゼダンジュ０６　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,818,818
8127747,シャソルネイ　サンロマン白０６（コスモ）　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,812,812
8163783,Ｍグロ　ニュイサンシャリオ０１　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,816,816
8183606,Ｍミニュレ　ニュイサンジョルジュ０３　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,818,818
8105806,Ｃショパン　ニュイサンジョルジュシェニョ０４　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,810,810
8123855,フェヴレイ　コートドボーヌヴィラージュ０５　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,812,812
8134493,野村　Ｃｈシャススプリーン９６　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,813,813
8138637,パカレ　モルゴン　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,813,813
8157164,ラモネ　シャサーニュヴィラージュルージュ０４　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,815,815
8132031,ピエールモレ　ブルゴーニュブラン　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,813,813
8147950,ギガル　シャトーヌッフデュパプ０３　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,814,814
8167477,オーレ　Ｃｈモーカン０１　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,816,816
8216465,予約　ミュスカデヌーヴォー　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,82,821,821
5925,予約０６　ジャンルイカンソンヴィラージュ７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,59,592,592
7318719,ＣＶ　ミュスカデ・シュールリー　白　７５,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,73,731,731
7321252,ＣＶ　ドメーヌドフロリアン　ロゼ　７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,73,732,732
8132055,ジャイエジル　オーコートドボーヌ０３　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,813,813
8149947,Ｔリショー　イランシー０４　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,814,814
8136428,ＪＡＬＵＸ　ムルソーペリエール０２　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,813,813
8174888,ラック　アンジュロゼ０５　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,817,817
5628,予約Ｆ　ブシャールエイネマコンヌーヴォ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,56,562,562
8160362,Ｍカミュゼ　マルサネルージュ０５　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,816,816
8181138,ルトゥノール　カオール０３　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,818,818
5704,予約０４　ラブレ・ロワボジョレーヌーヴォ７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,57,570,570
8134837,パカレ　ニュイサンジョルジュ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,813,813
942690,ＣＶ　ロイヤルパーク　ヴァンムスーロゼ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,94,942,942
5834488,ＣＶ　シャブリ　ガルニエ　７５０ＭＬ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,58,583,583
7321412,ＣＶ　ドメーヌドフロリアン　白　７５０Ｍ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,73,732,732
8127235,シャソルネイ　ブルゴーニュ赤０６（コスモ）　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,750,81,812,812
8152671,ＪＡＬＵＸ　Ｃｈシャススプリーンブラン０４　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,815,815
8197498,ルーデュモン　ヴォルネイ９５　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,819,819
9411443208,ＣＨランシュムーサ９８,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,94,941,941
5629,予約Ｆ　ブシャールエイネヌーヴォハーフ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,56,562,562
8110664,ドメーヌレミ　ジャニアールシャンボールミュジニーヴィエユ　７,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,811,811
8124784,アニエスパケ　ブルゴーニュブラン０６　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,000000000,メーカー名不明,0,81,812,812
