jancd,itemnm,scat1cd,scat1nm,scat2cd,scat2nm,scat3cd,scat3nm,scat4cd,scat4nm,scatnm,makercd,makernm,itemkikaku,jan_2digits,jan_３digits,jan_3digits
699264m,サントリー  デリカ  白  ７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,4901777,サントリーホールディングス,750,69,699,699
699476m,チリ産ビニャマイポ  カベルネメルロ  ７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,4901777,サントリーホールディングス,750,69,699,699
699605m,イタリア産チンザノロゼスパークリング７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,4901777,サントリーホールディングス,750,69,699,699
607767m,米産  レッドウッドＣメルロー赤  ７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,4901777,サントリーホールディングス,750,60,607,607
699344m,仏産  カルベ  サンテミリオン赤７５０■,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,4901777,サントリーホールディングス,750,69,699,699
699421m,ﾊﾟﾛﾝ赤,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,4901777,サントリーホールディングス,0,69,699,699
699486m,仏産バロンドロートシルト  メドック赤７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,4901777,サントリーホールディングス,750,69,699,699
699554m,仏ジョルジュデュブッフＢＶＮ赤７５０■,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,4901777,サントリーホールディングス,750,69,699,699
699910m,フランス産ロベールスカリカベルネ７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,4901777,サントリーホールディングス,750,69,699,699
699060m,独産  マドンナ  白  ７５０■,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,4901777,サントリーホールディングス,750,69,699,699
699255m,仏産ジョルジュデュブッフＭＶＮ白７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,4901777,サントリーホールディングス,750,69,699,699
4901777COOP16,ジムビームハイボール２種６缶アソートCOOP３５０ｍｌ×６,014,飲料･酒類,083,RTD,006,その他,,,その他,4901777,サントリーホールディングス,2100,49,490,490
607899m,仏産  ブシャールＢシャルドネ３７５■,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,4901777,サントリーホールディングス,375,60,607,607
622312m,ＳＵ酸化防止剤無添加おいしいワイン赤７２０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,4901777,サントリーホールディングス,720,62,622,622
699097m,ＳＵ　ＧＤマコンヴィラージュ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,4901777,サントリーホールディングス,750,69,699,699
699845m,アメリカ産  アンドレ  ロゼ  ７５０■,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,010,その他,,,その他,4901777,サントリーホールディングス,750,69,699,699
P612308,サントリー －１９６℃ストロングゼロ＜瞬感ライム＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,2100,P6,P61,P61
603390m,ＳＵ  カロリ。地中海ＧＦ  ５００■,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,500,60,603,603
J087845,サントリー サントリー チューハイ ー196℃ ストロングゼロ ビターライム×3缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,1050,J0,J08,J08
P024476,サントリー -196℃ストロングゼロ まるごと河内晩柑 350ml × 3缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,1050,P0,P02,P02
4901777koku06,チューハイアソート6缶（こくしぼり）,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,2100,49,490,490
A689856,サントリー チューハイ -196℃ ストロングゼロ 柚子ダブル 350ml 6缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,2100,A6,A68,A68
604862m,ＳＵカクカロシトラスプリーズ３５０ｍｌ,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,350,60,604,604
K293412990250,カロリ。地中海レモン　３５０ｍｌ　Ｃ,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,350,K2,K29,K29
P683177,サントリー －１９６℃ストロングゼロ＜ビターレモン辛口ジンジャー＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,1050,P6,P68,P68
E343261,サントリー －１９６℃ストロングゼロ＜瞬感グレープフルーツ＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,1050,E3,E34,E34
P395022,サントリー 明日の＜グレフルサワー＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,1050,P3,P39,P39
J302603,サントリー カロリ。 地中海レモン 缶 350ml×3缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,1050,J3,J30,J30
P612306,サントリー －１９６℃ストロングゼロ＜瞬感レモン＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,2100,P6,P61,P61
604189m,氷結やさしい果実の３％　ゆずみつ３５０ｍｌ,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,350,60,604,604
604269m,ＳＵカクカロピンクオレンジフィズ３５０■,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,350,60,604,604
604718m,サントリー  ほろよい  レモン  ５００■,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,500,60,604,604
W583930,サントリー ほろよい オレンジティーサワー 350ml×3缶,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,1050,W5,W58,W58
P433543,サントリー こだわり酒場のレモンサワー_５００ｍｌ×６_缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,3000,P4,P43,P43
J102601,サントリー チューハイ ほろよい ＜シトラスサワー＞ 350ml×3缶,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,1050,J1,J10,J10
J087846,サントリー サントリー チューハイ ー196℃ ストロングゼロ ビターライム×6缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,2100,J0,J08,J08
P678338,サントリー ジムビームハイボール＜シトラスハイボール＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,2100,P6,P67,P67
603382m,ＳＵ  カロリ。地中海ＧＦ  ３５０■,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,350,60,603,603
604101m,すらっと　すっきりレモン５００,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,500,60,604,604
A689857,サントリー チューハイ -196℃ ストロングゼロ 柚子ダブル 350ml 24缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,8400,A6,A68,A68
J933896,サントリー -196℃ストロングゼロ＜ビターシトラス＞500ml × 6缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,3000,J9,J93,J93
P206595,サントリー ー１９６℃ストロングゼロ＜トリプルレモン＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,2100,P2,P20,P20
J933898,サントリー こくしぼりプレミアム＜贅沢カシスオレンジ＞350ml × 3缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,1050,J9,J93,J93
P024477,サントリー -196℃ストロングゼロ まるごと河内晩柑 350ml × 6缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,2100,P0,P02,P02
603386m,ＳＵ  カロリ。地中海オレンジ  ３５０■,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,350,60,603,603
W583932,サントリー ほろよい オレンジティーサワー 350ml×6缶,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,2100,W5,W58,W58
P024479,サントリー -196℃ストロングゼロ まるごと河内晩柑 500ml × 3缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,1500,P0,P02,P02
P024480,サントリー -196℃ストロングゼロ まるごと河内晩柑 500ml × 6缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,3000,P0,P02,P02
P433540,サントリー こだわり酒場のレモンサワー_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,2100,P4,P43,P43
P656797,サントリー －１９６℃ストロングゼロ＜トリプルレモン＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,1050,P6,P65,P65
P683174,サントリー －１９６℃ストロングゼロ＜ビターレモン辛口ジンジャー＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,2100,P6,P68,P68
603222m,ＳＵ　カロリ愛媛いよかん　３５０ｍｌ,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,350,60,603,603
603389m,ＳＵ  カロリ。地中海レモン  ５００■,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,500,60,603,603
A886083,サントリー 明日のシークヮーサーサワー 350ml 6缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,2100,A8,A88,A88
P725124,サントリー －１９６℃ストロングゼロ＜瞬感シークヮーサー＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,1050,P7,P72,P72
603031m,カロリ。ゆずはちみつ３５０ｍｌ,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,350,60,603,603
J812326,サントリー -196℃ストロングゼロ ＜冷凍みかん＞ 500ml×6缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,3000,J8,J81,J81
4901777COOP09,こくしぼり３種６缶アソートCOOP　３５０ｍｌ×６,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,2100,49,490,490
J662630,【季節限定】サントリー トリスハイボール缶 ＜レモン＆ライム＞ 350ml×6缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,2100,J6,J66,J66
P395051,サントリー 明日の＜グレフルサワー＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,2100,P3,P39,P39
J302598,サントリー こくしぼりピンクグレープF缶350ml×6缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,2100,J3,J30,J30
P433542,サントリー こだわり酒場のレモンサワー_５００ｍｌ×３_缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,1500,P4,P43,P43
603178m,サントリー  カロリ。レモン  ３５０■,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,350,60,603,603
603503m,ＳＵカロリゼログリーンシークワーサー３５０,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,350,60,603,603
J933893,サントリー -196℃ストロングゼロ＜ビターシトラス＞350ml × 6缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,2100,J9,J93,J93
E343263,サントリー －１９６℃ストロングゼロ＜瞬感グレープフルーツ＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,2100,E3,E34,E34
604102m,すらっと　すっきりレモン３５０,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,350,60,604,604
J302589,サントリー ほろよい ひんやりみかんサワー 350ml×6缶,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,2100,J3,J30,J30
P656801,サントリー －１９６℃ストロングゼロ＜トリプルレモン＞_５００ｍｌ×６_缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,3000,P6,P65,P65
P714544,サントリー －１９６℃ストロングゼロアソートセット_３５０ｍｌ×６×２×３_缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,12600,P7,P71,P71
603502m,ＳＵカロリゼログリーンレモン＆ライム３５０,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,350,60,603,603
P395050,サントリー トリスハイボール＜ビターオレンジ＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,2100,P3,P39,P39
K293412990251,カロリ。グレープフルーツ　３５０ｍｌ　Ｃ,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,350,K2,K29,K29
4901777zero12,-196℃１２缶アソート,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,4200,49,490,490
J301382,サントリー カロリ。 グレープフルーツ 350ml×24缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,8400,J3,J30,J30
P206594,サントリー ー１９６℃ストロングゼロ＜トリプルレモン＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,1050,P2,P20,P20
P438085,サントリー －１９６℃ストロングゼロ＜ビター柚子＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,1050,P4,P43,P43
603089m,ＳＵ　カロリ沖縄シークワーサー３５０ｍｌ,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,350,60,603,603
604730m,サントリー  ほろよい冬みかん  ３５０■,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,350,60,604,604
603330m,ＳＵ　カロリ。太陽のオレンジ　３５０ｍｌ,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,350,60,603,603
603375m,ＳＵカロリ地中海ブラッドオレンジ３５０■,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,350,60,603,603
603273m,ＳＵカロリ地中海オレンジ３５０■,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,350,60,603,603
603381m,ＳＵ  カロリ。地中海レモン  ３５０■,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,350,60,603,603
J302604,サントリー カロリ。 地中海レモン 缶 350ml×6缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,2100,J3,J30,J30
J302588,サントリー ほろよい ひんやりみかんサワー 350ml×3缶,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,1050,J3,J30,J30
J933892,サントリー -196℃ストロングゼロ＜ビターシトラス＞350ml × 3缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,1050,J9,J93,J93
603291m,サントリー　カロリ。　地中海レモン　缶　３５０ｍｌ,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,350,60,603,603
K293411990572,サントリー こだわり酒場のレモンサワー_３５０ｍｌ×２４_缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,8400,K2,K29,K29
P438086,サントリー －１９６℃ストロングゼロ＜ビター柚子＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,2100,P4,P43,P43
P962486,サントリー ほろよい＜はっさく＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,2100,P9,P96,P96
K293411990573,サントリー こだわり酒場のレモンサワー_５００ｍｌ×２４_缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,12000,K2,K29,K29
604715m,サントリー  ほろよい  レモン  ３５０■,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,350,60,604,604
604562m,ＳＵカクカロライチシトラスＭＩＸ３５０■,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,350,60,604,604
4901777zero06,－１９６℃糖類ゼロ６種アソート３５０ｍｌ×６缶入,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,0,49,490,490
603506m,ＳＵカロリゼログリーンレモン＆ライム５００,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,500,60,603,603
603522m,ＳＵカクテルカロリＭソルティードック３５０,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,350,60,603,603
603180m,サントリー  カロリ。グレープフルーツ３５０,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,350,60,603,603
J479130,【WEB限定】サントリー ほろよい 12種アソート 1ケース,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,4200,J4,J47,J47
P433539,サントリー こだわり酒場のレモンサワー_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,1050,P4,P43,P43
603297m,サントリー　カロリ。グレープフルーツ缶　３５０ｍｌ,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,350,60,603,603
A886084,サントリー 明日のシークヮーサーサワー 350ml 24缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,8400,A8,A88,A88
J662629,【季節限定】サントリー トリスハイボール缶 ＜レモン＆ライム＞ 350ml×3缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,1050,J6,J66,J66
P962481,サントリー ほろよい＜はっさく＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,1050,P9,P96,P96
A886082,サントリー 明日のシークヮーサーサワー 350ml 3缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,1050,A8,A88,A88
J102602,サントリー チューハイ ほろよい ＜シトラスサワー＞ 350ml×6缶,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,2100,J1,J10,J10
J933895,サントリー -196℃ストロングゼロ＜ビターシトラス＞500ml × 3缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,1500,J9,J93,J93
J302602,サントリー -196℃無糖クリア 〈レモン＆ライム〉 350ml×6缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,2100,J3,J30,J30
J933899,サントリー こくしぼりプレミアム＜贅沢カシスオレンジ＞350ml × 6缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,2100,J9,J93,J93
P010073,サントリー 明日のすだち柚子サワー350ml缶 × 6缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,2100,P0,P01,P01
J812325,サントリー -196℃ストロングゼロ ＜冷凍みかん＞ 500ml×3缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,1500,J8,J81,J81
P725125,サントリー －１９６℃ストロングゼロ＜瞬感シークヮーサー＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,2100,P7,P72,P72
603360m,ＳＵカクテルカロリライチＧＦ３５０■,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,350,60,603,603
P694940,サントリー ほろよいアソートセット_３５０ｍｌ×２×３_缶,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,2100,P6,P69,P69
J302605,サントリー -196℃無糖クリア 〈レモン＆ライム〉 500ml×3缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,1500,J3,J30,J30
603305m,ＳＵカロリクリスタルオレンジ３５０,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,350,60,603,603
J302606,サントリー -196℃無糖クリア 〈レモン＆ライム〉 500ml×6缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,3000,J3,J30,J30
603179m,サントリー  カロリ。レモン  ５００ｍｌ,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,500,60,603,603
J302597,サントリー こくしぼりピンクグレープF缶350ml×3缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,1050,J3,J30,J30
J302601,サントリー -196℃無糖クリア 〈レモン＆ライム〉 350ml×3缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,1050,J3,J30,J30
P656798,サントリー －１９６℃ストロングゼロ＜トリプルレモン＞_３５０ｍｌ×６_缶,014,飲料･酒類,083,RTD,002,柑橘系,001,柑橘高アル(8%以上),柑橘高アル(8%以上),4901777,サントリーホールディングス,2100,P6,P65,P65
P010072,サントリー 明日のすだち柚子サワー350ml缶 × 3缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,1050,P0,P01,P01
P395020,サントリー トリスハイボール＜ビターオレンジ＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,1050,P3,P39,P39
P678337,サントリー ジムビームハイボール＜シトラスハイボール＞_３５０ｍｌ×３_缶,014,飲料･酒類,083,RTD,002,柑橘系,002,柑橘中アル(4-7%),柑橘中アル(4-7%),4901777,サントリーホールディングス,1050,P6,P67,P67
603171m,ＳＵカロリ。クリスタルシークヮーサー３５０,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,350,60,603,603
604481m,ほろよい冬みかん３５０ｍｌ,014,飲料･酒類,083,RTD,002,柑橘系,003,柑橘低アル(3%以下),柑橘低アル(3%以下),4901777,サントリーホールディングス,350,60,604,604
