item_cd,item_name,itemnm,count,amount,quantity
4971346000312,大木　本醸造さわやか１８００ｍｌ,大木代吉本店 地酒_さわやか本醸造酒_１．８Ｌ,5,10988,7
4971435021013,日本紀行パック　　　１８００ｍｌ　　　　＜相生ユニビオ＞,日本紀行　合成清酒　１２度　１．８Ｌ,126,62476,132
4971495000218,そば焼酎　　　　　　雲海パック　２５°　１８００ｍｌ,雲海酒造 そば雲海_２５度_乙_そば_１．８Ｌ_パック,23,41798,27
4971495010033,雲海　２５°そば　　スリムパック　　　　９００ｍｌ,雲海酒造 そば雲海_２５度_乙_そば_９００ｍｌ_パック,4,3671,4
4971495013836,そば焼酎雲海２０度　２００ｍｌ　　　　　＜雲海酒造＞,雲海酒造 そば雲海_２０度_乙_そば_２００ｍｌ_ペット,6,1200,6
4971495019029,木挽ブルー　２５°　瓶９００ｍｌ,雲海酒造 木挽ＢＬＵＥ_２５度_乙_芋_９００ｍｌ,10,8302,10
4971631714061,富翁京都乃大吟醸純米３００ｍｌ,北川本家 地酒_富翁古都京都の大吟醸純米純米大吟醸酒_３００ｍｌ,1,474,1
4971686501951,くらのすけパック　　３０００ｍｌ,小山本家酒造 地酒_くらのすけ_３Ｌ_パック,36,43927,43
4971686523465,武蔵男山　上撰パック２０００ｍｌ,小山本家酒造 地酒_上撰武蔵男山_２Ｌ_パック,3,2940,3
4971701311107,ホッピー　　　　　　３３０ｍｌ,ホッピー ホッピー_３３０ｍｌ,41,10874,99
4971701311138,ホッピーブラック　　３３０ｍｌ,ホッピー　ホッピーブラック　３３０ｍｌ,38,9393,95
4971980038177,ビッグマン２５°　　ペット　４０００ｍｌ,合同酒精 ビッグマン_２５度_甲_４Ｌ_ペット,4,7432,4
4971980038283,ビッグマン２５°　　ペット　２７００ｍｌ,合同酒精 ビッグマン_２５度_甲_２．７Ｌ_ペット,2,2582,2
4971980038344,合同　　　ビックマン２０度ペット　　　　５０００ＭＬ,合同酒精 ビッグマン_２０度_甲_５Ｌ_ペット,22,50125,26
4971980038412,ビッグマン２０°　　ペット　４０００ｍｌ,合同酒精 ビッグマン_２０度_甲_４Ｌ_ペット,24,45787,28
4971980038665,ビッグマン２０°　　ペット　２７００ｍｌ,合同酒精 ビッグマン_２０度_甲_２．７Ｌ_ペット,16,22393,20
4971980038894,合同　　　ビックマン２０度カップ　　　　２２０ＭＬ,合同酒精 ビッグマン_２０度_甲_２２０ｍｌ_カップ,10,1985,14
4971980099130,上撰富貴パック　　　２０００ＭＬ,合同酒精　富貴　上撰　パック　２Ｌ,1,1289,1
4971980100195,合同ホワイトリカ―　３５°　６００ｍｌ,ホワイトリカーゴードー　３５度　甲　瓶　６００ｍｌ,1,568,1
4971980112891,ホワイトリカー　　　ゴードー　３５°　　１８００ｍｌパック,合同酒精 ホワイトリカーゴードー_３５度_甲_１．８Ｌ_パック,11,16402,14
4971980115984,しぶぬき専科　４７°６００ｍｌ,合同酒精 しぶぬき専科_６００ｍｌ,1,694,1
4971980116448,ミニゴ―ド―・カップ２５°　２２０ｍｌ,25°ミニゴードーカップ　２２０,2,889,5
4971980116462,ミニゴ―ド―カップ　２０°　２２０ｍｌ,合同酒精 ミニゴードー_２０度_甲_２２０ｍｌ_カップ,7,1481,10
4971980119142,麦盛り２５°　　　　１８００ｍｌパック,合同酒精 麦盛り_２５度_混和_麦_１．８Ｌ_パック,21,20152,22
4971980119159,麦盛り２０°　　　　１８００ｍｌパック,合同　麦盛り　２０度　甲　１．８Ｌ,25,29164,40
4971980126447,麦のかおりパック　２５°　２０００ｍｌ　＜合　同＞,合同酒精 麦のかおり_２５度_混和_麦_２Ｌ,1,825,1
4971980127260,グランブルー　２０°７００ｍｌ,合同酒精 グランブルー_２０度_甲_７００ｍｌ,5,5472,10
4971980181507,風月歌パック　１８００ｍｌ　＜合　同＞,合同　風月歌　パック　１．８Ｌ,1,1000,2
4971980184379,芋盛り２５°　　　　１８００ｍｌパック,合同酒精 芋盛り_２５度_混和_芋_１．８Ｌ_パック,28,38579,39
4971980186779,元禄美人パック　　　１８００ｍｌ　　　　＜合同酒精＞,合同酒精 合成清酒_元禄美人_１．８Ｌ,19,8261,20
4971980196655,鍛高譚　２０°　　　しそ　７２０ｍｌ,合同酒精 鍛高譚_２０度_混和_しそ_７２０ｍｌ,5,3894,5
4971980225065,合同新・あっさり　　梅酒パック　２Ｌ,合同　あっさり梅酒　２Ｌ,1,838,1
4971980366690,合成酒「母さん思い」　パック　　　　　　１８００ｍｌ,,2,868,2
4971980428817,麦盛り　黒　パック　１８００ｍｌ,合同酒精 麦盛り_２５度_混和_麦_１．８Ｌ_パック,10,12711,13
4971980428992,芋盛り　黒　パック　１８００ｍｌ,合同酒精 芋盛り_２５度_混和_芋_１．８Ｌ_パック,1,2251,2
4971980799054,あっさり梅酒パック　２Ｌ,合同酒精 あっさり梅酒_２Ｌ_パック,3,2474,3
