item_cd,item_name,category1_cd,category2_cd,category3_cd,itemnm,count,amount,f0_
4901777241282,サントリー　Ｃカロリ。アロエヨーグリト　３５０ｍｌ,249,2508,274,サントリー カクテルカロリ。＜アロエヨーグリート＞_３３０ｍｌ_缶,50,5000,50
4901777241428,サントリー　カクテルツアーズ　モヒート　７００ｍｌ,249,2508,157,サントリー カクテルツアーズ＜モヒート＞_７００ｍｌ,15,12255,15
4901777241497,サントリー　−１９６℃ストロングゼロドライ６缶　２１００ｍｌ,249,2497,21,サントリー －１９６℃ストロングゼロ＜ドライ＞_３５０ｍｌ×６_缶,70,41535,71
4901777241503,サントリー　−１９６℃ストロングゼロＤＲＹ６缶ケース,249,2497,997,サントリー －１９６℃ストロングゼロ＜ドライ＞_３５０ｍｌ×６×４_缶,1,2340,1
4901777242104,サントリー　カクテルツアーズ　モヒート　３００ｍｌ,249,2508,518,サントリー カクテルツアーズ＜モヒート＞_３００ｍｌ,45,17349,45
4901777242326,サントリー　酸化防止剤無添加のおいしいワイン　濃い赤　２５０ｍｌ,249,2495,260,酸化防止剤無添加のおいしいワイン。濃い赤２５０ｍｌ,489,107580,494
4901777242616,サントリー　酸化防止剤無添加のおいしいワイン　赤　２５０ｍｌ,249,2495,261,酸化防止剤無添加のおいしいワイン。赤　２５０ｍｌ,491,106849,491
4901777242623,サントリー　酸化防止剤無添加のおいしいワイン　白　２５０ｍｌ,249,2495,262,酸化防止剤無添加のおいしいワイン。白　２５０ｍｌ,571,122600,563
4901777242890,サントリー　ジャパンプレミアム　メルロー　７５０ｍｌ,249,2495,516,サントリー ジャパンプレミアムメルロ_７５０ｍｌ,8,14800,8
4901777243835,?,249,2495,243,ベアフット　スウィート　レッド　７５０ｍｌ,2,996,2
4901777244733,?,249,2495,286,登美の丘ワイナリー登美の丘シャルドネ１２白　７５０,1,3650,1
4901777246157,サントリー　カクテルツアーズ　サングリア　７００ｍｌ,249,2508,63,サントリー カクテルツアーズ＜サングリア＞_７００ｍｌ,15,12825,15
4901777246386,サントリー　バルで飲んだサングリア　赤　３００ｍｌ,249,2495,65,サントリー　バルで飲んだサングリア　赤　３００ｍｌ,385,144792,405
4901777246409,サントリー　彩食健美　赤　７２０ｍｌ,249,2495,193,サントリー　彩食健美　赤　瓶　７２０ｍｌ,369,176009,371
4901777246430,サントリー　カクテルツアーズ　サングリア　３００ｍｌ,249,2508,60,サントリー カクテルツアーズ＜サングリア＞_３００ｍｌ,41,18951,42
4901777246669,?,249,2495,66,サントリー　バルで飲んだサングリア　白　３００ｍｌ,1,380,1
4901777246676,サントリー　彩食健美　白　７２０ｍｌ,249,2495,194,サントリー　彩食健美　白　瓶　７２０ｍｌ,189,90178,190
4901777246683,サントリー　彩食健美　赤　２５０ｍｌ,249,2495,39,サントリー　彩食健美　赤　瓶　２５０ｍｌ,336,79317,349
4901777246690,サントリー　彩食健美　白　２５０ｍｌ,249,2495,40,サントリー　彩食健美　白　瓶　２５０ｍｌ,204,46380,204
4901777246706,サントリー　彩食健美　赤　１．８Ｌ紙パック,249,2495,42,サントリー 彩食健美赤_１．８Ｌ,62,53098,60
4901777246713,サントリー　彩食健美　白　１．８Ｌ,249,2495,804,サントリー　彩食健美　白　紙パック　１．８Ｌ,28,22836,26
4901777247079,?,249,2495,0,登美の丘ワイナリー登美の丘甲州２０１２　７５０ｍｌ,1,2980,1
4901777247123,サントリー　登美の丘　メルロカベルネ　ロゼ　７２０ｍｌ,249,2495,847,登美の丘　メルロ＆カベルネＳロゼ１２　７５０ｍｌ,1,3021,1
4901777247192,サンタカロリーナ　カルメネール　レゼルヴァ　７５０ｍｌ,249,2495,419,サンタ　カロリーナ　カルメネールＲ１４　７５０ｍｌ,7,10080,7
4901777247277,サントリー　ほろよい　カシスとオレンジ　３５０ｍｌ,249,2508,29,サントリー ほろよい＜カシスとオレンジ＞_３５０ｍｌ_缶,6981,712393,7135
4901777247673,?,249,2495,0,ジャパンプレミアム　シャルドネ　１４　７５０ｍｌ,3,4200,3
4901777248212,サントリー　檸檬とむぎのか　パック　９００ｍｌ,249,2508,46,サントリー 檸檬とむぎのか_９００ｍｌ_パック,12,5460,12
4901777248717,サントリー　ふんわり鏡月　ゆず　７００ｍｌ,249,2508,185,ふんわり鏡月_ゆず_７００ｍｌ,146,97844,144
4901777249165,サントリー　ふんわり鏡月　アセロラ　３７５ｍｌ,249,2508,512,ふんわり鏡月_アセロラ_３７５ｍｌ,32,12032,32
4901777250062,サントリー　メゾン　デ　プリンス　Ｓブラン　７５０ｍｌ,249,2495,409,メゾンデ　プリンス　ＳＢ,4,5120,4
4901777250789,サントリー　アルマ　７５０ｍｌ,249,2495,821,カロ　アルマ　マルベック　２０１４　７５０ｍｌ,3,5240,3
4901777251335,サントリー　ふんわり鏡月　ゆず　３７５ｍｌ,249,2508,115,ふんわり鏡月_ゆず_３７５ｍｌ,22,8537,22
4901777252622,サントリー　角ハイボール　６缶,249,2508,20,サントリー 角ハイボール_３５０ｍｌ×６_缶,42,39824,38
4901777252981,サントリー　カロリ。地中海レモン（新）　３５０ｍｌ,249,2497,5,サントリー カロリ。＜地中海レモン＞_３５０ｍｌ_缶,5207,815002,8151
4901777252998,?,249,2497,4,サントリー カロリ。＜地中海レモン＞_３５０ｍｌ×２４_缶,3,7200,3
4901777252998,?,249,2497,709,サントリー カロリ。＜地中海レモン＞_３５０ｍｌ×２４_缶,1,2400,1
4901777253063,サントリー　カロリ。巨峰（新）　３５０ｍｌ,249,2497,7,サントリー カロリ。＜巨峰＞_３５０ｍｌ_缶,1173,175488,1758
4901777253070,?,249,2497,6,サントリー カロリ。＜巨峰＞_３５０ｍｌ×２４_缶,6,21600,9
4901777253971,サントリー　ほろよい　コーラサワー　３５０ｍｌ　※終売,249,2508,251,サントリー ほろよい＜コーラサワー＞_３５０ｍｌ_缶,7,696,7
4901777254299,サントリー　檸檬とむぎのか　パック　１８００ｍｌ,249,2508,41,サントリー 檸檬とむぎのか_１８００ｍｌ_パック,31,26598,31
4901777254343,サントリー　ふんわり鏡月　うめ　７００ｍｌ,249,2508,525,ふんわり鏡月_うめ_７００ｍｌ,26,15308,26
4901777254923,サントリー　澄みわたる梅酒　５００ｍｌ,249,2508,47,サントリー 澄みわたる梅酒_５００ｍｌ,97,43779,97
4901777259270,サントリー　ビーフィーター　ジントニック　２７５ｍｌ,249,2508,7,ビーフィーター＜ジントニック＞_２７５ｍｌ_瓶,191,39402,199
4901777261754,サントリー　ほろよい　グレフルソルティ　３５０ｍｌ,249,2508,257,サントリー ほろよい＜グレフルソルティ＞_３５０ｍｌ_缶,2330,238594,2389
4901777263222,サントリー　カーニヴォ　７５０ｍｌ,249,2495,570,カーニヴォ_カベルネ・ソーヴィニヨン_７５０ｍｌ,39,69153,39
4901777264182,サントリー　ほろよい　メロンサワー　３５０ｍｌ　※終売,249,2508,591,サントリー ほろよい＜メロンサワー＞_３５０ｍｌ_缶,6535,672872,6875
4901777264199,?,249,2508,0,サントリー ほろよい＜メロンサワー＞_３５０ｍｌ×２４_缶,2,4704,2
4901777264410,サントリー　バルで飲んだサングリア赤　１Ｌ,249,2495,587,サントリー バルで飲んだサングリア赤_１Ｌ,231,173118,232
4901777264434,サントリー　バルで飲んだサングリア白　１Ｌ,249,2495,586,サントリー　バルで飲んだサングリア白紙パック　１Ｌ,62,46224,62
4901777266155,サントリー　−１９６℃ストロングゼロ　柚子ダブル　３５０ｍｌ,249,2497,254,サントリー －１９６℃ストロングゼロ＜柚子ダブル＞_３５０ｍｌ_缶,29,2886,29
4901777266339,サントリー　−１９６℃ストロングゼロ桃Ｗ　５００ｍｌ,249,2497,48,サントリー －１９６℃ストロングゼロ＜桃ダブル＞_５００ｍｌ_缶,1590,231663,1643
4901777267312,サントリー　澄みわたる柚子酒　５００ｍｌ,249,2508,410,サントリー 澄みわたる柚子酒_５００ｍｌ,61,27172,61
4901777268050,サントリー　こくしぼり　グレープフルーツ　３５０ｍｌ,249,2508,571,サントリー こくしぼり＜グレープフルーツ＞_３５０ｍｌ_缶,280,37900,379
4901777268197,サントリー　こくしぼり　レモンライム　３５０ｍｌ,249,2508,572,サントリー こくしぼり＜レモン＆ライム＞_３５０ｍｌ_缶,455,50800,508
4901777268623,サントリー　カクテルツアーズ　ファジーネーブル　７００ｍｌ,249,2508,336,サントリー カクテルツアーズ＜完熟桃のファジーネーブル＞_７００ｍｌ,14,12065,14
4901777268647,サントリー　カクテルツアーズ　ファジーネーブル　３００ｍｌ,249,2508,259,サントリー カクテルツアーズ＜完熟桃のファジーネーブル＞_３００ｍｌ,126,59136,126
4901777268845,サントリー　ほろよい　白いサワーぶどう　３５０ｍｌ　※終売,249,2508,481,サントリー ほろよい＜白いサワーぶどう＞_３５０ｍｌ_缶,76,7507,77
4901777269057,サントリー　ａｋａｄａｍａ　赤のスパークリング　ベリー３６０ｍｌ,249,2507,5,ａｋａｄａｍａ　赤のｽﾊﾟｰｸﾘﾝｸﾞﾜｲﾝ　スイート＆ベリー　３６０ｍｌ,166,60058,168
4901777269354,サントリー　マスターズドリーム　３０５ｍｌ,249,2491,88,サントリー ザ・プレミアム・モルツマスターズ・ドリーム_３０５ｍｌ_瓶,696,217170,762
4901777269552,サントリー　カロリーオフ無添加　赤　７２０ｍｌ,249,2495,824,カロリー３０％Ｏｆｆのおいしいワイン。（酸化防止剤無添加）赤　７２０ｍｌ瓶,259,103280,260
4901777269606,サントリー　カロリーオフ無添加　白　７２０ｍｌ,249,2495,793,カロリー３０％Ｏｆｆのおいしいワイン。（酸化防止剤無添加）白　７２０ｍｌ瓶,181,73470,185
4901777269620,?,249,2495,802,カロリー３０％Ｏｆｆのおいしいワイン。（酸化防止剤無添加）白　１．８Ｌ紙パック,1,686,1
4901777270497,サントリー　澄みわたる葡萄酒　５００ｍｌ,249,2508,129,サントリー 澄みわたる葡萄酒_５００ｍｌ,23,10228,23
4901777270701,サントリー　−１９６℃ストロングＷＧＦ６缶　２１００ｍｌ,249,2497,200,サントリー －１９６℃ストロングゼロ＜ダブルグレープフルーツ＞_３５０ｍｌ×６_缶,26,14040,24
4901777272637,サントリー　こくしぼり　芳醇ぶどう　３５０ｍｌ,249,2508,224,サントリー こくしぼりプレミアム＜芳醇ぶどう＞_３５０ｍｌ_缶,23,3404,23
4901777275256,サントリー　−１９６℃　夏のキウイ　３５０ｍｌ,249,2508,615,サントリー －１９６℃＜夏のキウイ＞_３５０ｍｌ_缶,9376,943743,9630
4901777275270,サントリー　−１９６℃　夏の日向夏　３５０ｍｌ,249,2508,406,サントリー －１９６℃＜夏の日向夏＞_３５０ｍｌ_缶,12579,1290394,13170
4901777275584,サントリー　焙煎樽熟成梅酒　７００ｍｌ,249,2508,737,サントリー 山崎蒸留所貯蔵焙煎樽熟成梅酒_７５０ｍｌ,14,41720,14
4901777276666,サントリー　こくしぼり　豊潤もも　３５０ｍｌ,249,2508,630,サントリー こくしぼりプレミアム＜豊潤もも＞_３５０ｍｌ_缶,149,22200,150
4901777277151,サントリー　モマンドール　ブリュット　７５０ｍｌ,249,2495,281,モマンドール・エクストラドライ_７５０ｍｌ,229,177634,223
4901777277663,サントリー　サンタ　カベルネ＆シラー　７５０ｍｌ,249,2495,875,サンタ・バイ・サンタ・カロリーナ_カベルネ・ソーヴィニヨン/シラー_７５０ｍｌ,421,206714,418
4901777277700,サントリー　サンタ　ソーヴィニヨン＆シャルドネ　７５０ｍｌ,249,2495,876,サンタ・バイ・サンタ・カロリーナ_ソーヴィニヨン・ブラン/シャルドネ_７５０ｍｌ,440,217895,440
4901777279421,サントリー　知多　７００ｍｌ,249,2494,103,サントリー ウイスキー知多_７００ｍｌ,13,47840,13
4901777279735,オックスフォード　カベルネソービニヨン・シラー７５０ｍｌ,249,2495,890,オックスフォードランディングＣＳシラーズ７５０ｍｌ,3,4366,3
4901777279759,オックスフォード　ランデイング　ＳＶ　７５０ｍｌ,249,2495,888,オックスフォードランディング　ＳＢ１５　７５０ｍｌ,9,13320,9
4901777279780,ヤルンバ　カベルネソービニョン　７５０ｍｌ,249,2495,891,ヤルンバ　ワイ　カベルネ・ソーヴィニヨン７５０ｍｌ,8,14062,8
4901777279803,ヤルンバ　ヴィオニエ　７５０ｍｌ,249,2495,885,ヤルンバ　ワイ　ヴィオニエ　１５　７５０ｍｌ,4,7120,4
4901777279834,ヤルンバ　パチワーク　シラーズ　７５０ｍｌ,249,2495,68,ヤルンバ　パッチワーク　シラーズ１３　７５０ｍｌ,4,9401,4
4901777279858,ヤルンバ　スクリブラー　カベルネソービニヨン７５０ｍｌ,249,2495,889,ヤルンバ　スクリブラーＣＳシラーズ１２　７５０ｍｌ,6,13566,6
4901777280038,サントリー　トリス　クラシック　７００ｍｌ,249,2494,104,サントリー トリス＜クラシック＞_７００ｍｌ,1551,1108108,1546
4901777280052,サントリー　トリス　クラシック　ポケット瓶　１８０ｍｌ,249,2494,69,サントリー トリス＜クラシック＞_１８０ｍｌ,686,185724,693
4901777280076,サントリー　トリス　クラシック　２７００ｍｌ,249,2494,107,サントリー トリス＜クラシック＞_２．７Ｌ_ペット,231,616760,229
4901777280090,サントリー　トリス　クラシック　４０００ｍｌ,249,2494,77,サントリー トリス＜クラシック＞_４Ｌ_ペット,18,69140,18
4901777282438,バランタイン　クリスマスリザーブ　７００ｍｌ,249,2494,39,バランタイン_クリスマスリザーブ_７００ｍｌ,1,2980,1
4901777283350,サントリー　バルトン＆ゲスティエ　メルロー　７５０ｍｌ,249,2495,710,Ｂ＆Ｇ　メルロ　オーガニック　２０１４　７５０ｍｌ,3,4440,3
4901777283381,サントリー　バルトン＆ゲスティＳＶ　オーガニック　７５０ｍｌ,249,2495,428,Ｂ＆Ｇ　Ｓブラン　オーガニック２０１４　７５０ｍｌ,21,30858,21
4901777283398,サントリー　澄みわたる白桃酒　５００ｍｌ,249,2508,181,サントリー 澄みわたる白桃酒_５００ｍｌ,57,26994,60
4901777283497,サントリー　こくしぼり　ピンクグレープＦ　３５０ｍｌ,249,2508,108,サントリー こくしぼり＜ピンクグレープフルーツ＞_３５０ｍｌ_缶,237,26600,266
4901777283541,サントリー　ビニャマイポリミテッドエディション　７５０ｍｌ,249,2495,332,ビニャマイポ　リミテッドエディション１１　７５０,1,3480,1
4901777283893,ジム・ビーム　７００ｍｌ,249,2494,29,ジムビーム_７００ｍｌ,796,920080,790
4901777283916,ジム・ビーム　２００ｍｌ,249,2494,116,ジムビーム_２００ｍｌ_ペット,87,35508,87
4901777283923,ジム・ビーム　キングサイズ　１０００ｍｌ,249,2494,2,ジムビーム_１Ｌ,77,127350,75
4901777284289,サントリー　角瓶　７００ｍｌ,249,2494,351,サントリー ウイスキー角瓶_７００ｍｌ,2791,3796240,2782
4901777284326,サントリー　角瓶　４Ｌ　ペット,249,2494,58,サントリー ウイスキー角瓶_４Ｌ_ペット,15,104900,15
4901777284340,サントリー　角瓶ペット　２７００ｍｌ,249,2494,19,サントリー ウイスキー角瓶_２．７Ｌ_ペット,122,595680,122
4901777284364,サントリー　角瓶ジャンボ　１９２０ｍｌ,249,2494,353,サントリー ウイスキー角瓶_１．９２Ｌ_ペット,289,1039576,279
4901777284401,サントリー　角瓶　ポケット瓶　１８０ｍｌ,249,2494,57,サントリー ウイスキー角瓶_１８０ｍｌ,416,208000,416
4901777284425,サントリー　白角　７００ｍｌ,249,2494,352,サントリー ウイスキー白角_７００ｍｌ,254,325434,252
4901777284463,サントリー　白角　ペット　２７００ｍｌ,249,2494,46,サントリー ウイスキー白角_２．７Ｌ_ペット,18,82112,18
4901777284487,サントリー　白角ジャンボ　１９２０ｍｌ,249,2494,354,サントリー ウイスキー白角_１．９２Ｌ_ペット,101,318620,99
4901777284791,サントリー　ほろよい　白ぶどう　３５０ｍｌ,249,2508,530,サントリー ほろよい＜白ぶどう＞_３５０ｍｌ_缶,6966,711356,7128
4901777284814,サントリー　カルーア抹茶ベビー　２００ｍｌ,249,2508,721,カルーア_抹茶ベビー_２００ｍｌ,5,3690,5
4901777284883,サントリー　ふんわり鏡月　ライチ　７００ｍｌ,249,2508,519,ふんわり鏡月_ライチ_７００ｍｌ,45,30786,45
4901777285026,サントリー　サンタ　カルメネール／プティ・ヴェルド　７５０ｍｌ,249,2495,874,サンタ・バイ・サンタ・カロリーナ_カルメネール/プティ・ヴェルド_７５０ｍｌ,654,324965,655
4901777285040,サントリー　トリスバイボール濃いめ　３５０ｍｌ,249,2508,15,サントリー トリスハイボール＜キリッと濃いめ＞_３５０ｍｌ_缶,2683,437565,2823
4901777285125,サントリー　カルロロッシ　レッド　７２０ｍｌ,249,2495,620,カルロ・ロッシ・レッド_プティ・ヴェルド/ピノ・ノワール/ムールヴェードル/シラー_７２０ｍｌ,535,275517,554
4901777285132,サントリー　カルロロッシ　ホワイト　７２０ｍｌ,249,2495,621,カルロ・ロッシ・ホワイト_フレンチ・コロンバード/ミュスカ/シャルドネ_７２０ml,373,187219,378
4901777285163,サントリー　カルロロッシ　レッドマスカット　７２０ｍｌ,249,2495,110,カルロ　ロッシ　レッド　マスカット　７２０ｍｌ,99,49594,103
4901777285170,サントリー　カルロロッシ　ロゼペット　７２０ｍｌ,249,2495,318,カルロ　ロッシ　ロゼ　７２０ｍｌ,125,62648,126
4901777285187,サントリー　カルロロッシ　レッド　２５０ｍｌ,249,2495,897,カルロ　ロッシ　レッド　２５０ｍｌ,254,63552,257
4901777285217,サントリー　カルロロッシ　ホワイト　２５０ｍｌ,249,2495,898,カルロ　ロッシ　ホワイト　２５０ｍｌ,312,79349,318
4901777286436,サントリー　抹茶プレッソ　３００ｍｌ,249,2508,730,サントリー 抹茶プレッソ_３００ｍｌ,46,21504,46
4901777286573,サントリー　澄みわたる梅酒パック　１０００ｍｌ,249,2508,731,サントリー 澄みわたる梅酒_１０００ｍｌ_パック,22,17196,22
4901777287020,?,249,2491,78,サントリー ザ・プレミアム・モルツマスターズ・ドリーム_３０５ｍｌ×４_瓶,8,9080,8
4901777287426,サントリー　アードモア　レガシー７００ｍｌ,249,2494,121,アードモア_レガシー_７００ｍｌ,5,13900,5
4901777291256,サントリー　ほろよい＜ひんやり梨＞３５０ｍｌ缶　※終売,249,2508,472,サントリー ほろよい＜ひんやり梨＞_３５０ｍｌ_缶,2947,297187,3081
4901777291256,?,249,2508,0,サントリー ほろよい＜ひんやり梨＞_３５０ｍｌ_缶,81,8853,93
4901777293502,サントリー　−１９６℃ストロングゼロ　ライチ　３５０ｍｌ,249,2497,169,サントリー －１９６℃ストロングゼロ＜まるごとライチ＞_３５０ｍｌ_缶,7513,769628,7830
4901777293502,?,249,2508,0,サントリー －１９６℃ストロングゼロ＜まるごとライチ＞_３５０ｍｌ_缶,13,1274,13
4901777293519,サントリー−１９６℃　ストロングゼロまるごとライチ３５０ｍｌ,249,2497,298,サントリー －１９６℃ストロングゼロ＜まるごとライチ＞_３５０ｍｌ×２４_缶,8,3238,33
4901777293526,サントリー　−１９６℃ストロングゼロ　まるごとライチ　５００ｍｌ,249,2497,170,サントリー －１９６℃ストロングゼロ＜まるごとライチ＞_５００ｍｌ_缶,280,43164,311
4901777293656,サントリー−１９６℃　ストロングゼロビターレモン３５０ｍｌ,249,2497,184,サントリー －１９６℃ストロングゼロ＜ビターレモン＞_３５０ｍｌ_缶,7596,855042,8602
4901777293663,サントリー　−１９６℃ストロングゼロ　ビターレモンケース,249,2497,704,サントリー －１９６℃ストロングゼロ＜ビターレモン＞_３５０ｍｌ×２４_缶,1,2352,1
4901777293670,サントリー　−１９６℃ストロングゼロ　ビターレモン　５００ｍｌ,249,2497,185,サントリー －１９６℃ストロングゼロ＜ビターレモン＞_５００ｍｌ_缶,3854,591858,4198
4901777294035,サントリー　メソン　カステル　カベルネソーヴィニヨン　７５０ｍｌ,249,2495,599,サントリー　メゾン　カステル　カベルネソーヴ　７５,45,35870,45
4901777294042,サントリー　メゾン　カステル　シャルドネ　７５０ｍｌ,249,2495,613,メゾン・カステル_シャルドネ_７５０ｍｌ,49,38942,49
4901777294738,サントリー　デリカメゾン　赤　７２０．００ｍｌ,249,2495,50,サントリー デリカメゾン赤_７２０ｍｌ,508,168333,514
4901777294752,サントリー　デリカメゾン　白　７２０．００ｍｌ,249,2495,51,サントリー デリカメゾン白_７２０ｍｌ,536,174859,534
4901777294776,サントリー　デリカメゾン　ロゼ　７２０．００ｍｌ,249,2495,52,サントリー デリカメゾンロゼ_７２０ｍｌ,59,16506,64
4901777294813,サントリー　デリカメゾン　赤　１，８００．００ｍｌ,249,2495,47,サントリー デリカメゾン赤_１．８Ｌ,491,349104,502
4901777294837,サントリー　デリカメゾン白　１，８００．００ｍｌ,249,2495,48,サントリー デリカメゾン白_１．８Ｌ,368,275638,396
4901777294851,サントリー　デリカメゾン　ロゼ　１，８００．００ｍｌ,249,2495,798,サントリー デリカメゾンロゼ_１．８Ｌ,2,1396,2
4901777294875,サントリー　デリカメゾン　甘口赤　１，８００．００ｍｌ,249,2495,799,サントリー デリカメゾン（甘口）赤_１．８Ｌ,29,20242,29
4901777295155,サントリー　チー　ヴァン　ルージュ　７５０ｍｌ,249,2495,655,サントリー　チー！ヴァン　ルージュ　７５０ｍｌ,11,6611,11
4901777295223,サントリー　サンタ　スパークリング　７５０ｍｌ,249,2495,5,サンタ・バイ・サンタ・カロリーナ・スパークリング・ブリュット_７５０ｍｌ,51,43768,49
4901777295834,サントリー　トリス　ハイボール濃いめ　５００ｍｌ,249,2508,255,サントリー トリスハイボール＜キリッと濃いめ＞_５００ｍｌ_缶,651,135630,685
4901777295896,サントリー　カルロロッシ　カリフォリニアダーク　　７２０ｍｌ,249,2495,18,カルロ・ロッシ・ダーク_プティ・ヴェルド/ピノ・ノワール/ムールヴェードル/シラー_７２０ｍｌ,455,221335,445
4901777299641,サントリー　−１９６℃ストロングゼロ　青りんご　３５０ｍｌ,249,2497,261,サントリー －１９６℃ストロングゼロ＜まるごと青りんご＞_３５０ｍｌ_缶,2801,294948,3012
4901777299665,サントリー　−１９６℃ストロングゼロ　まるごと青りんご　５００ｍｌ,249,2497,262,サントリー －１９６℃ストロングゼロ＜まるごと青りんご＞_５００ｍｌ_缶,23,3226,25
4901777299689,サントリー−１９６℃　ストロングゼロ葡萄ダブル３５０ｍｌ,249,2497,198,サントリー －１９６℃ストロングゼロ＜葡萄ダブル＞_３５０ｍｌ_缶,1853,193496,1951
4901777299702,サントリー　−１９６℃ストロングゼロ　葡萄ダブル　５００ｍｌ,249,2497,199,サントリー －１９６℃ストロングゼロ＜葡萄ダブル＞_５００ｍｌ_缶,329,51958,369
4901777299887,サントリー　知多　３５０ｍｌ　※終売,249,2494,31,サントリー ウイスキー知多_３５０ｍｌ,6,11340,6
4901777300125,サントリー　ほろよい　ゆずみつサワー　３５０ｍｌ,249,2508,524,サントリー ほろよい＜ゆずみつサワー＞_３５０ｍｌ_缶,24,2352,24
4901777300200,サントリー　トリス　クラシック　１８００ｍｌ,249,2494,76,サントリー トリス＜クラシック＞_１．８Ｌ_ペット,202,374670,200
4901777300682,サントリー　氷と楽しむ無添加ワイン　濃い赤　７２０ＭＬ,249,2495,955,氷と楽しむ無添加ワイン濃い赤　ペット　７２０ｍｌ,196,80109,192
4901777300705,サントリー　氷と楽しむ無添加ワイン　濃い白　７２０ＭＬ,249,2495,718,氷と楽しむ無添加ワイン濃い白　ペット　７２０ｍｌ,124,51769,124
4901777300736,サントリー　夜のコーヒー　５００ｍｌ,249,2508,664,サントリー 夜のコーヒー_５００ｍｌ,20,11000,20
4901777300750,サントリー　夜のティー　５００ｍｌ,249,2508,665,サントリー 夜のティー_５００ｍｌ,45,24750,45
4901777300910,サントリー　金麦　２５０ｍｌ缶,249,2508,855,サントリー 金麦_２５０ｍｌ_缶,935,104405,1099
4901777300927,サントリー　金麦　２５０ｍｌケース,249,2508,856,サントリー 金麦_２５０ｍｌ×６×４_缶,1,2280,1
4901777301412,サントリー　ふんわり鏡月　ライム　７００ｍｌ,249,2508,745,鏡月クリア＜クリアライム＞_７００ｍｌ,28,18630,28
4901777301627,サントリー　ふんわり鏡月　ウーロン　７００ｍｌ,249,2508,249,鏡月_ウーロン_７００ｍｌ,18,13796,18
4901777301702,サントリー　ダークホースシャルドネ　７５０ｍｌ,249,2495,958,ダークホース　シャルドネ７５０ＭＬ,33,40640,33
4901777301719,サントリー　すっきりほろよいレモン　３５０ｍｌ,249,2508,377,サントリー すっきりほろよい＜レモン＞_３５０ｍｌ_缶,1450,159260,1595
4901777301733,サントリー　ダークホース　ビックレッドブレンド　７５０ｍｌ,249,2495,990,ダークホース　ビッグ　レッド　ブレンド,45,53760,43
4901777301795,サントリー　食事においしいごちそう梅酒　すっきり淡麗　７２０ｍｌ,249,2508,599,サントリー ごちそう梅酒＜うまみの淡麗＞_７２０ｍｌ_ペット,14,7700,14
4901777301818,サントリー　食事においしいごちそう梅酒　しっかり芳醇　７２０ｍｌ,249,2508,600,サントリー ごちそう梅酒＜うまみの芳醇＞_７２０ｍｌ_ペット,22,11000,20
4901777302006,サントリー　東京クラフト　ペールエール　３５０ｍｌ,249,2491,104,サントリー 東京クラフト_ペールエール_３５０ｍｌ_缶,995,218058,1056
4901777302044,サントリー　すっきりほろよい青りんご　３５０ｍｌ,249,2508,376,サントリー すっきりほろよい＜青りんご＞_３５０ｍｌ_缶,2838,289004,2903
4901777302204,サントリー　ザ・プレミアムモルツ　３５０ｍｌ缶,249,2491,338,サントリー ザ・プレミアム・モルツ_３５０ｍｌ_缶,5366,1130442,5446
4901777302228,サントリー　ザ・プレミアムモルツ　５００ｍｌ缶,249,2491,345,サントリー ザ・プレミアム・モルツ_５００ｍｌ_缶,3169,939837,3288
4901777302242,サントリー　ザ・プレミアムモルツ　２５０ｍｌ缶,249,2491,334,サントリー ザ・プレミアム・モルツ_２５０ｍｌ_缶,261,49768,280
4901777302303,サントリー　ザ・プレミアムモルツ　３５０ｍｌ×６缶,249,2491,339,サントリー ザ・プレミアム・モルツ_３５０ｍｌ×６_缶,2688,3315556,2747
4901777302310,サントリー　ザ・プレミアムモルツ　３５０ｍｌケース,249,2491,340,サントリー ザ・プレミアム・モルツ_３５０ｍｌ×６×４_缶,86,426406,89
4901777302433,山紫水明　白金の輝き　麦　２５°７２０ｍｌ,249,2505,302,サントリー 山紫水明_２５度_乙_麦_７２０ｍｌ,21,19237,21
4901777302440,サントリー　アイスジン　５００ｍｌ,249,2497,203,サントリー アイスジン_５００ｍｌ,51,39270,51
4901777302464,サントリー　ザ・プレミアムモルツ　５００ｍｌ×６缶,249,2491,346,サントリー ザ・プレミアム・モルツ_５００ｍｌ×６_缶,408,704685,431
4901777302471,サントリー　ザ・プレミアムモルツ　５００ｍｌケース,249,2491,347,サントリー ザ・プレミアム・モルツ_５００ｍｌ×６×４_缶,4,26160,4
4901777302525,サントリー　アイスウォツカ　５００ｍｌ,249,2497,202,サントリー アイスウォッカ_５００ｍｌ,38,29106,38
4901777302594,サントリー　果実の酒用ブランデーＶ．Ｏ　１．８Ｌ,249,2506,1,サントリー 果実の酒用ブランデー_Ｖ．Ｏ_１８００ｍｌ,816,1559830,846
4901777302624,サントリー　ザ・プレミアムモルツ　香るエール　３５０ｍｌ缶,249,2491,248,サントリー ザ・プレミアム・モルツ＜香る＞エール_３５０ｍｌ_缶,2628,553767,2691
4901777302754,サントリー　アイスジン　レモン＆ライム　５００ｍｌ,249,2508,253,サントリー アイスジン＜レモン＆ライム＞_５００ｍｌ,174,121450,174
4901777302778,サントリー　アイスウォツカＧＦ　５００ｍｌ,249,2497,191,サントリー アイスウォッカ＜グレープフルーツ＞_５００ｍｌ,47,30240,47
