jancd,makercd,itemnm,itemkn,tanka,itemkikaku,itemtani,irisu,width,height,depth,jcat1cd,jcat2cd,jcat3cd,jcat4cd,jcatnm,scat1cd,scat2cd,scat3cd,scat4cd,scat1nm,scat2nm,scat3nm,scat4nm,syubaiflg,hatdate,instime,updtime,delete_flg
2400027513787,,クリアアサヒ　500×6缶,ｸﾘｱｱｻﾋ500×6ｶﾝ,0,3000.0,ml,6,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-04-04 00:00:00,2019-10-23 00:00:00,0
2400027513916,4901004,クリアアサヒ　500ml　ケース,ｸﾘｱｱｻﾋ500mlｹｰｽ,0,12000.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-04-04 00:00:00,2019-10-23 00:00:00,0
2400027520723,4901411,本麒麟　缶500ml×6,ﾎﾝｷﾘﾝｶﾝ500ml×6,0,3000.0,ml,6,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-04-04 00:00:00,2019-10-23 00:00:00,0
2400027522628,4901004,オールフリー　350×7缶　景品付き,ｵｰﾙﾌﾘｰ350×7ｶﾝ,0,2450.0,ml,7,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-04-04 00:00:00,2019-10-23 00:00:00,0
2400027524424,4901411,本麒麟　350×6缶,ﾎﾝｷﾘﾝ350×6ｶﾝ,0,2100.0,ml,6,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-04-04 00:00:00,2019-10-23 00:00:00,0
2400027533754,4901411,旅する氷結　グレープフルーツドッグ,ﾀﾋﾞｽﾙﾋｮｳｹﾂｸﾞﾚｰﾌﾟﾌﾙｰﾂﾄﾞｯｸﾞ,0,0.0,,0,0,0,0,,,,,,014,083,002,003,飲料･酒類,RTD,柑橘系,柑橘低アル(3%以下),0,,2018-04-04 00:00:00,2019-10-23 00:00:00,0
2400027598593,4901880,男梅（特）,ｵﾄｺｳﾒ(ﾄｸ),0,0.0,,1,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-04-11 00:00:00,2019-02-08 00:00:00,0
2400027605765,4901004,クリアアサヒ　500ml,ｸﾘｱｱｻﾋ500ml,0,500.0,ml,1,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-04-11 00:00:00,2019-10-23 00:00:00,0
2400027605796,4901004,クリアアサヒ　プライムリッチ　（新）　500ml,ｸﾘｱｱｻﾋﾌﾟﾗｲﾑﾘｯﾁ(ｼﾝ)500ml,0,500.0,ml,1,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-04-11 00:00:00,2019-10-23 00:00:00,0
2400027605819,4901004,アサヒ　オフ　350ml　（新）,ｱｻﾋｵﾌ350ml(ｼﾝ),0,350.0,ml,1,0,0,0,,,,,,014,041,004,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ機能系,0,,2018-04-11 00:00:00,2019-10-23 00:00:00,0
2400027653377,4901411,のどごし　500ml　ケース,ﾉﾄﾞｺﾞｼ500mlｹｰｽ,0,12000.0,ml,0,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-04-11 00:00:00,2019-10-23 00:00:00,0
2400027653421,4901777,金麦　500×6缶　（新）,ｷﾝﾑｷﾞ500×6(ｼﾝ),0,3000.0,ml,6,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-04-11 00:00:00,2019-10-23 00:00:00,0
2400027679964,4901004,もぎたて　まるごと搾り青りんご,ﾓｷﾞﾀﾃﾏﾙｺﾞﾄｼﾎﾞﾘｱｵﾘﾝｺﾞ,0,0.0,,1,0,0,0,,,,,,014,083,003,001,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ高アル(8%以上),0,,2018-04-11 00:00:00,2019-10-23 00:00:00,0
2400027704864,4901411,氷結　グリーンアップル,ﾋｮｳｹﾂｸﾞﾘｰﾝｱｯﾌﾟﾙ,0,0.0,,1,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-04-18 00:00:00,2019-10-23 00:00:00,0
2400027706059,4901411,のどごし　350×6缶,ﾉﾄﾞｺﾞｼ350×6,0,2100.0,ml,6,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-04-18 00:00:00,2019-10-23 00:00:00,0
2400027708381,4901004,スタイルフリー　生　（新）　350×6缶,ｽﾀｲﾙﾌﾘｰﾅﾏ350×6,0,2100.0,ml,6,0,0,0,,,,,,014,041,003,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒機能系,0,,2018-04-18 00:00:00,2019-10-23 00:00:00,0
2400027708435,4901004,スタイルフリー　生　500×6缶,ｽﾀｲﾙﾌﾘｰﾅﾏ500×6,0,3000.0,ml,6,0,0,0,,,,,,014,041,003,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒機能系,0,,2018-04-18 00:00:00,2019-10-23 00:00:00,0
2400027712302,4901411,ザ・ストロング　マルチパック,ｻﾞ･ｽﾄﾛﾝｸﾞﾏﾙﾁﾊﾟｯｸ,0,0.0,,1,0,0,0,,,,,,014,083,001,001,飲料･酒類,RTD,ﾄﾞﾗｲ(食中)系,ﾄﾞﾗｲ高アル(8%以上),0,,2018-04-18 00:00:00,2019-10-23 00:00:00,0
2400027750755,4901777,サントリー ほろよいアソート_３５０ｍｌ×１２_缶,ﾎﾛﾖｲ12ｶﾝｱｿｰﾄ,0,4200.0,ml,1,0,0,0,,,,,,014,083,003,003,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ低アル(3%以下),0,,2018-04-18 00:00:00,2019-11-07 00:00:00,0
2400027752391,4901411,本麒麟　500ml,ﾎﾝｷﾘﾝ500ml,0,500.0,ml,1,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-04-18 00:00:00,2019-10-23 00:00:00,0
2400027752407,4901777,サントリー ほろよい＜白いサワー＞_缶,ﾎﾛﾖｲｼﾛｲｻﾜｰ,0,350.0,ml,1,0,0,0,,,,,,014,083,003,003,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ低アル(3%以下),0,,2018-04-18 00:00:00,2019-11-07 00:00:00,0
2400027752445,4901411,淡麗極上生　350ml,ﾀﾝﾚｲｺﾞｸｼﾞｮｳﾅﾏ350ml,0,350.0,ml,1,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-04-18 00:00:00,2019-10-23 00:00:00,0
2400027752469,4901880,りらくす　かろやかアップルビネガー,ﾘﾗｸｽｶﾛﾔｶｱｯﾌﾟﾙﾋﾞﾈｶﾞｰ,0,350.0,ml,1,0,0,0,,,,,,014,083,003,001,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ高アル(8%以上),0,,2018-04-18 00:00:00,2019-10-23 00:00:00,0
2400027776809,,鳥取産　二十世紀梨チューハイ,ﾆｼﾞｭｯｾｲｷﾅｼﾁｭｰﾊｲ,0,350.0,ml,1,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-04-18 00:00:00,2019-10-23 00:00:00,0
2400027788079,4901411,のどごし ZERO　350×6缶,ﾉﾄﾞｺﾞｼZERO350×6,0,2100.0,ml,6,0,0,0,,,,,,014,041,004,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ機能系,0,,2018-04-18 00:00:00,2019-10-23 00:00:00,0
2400027789984,,はたちからのいちご&ミルクハイ,ﾊﾀﾁｶﾗﾉｲﾁｺﾞ&ﾐﾙｸﾊｲ,0,330.0,ml,1,0,0,0,,,,,,014,083,003,003,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ低アル(3%以下),0,,2018-04-18 00:00:00,2019-10-23 00:00:00,0
2400027805417,4901411,麒麟 キリン・ザ・ストロングアソートパック_缶,ｻﾞ･ｽﾄﾛﾝｸﾞｱｿｰﾄ,0,0.0,,0,0,0,0,,,,,,014,083,003,001,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ高アル(8%以上),0,,2018-04-18 00:00:00,2019-11-06 00:00:00,0
2400027817847,4901411,ザ・ストロング　ハードコーラ,ｻﾞ･ｽﾄﾛﾝｸﾞﾊｰﾄﾞｺｰﾗ,0,0.0,,0,0,0,0,,,,,,014,083,003,001,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ高アル(8%以上),0,,2018-04-25 00:00:00,2019-10-23 00:00:00,0
2400027825521,4901777,金麦　糖質75％オフ　500ml,ｷﾝﾑｷﾞﾄｳｼﾂ75%ｵﾌ500ml,0,500.0,ml,1,0,0,0,,,,,,014,041,004,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ機能系,0,,2018-04-25 00:00:00,2019-10-23 00:00:00,0
2400027825538,4901777,京の贅沢　冬の氷点貯蔵　350ml,ｷｮｳﾉｾﾞｲﾀｸﾌﾕﾉﾋｮｳﾃﾝﾁｮｿﾞｳ350ml,0,350.0,ml,1,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-04-25 00:00:00,2019-10-23 00:00:00,0
2400027825545,4901411,淡麗グリーン　350ml,ﾀﾝﾚｲｸﾞﾘｰﾝ350ml,0,350.0,ml,1,0,0,0,,,,,,014,041,003,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒機能系,0,,2018-04-25 00:00:00,2019-10-23 00:00:00,0
2400027825552,4901004,クリアアサヒ　プライムリッチ　スペシャルパッケージ　350ml,ｸﾘｱｱｻﾋﾌﾟﾗｲﾑﾘｯﾁｽﾍﾟｼｬﾙﾊﾟｯｹｰｼﾞ350,0,350.0,ml,1,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-04-25 00:00:00,2019-10-23 00:00:00,0
2400027862892,4901411,旅する氷結　６缶アソート,ﾀﾋﾞｽﾙﾋｮｳｹﾂ6ｶﾝｱｿｰﾄ,0,0.0,,1,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-04-25 00:00:00,2019-10-23 00:00:00,0
2400027867378,4901411,のどごし ストロング　350×6缶,ﾉﾄﾞｺﾞｼｽﾄﾛﾝｸﾞ350×6,0,2100.0,ml,6,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-04-25 00:00:00,2019-10-23 00:00:00,0
2400027893810,4901777,角ハイボール＜濃いめ＞,ｶｸﾊｲﾎﾞｰﾙ<ｺｲﾒ>,0,0.0,,1,0,0,0,,,,,,014,083,001,001,飲料･酒類,RTD,ﾄﾞﾗｲ(食中)系,ﾄﾞﾗｲ高アル(8%以上),0,,2018-04-25 00:00:00,2019-10-23 00:00:00,0
2400027893827,4901880,アランチェッロ　イタリアンブラッドオレンジサワー,ｱﾗﾝﾁｪｯﾛｲﾀﾘｱﾝﾌﾞﾗｯﾄﾞｵﾚﾝｼﾞｻﾜｰ,0,350.0,ml,1,0,0,0,,,,,,014,083,002,001,飲料･酒類,RTD,柑橘系,柑橘高アル(8%以上),0,,2018-04-25 00:00:00,2019-10-23 00:00:00,0
2400027908194,4901411,本搾り　グレープフルーツ　350×6缶,ﾎﾝｼﾎﾞﾘｸﾞﾚｰﾌﾟﾌﾙｰﾂ350×6,0,2100.0,ml,6,0,0,0,,,,,,014,083,002,002,飲料･酒類,RTD,柑橘系,柑橘中アル(4-7%),0,,2018-05-02 00:00:00,2019-10-23 00:00:00,0
2400027973116,4901411,氷結ストロング　完熟グレープフルーツ　糖類ゼロ,ﾋｮｳｹﾂｽﾄﾛﾝｸﾞｶﾝｼﾞｭｸｸﾞﾚﾌﾙﾄｳｼﾂｾﾞﾛ,0,0.0,,1,0,0,0,,,,,,014,083,002,001,飲料･酒類,RTD,柑橘系,柑橘高アル(8%以上),0,,2018-05-02 00:00:00,2019-10-23 00:00:00,0
2400027976162,4901411,のどごし ZERO　500ml　ケース,,0,12000.0,ml,24,0,0,0,,,,,,014,041,004,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ機能系,0,,2018-07-18 00:00:00,2019-10-23 00:00:00,0
2400027976186,4901777,金麦　500ml　ケース　（新）,ｷﾝﾑｷﾞ500mlｹｰｽ,0,12000.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-05-02 00:00:00,2019-10-23 00:00:00,0
2400027976193,4901880,麦とホップ　500ml　ケース　（新）,ﾑｷﾞﾄﾎｯﾌﾟ500mlｹｰｽ,0,12000.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-05-02 00:00:00,2019-10-23 00:00:00,0
2400027976209,4901777,金麦　糖質75％オフ　350ml　ケース,ｷﾝﾑｷﾞﾄｳｼﾂ75%ｵﾌ350mlｹｰｽ,0,8400.0,ml,24,0,0,0,,,,,,014,041,004,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ機能系,0,,2018-05-02 00:00:00,2019-10-23 00:00:00,0
2400027976247,4901004,匠仕込　350ml　ケース,ﾀｸﾐｼﾞｺﾐ350mlｹｰｽ,0,8400.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-05-02 00:00:00,2019-10-23 00:00:00,0
2400027976278,4901777,頂　500ml　ケース　（新）,ｲﾀﾀﾞｷ500mlｹｰｽ,0,12000.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-05-02 00:00:00,2019-10-23 00:00:00,0
2400027988172,4901004,スタイルフリー　生　500×6缶,ｽﾀｲﾙﾌﾘｰﾅﾏ500×6,0,3000.0,ml,6,0,0,0,,,,,,014,041,003,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒機能系,0,,2018-05-02 00:00:00,2019-10-23 00:00:00,0
2400027988301,4901880,麦とホップ　350×6缶　（新）,ﾑｷﾞﾄﾎｯﾌﾟ350×6,0,2100.0,ml,6,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-05-02 00:00:00,2019-10-23 00:00:00,0
2400027991516,4901004,もぎたて　まるごと搾りオレンジライム　350ml,ﾓｷﾞﾀﾃﾏﾙｺﾞﾄｼﾎﾞﾘｵﾚﾝｼﾞﾗｲﾑ350ml,0,350.0,ml,1,0,0,0,,,,,,014,083,002,001,飲料･酒類,RTD,柑橘系,柑橘高アル(8%以上),0,,2018-05-02 00:00:00,2019-10-23 00:00:00,0
2400027991523,4901004,もぎたて　まるごと搾りシークヮーサー,ﾓｷﾞﾀﾃﾏﾙｺﾞﾄｼﾎﾞﾘｼｰｸヮｰｻｰ,0,0.0,,1,0,0,0,,,,,,014,083,002,001,飲料･酒類,RTD,柑橘系,柑橘高アル(8%以上),0,,2018-05-02 00:00:00,2019-10-23 00:00:00,0
2400028000521,4901411,氷結ストロング　シチリア産レモン　糖類ゼロ,ﾋｮｳｹﾂｽﾄﾛﾝｸﾞｼﾁﾘｱｻﾝﾚﾓﾝﾄｳｼﾂｾﾞﾛ,0,0.0,,1,0,0,0,,,,,,014,083,002,001,飲料･酒類,RTD,柑橘系,柑橘高アル(8%以上),0,,2018-05-02 00:00:00,2019-10-23 00:00:00,0
2400028000538,,氷結ストロング　完熟グレープフルーツ　糖類ゼロ,ﾋｮｳｹﾂｽﾄﾛﾝｸﾞｶﾝｼﾞｭｸｸﾞﾚﾌﾙﾄｳｼﾂｾﾞﾛ,0,0.0,,0,0,0,0,,,,,,014,083,002,001,飲料･酒類,RTD,柑橘系,柑橘高アル(8%以上),0,,2018-05-02 00:00:00,2019-10-23 00:00:00,0
2400028091185,4901411,本麒麟　350ml,ﾎﾝｷﾘﾝ350ml,0,350.0,ml,1,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-05-16 00:00:00,2019-10-23 00:00:00,0
2400028098726,4901777,頂　500ml　（新）,ｲﾀﾀﾞｷ500ml,0,500.0,ml,1,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-05-16 00:00:00,2019-10-23 00:00:00,0
2400028111340,4901411,ザ・ストロング　ハードコーラ6缶,ｻﾞ･ｽﾄﾛﾝｸﾞﾊｰﾄﾞｺｰﾗ6,0,2100.0,ml,6,0,0,0,,,,,,014,083,003,001,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ高アル(8%以上),0,,2018-05-16 00:00:00,2019-10-23 00:00:00,0
2400028177162,4901777,サントリー ほろよい＜梅酒ソーダ＞_３５０ｍｌ_缶,ﾎﾛﾖｲｳﾒｼｭｿｰﾀﾞ,0,350.0,ml,1,0,0,0,,,,,,014,083,003,003,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ低アル(3%以下),0,,2018-05-16 00:00:00,2019-11-07 00:00:00,0
2400028177193,4901411,旅する氷結　マンマレンチーノ,ﾀﾋﾞｽﾙﾋｮｳｹﾂﾏﾝﾏﾚﾝﾁｰﾉ,0,350.0,ml,1,0,0,0,,,,,,014,083,002,002,飲料･酒類,RTD,柑橘系,柑橘中アル(4-7%),0,,2018-05-16 00:00:00,2019-10-23 00:00:00,0
2400028205810,4901411,氷結　レモン,ﾋｮｳｹﾂﾚﾓﾝ,0,0.0,,1,0,0,0,,,,,,014,083,002,002,飲料･酒類,RTD,柑橘系,柑橘中アル(4-7%),0,,2018-05-23 00:00:00,2019-10-23 00:00:00,0
2400028268792,4901880,ナポリンサワー,ﾅﾎﾟﾘﾝｻﾜｰ,0,350.0,ml,1,0,0,0,,,,,,014,083,002,002,飲料･酒類,RTD,柑橘系,柑橘中アル(4-7%),0,,2018-05-23 00:00:00,2019-10-23 00:00:00,0
2400028268839,4901880,男梅サワー,ｵﾄｺｳﾒｻﾜｰ,0,0.0,,1,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-05-23 00:00:00,2019-10-23 00:00:00,0
2400028268938,,ビッグマン　なまらすっぱいレモン　缶,ﾋﾞｯｸﾞﾏﾝﾅﾏﾗｽｯﾊﾟｲﾚﾓﾝ,0,350.0,ml,1,0,0,0,,,,,,014,083,002,002,飲料･酒類,RTD,柑橘系,柑橘中アル(4-7%),0,,2018-05-23 00:00:00,2019-10-23 00:00:00,0
2400028373618,4901411,本麒麟　500×6缶,ﾎﾝｷﾘﾝ500×6ｶﾝ,0,3000.0,ml,6,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-05-30 00:00:00,2019-10-23 00:00:00,0
2400028396068,4901777,サントリー ほろよい＜アイスティーサワー＞_３５０ｍｌ×２４_缶,ﾎﾛﾖｲｱｲｽﾃｨｰｻﾜｰｹｰｽ,0,8400.0,ml,24,0,0,0,,,,,,014,083,003,003,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ低アル(3%以下),0,,2018-05-30 00:00:00,2019-11-07 00:00:00,0
2400028454386,4901411,氷結　レモン　350×6缶,,0,2100.0,ml,6,0,0,0,,,,,,014,083,002,002,飲料･酒類,RTD,柑橘系,柑橘中アル(4-7%),0,,2018-06-06 00:00:00,2019-10-23 00:00:00,0
2400028495020,4901411,のどごし ストロング　500ml,,0,500.0,ml,1,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-06-06 00:00:00,2019-10-23 00:00:00,0
2400028504180,4901004,もぎたて　まるごと搾りぶどう,,0,0.0,,0,0,0,0,,,,,,014,083,003,001,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ高アル(8%以上),0,,2018-06-06 00:00:00,2019-10-23 00:00:00,0
2400028572240,4901004,クリアアサヒ　350ml,ｸﾘｱｱｻﾋ350ml,0,350.0,ml,1,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-06-13 00:00:00,2019-10-23 00:00:00,0
2400028572295,,ニッポンプレミアム　沖縄県産パイナップルのチューハイ,ﾆｯﾎﾟﾝﾌﾟﾚﾐｱﾑｵｷﾅﾜﾊﾟｲﾅｯﾌﾟﾙﾉﾁｭｰﾊｲ,0,350.0,ml,1,0,0,0,,,,,,014,083,003,003,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ低アル(3%以下),0,,2018-06-13 00:00:00,2019-10-23 00:00:00,0
2400028575005,4901411,ザ・ストロング　ハードコーラ,ｻﾞ･ｽﾄﾛﾝｸﾞﾊｰﾄﾞｺｰﾗ,0,350.0,ml,1,0,0,0,,,,,,014,083,003,001,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ高アル(8%以上),0,,2018-06-13 00:00:00,2019-10-23 00:00:00,0
2400028597465,4904670,焼酎ハイボール　ラムネ割り,ｼｮｳﾁｭｳﾊｲﾎﾞｰﾙﾗﾑﾈﾜり,0,0.0,,1,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-06-20 00:00:00,2019-10-23 00:00:00,0
2400028597472,4904670,焼酎ハイボール　ブドウ割り,ｼｮｳﾁｭｳﾊｲﾎﾞｰﾙﾌﾞﾄﾞｳﾜり,0,0.0,,1,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-06-20 00:00:00,2019-10-23 00:00:00,0
2400028597526,4904670,焼酎ハイボール　グレープフルーツ,ｼｮｳﾁｭｳﾊｲﾎﾞｰﾙｸﾞﾚｰﾌﾟﾌﾙｰﾂ,0,0.0,,1,0,0,0,,,,,,014,083,002,002,飲料･酒類,RTD,柑橘系,柑橘中アル(4-7%),0,,2018-06-20 00:00:00,2019-10-23 00:00:00,0
2400028597564,4901880,りらくす　かろやかアップルビネガー,ﾘﾗｸｽｶﾛﾔｶｱｯﾌﾟﾙﾋﾞﾈｶﾞｰ,0,350.0,ml,1,0,0,0,,,,,,014,083,003,001,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ高アル(8%以上),0,,2018-06-20 00:00:00,2019-10-23 00:00:00,0
2400028597588,4901880,りらくす　ほろあまぶどうビネガー,ﾘﾗｸｽﾎﾛｱﾏﾌﾞﾄﾞｳﾋﾞﾈｶﾞｰ,0,350.0,ml,1,0,0,0,,,,,,014,083,003,001,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ高アル(8%以上),0,,2018-06-20 00:00:00,2019-10-23 00:00:00,0
2400028597601,4901880,男梅サワー,ｵﾄｺｳﾒｻﾜｰ,0,350.0,ml,1,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-06-20 00:00:00,2019-10-23 00:00:00,0
2400028602077,4901004,アサヒ　オフ　350ml　（新）,ｱｻﾋｵﾌ350ml,0,350.0,ml,1,0,0,0,,,,,,014,041,004,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ機能系,0,,2018-06-20 00:00:00,2019-10-23 00:00:00,0
2400028628664,4901411,ザ・ストロングラムネ　6缶パック,ｻﾞ･ｽﾄﾛﾝｸﾞﾗﾑﾈ6ｶﾝﾊﾟｯｸ,0,2100.0,ml,6,0,0,0,,,,,,014,083,003,001,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ高アル(8%以上),0,,2018-06-20 00:00:00,2019-10-23 00:00:00,0
2400028661166,4901411,氷結　シャルドネスパークリング,ﾋｮｳｹﾂｼｬﾙﾄﾞﾈｽﾊﾟｰｸﾘﾝｸﾞ,0,0.0,,0,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2018-06-20 00:00:00,2019-10-23 00:00:00,0
