jancd,makercd,itemnm,itemkn,tanka,itemkikaku,itemtani,irisu,width,height,depth,jcat1cd,jcat2cd,jcat3cd,jcat4cd,jcatnm,scat1cd,scat2cd,scat3cd,scat4cd,scat1nm,scat2nm,scat3nm,scat4nm,syubaiflg,hatdate,instime,updtime,delete_flg
00000018,0001777,ｻﾝﾄﾘｰ スーパーホップス6缶パック <ケースカット> 500ml,Sｽｰﾊﾟｰﾎｯﾌﾟｽ500ｶﾝﾊｺ,0,500.0,ml,0,270,170,400,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,1,,2009-06-05 00:00:00,2019-05-31 00:00:00,0
00000019,999999999,酒,Sﾑｷﾞﾉｾﾞｲﾀｸ5006ｶﾝｹｰｽ,0,3000.0,ml,0,270,170,400,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,1,1900-01-01,2009-06-05 00:00:00,2019-05-31 00:00:00,0
00000050,0001777,ｻﾝﾄﾘｰ スーパーホップスマグナムドライ 350ml 6缶ケースカット,Sｽｰﾊﾟｰﾎｯﾌﾟｽ(ﾏｸﾞﾅﾑﾄﾞﾗｲ)350ｹｰｽｶｯ,0,2100.0,ml,0,270,130,400,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,1,,2009-06-05 00:00:00,2019-05-31 00:00:00,0
00000069,4901004,アサヒ 本生ドラフト_３５０ｍｌ×２４_缶,,0,8400.0,ml,24,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2019-08-06 00:00:00,2019-10-23 00:00:00,0
00000071,4901004,アサヒ 本生アクアブルー_３５０ｍｌ×２４_缶,,0,8400.0,ml,24,0,0,0,,,,,,014,041,003,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒機能系,0,,2009-06-05 00:00:00,2019-10-23 00:00:00,0
00000072,4901004,アサヒ 本生アクアブルー_５００ｍｌ×２４_缶,,0,12000.0,ml,24,0,0,0,,,,,,014,041,003,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒機能系,0,,2018-05-10 00:00:00,2019-10-23 00:00:00,0
00000074,4901411,麒麟 淡麗極上＜生＞_３５０ｍｌ×２４_缶,,0,8400.0,ml,24,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2009-06-05 00:00:00,2019-10-23 00:00:00,0
00000075,4901411,麒麟 淡麗極上＜生＞_５００ｍｌ×２４_缶,,0,12000.0,ml,24,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2009-06-05 00:00:00,2019-10-23 00:00:00,0
00000076,4901411,麒麟 淡麗グリーンラベル_３５０ｍｌ×２４_缶,,0,8400.0,ml,24,0,0,0,,,,,,014,041,003,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒機能系,0,,2009-06-05 00:00:00,2019-10-23 00:00:00,0
00000077,4901411,麒麟 淡麗グリーンラベル_５００ｍｌ×２４_缶,,0,12000.0,ml,24,0,0,0,,,,,,014,041,003,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒機能系,0,,2009-06-05 00:00:00,2019-10-23 00:00:00,0
00000084,4901411,麒麟 のどごし＜生＞_３５０ｍｌ×２４_缶,,0,8400.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2009-06-05 00:00:00,2019-10-23 00:00:00,0
00000085,4901411,麒麟 のどごし＜生＞_５００ｍｌ×２４_缶,,0,12000.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2009-06-05 00:00:00,2019-10-23 00:00:00,0
00000094,4901880,サッポロ ドラフトワン_３５０ｍｌ×２４_缶,,0,8400.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2009-06-05 00:00:00,2019-10-23 00:00:00,0
00000095,4901880,サッポロ ドラフトワン_５００ｍｌ×２４_缶,,0,12000.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2009-06-05 00:00:00,2019-10-23 00:00:00,0
00000307,4901880,◆ﾅﾏｼﾎﾞﾘ,,0,0.0,,0,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2010-07-27 00:00:00,2019-10-23 00:00:00,0
00000311,4901870,◆ｽｰﾊﾟｰｼﾞｪﾝﾄ,,0,0.0,,0,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2010-07-27 00:00:00,2019-10-23 00:00:00,0
00000505,999999999,ｷﾘﾝ淡麗生350MLｹｰｽ,,0,8400.0,ml,0,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,1900-01-01,2010-07-27 00:00:00,2019-10-23 00:00:00,0
00000673,,かましん＿発泡酒３５０ＭＬ１ケース,,0,8400.0,ml,24,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-05-10 00:00:00,2019-10-23 00:00:00,0
00000674,,かましん＿発泡酒５００ＭＬ１ケース,,0,12000.0,ml,24,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-05-10 00:00:00,2019-10-23 00:00:00,0
00000694,4901777,かましん＿スーパーマグナムドライケース,,0,0.0,,0,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-05-10 00:00:00,2019-10-23 00:00:00,0
00000696,4901004,かましん＿アサヒ本生　５００ケース,,0,12000.0,ml,24,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-05-10 00:00:00,2019-10-23 00:00:00,0
00000698,4901777,かましん＿サントリーマグナムドライ　５００ケース,,0,12000.0,ml,24,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-05-10 00:00:00,2019-10-23 00:00:00,0
00000699,4901777,かましん＿スーパーマグナムドライケース,,0,0.0,,0,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-05-10 00:00:00,2019-10-23 00:00:00,0
00000705,4901880,かましん＿ブロイ本選り,,0,0.0,,1,0,0,0,,,,,,014,041,003,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒機能系,0,,2018-05-10 00:00:00,2019-10-23 00:00:00,0
00000707,4901777,かましん＿冬道楽３５０ケース,,0,8400.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2018-05-10 00:00:00,2019-10-23 00:00:00,0
00000716,4901004,かましん＿スパークス,,0,0.0,,1,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-05-10 00:00:00,2019-10-23 00:00:00,0
00000717,4901880,かましん＿鮮烈発泡・生,,0,0.0,,1,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-05-10 00:00:00,2019-10-23 00:00:00,0
00000725,4901411,かましん＿淡麗グリーン缶,,0,0.0,,0,0,0,0,,,,,,014,041,003,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒機能系,0,,2018-05-10 00:00:00,2019-10-23 00:00:00,0
00000726,4901777,かましん＿純生５００ｍｌ,,0,500.0,ml,1,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-05-10 00:00:00,2019-10-23 00:00:00,0
00000728,4901880,かましん＿サッポロ新辛口３５０ケース,,0,8400.0,ml,24,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-05-10 00:00:00,2019-10-23 00:00:00,0
00000729,4901880,かましん＿サッポロ新辛口５００ケース,,0,12000.0,ml,24,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-05-10 00:00:00,2019-10-23 00:00:00,0
00000730,4901880,かましん＿樽生仕立て１ケース,,0,0.0,,24,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-05-10 00:00:00,2019-10-23 00:00:00,0
00000736,4901004,かましん＿スパークス,,0,0.0,,24,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2018-05-10 00:00:00,2019-10-23 00:00:00,0
00000936,4901880,サッポロビール　麦とホップ　３５０ｍｌｘ２４,,0,8400.0,ml,0,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2008-12-05 00:00:00,2019-10-23 00:00:00,0
00000939,4901880,サッポロビール　ドラフトワン　５００ｍｌ＊２４,サッポロビール　ドラフトワン　５００ｍｌ＊２４,0,12000.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2008-12-05 00:00:00,2019-10-23 00:00:00,0
00000966,4901777,サントリー ジョッキ生_３５０ｍｌ×２４_缶,,0,8400.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2008-12-05 00:00:00,2019-10-23 00:00:00,0
00000967,4901777,サントリー ジョッキ生_５００ｍｌ×２４_缶,,0,12000.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2008-12-05 00:00:00,2019-10-23 00:00:00,0
00001024,4901411,のどごし１箱従販用,,0,0.0,,0,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2016-12-09 00:00:00,2019-10-23 00:00:00,0
00001151,4901411,淡麗　350　８４００,ﾀﾝﾚｲ350*24,0,8400.0,ml,24,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,1900-01-01,2013-01-29 00:00:00,2019-10-23 00:00:00,0
00001152,4901411,淡麗　500　１２０００,ﾀﾝﾚｲ500*24,0,12000.0,ml,24,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,1900-01-01,2013-01-29 00:00:00,2019-10-23 00:00:00,0
00001161,4901411,淡麗グリーンラベル　350　８４００,ﾀﾝﾚｲｸﾞﾘｰﾝﾗﾍﾞﾙ350*24,0,8400.0,ml,24,0,0,0,,,,,,014,041,003,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒機能系,0,1900-01-01,2012-09-19 00:00:00,2019-10-23 00:00:00,0
00001162,4901411,淡麗グリーンラベル　500　１２０００,ﾀﾝﾚｲｸﾞﾘｰﾝﾗﾍﾞﾙ500*24,0,12000.0,ml,24,0,0,0,,,,,,014,041,003,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒機能系,0,1900-01-01,2012-09-19 00:00:00,2019-10-23 00:00:00,0
00001163,4901411,のどごし　生　350　８４００,ﾉﾄﾞｺﾞｼﾅﾏ350*24,0,8400.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,1900-01-01,2012-08-14 00:00:00,2019-10-23 00:00:00,0
00001164,4901411,のどごし　生　500　１２０００,ﾉﾄﾞｺﾞｼﾅﾏ500*24,0,12000.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,1900-01-01,2012-08-14 00:00:00,2019-10-23 00:00:00,0
00001250,999999999,金麦　３５０K　８４００,ｷﾝﾑｷﾞ350*24,0,8400.0,ml,0,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,1900-01-01,2012-09-19 00:00:00,2019-10-23 00:00:00,0
00001251,999999999,金麦　５００K　１２０００,ｷﾝﾑｷﾞ500*24,0,12000.0,ml,0,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,1900-01-01,2012-09-19 00:00:00,2019-10-23 00:00:00,0
00001257,4901777,サントリー ザ・ストレート_５００ｍｌ×２４_缶,,0,12000.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2016-11-29 00:00:00,2019-10-23 00:00:00,0
00001262,4901777,サントリー 豊か＜生＞_５００ｍｌ×２４_缶,,0,12000.0,ml,24,0,0,0,,,,,,014,041,003,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒機能系,0,,2016-11-29 00:00:00,2019-10-23 00:00:00,0
00001267,4901777,サントリー ジョッキ爽潤_３５０ｍｌ×２４_缶,,0,8400.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2016-11-29 00:00:00,2019-10-23 00:00:00,0
00001354,4901880,生搾りみがき麦　３５０K　８４００,ﾅﾏｼﾎﾞﾘﾐｶﾞｷﾅﾏ350*24,0,8400.0,ml,24,0,0,0,,,,,,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,1900-01-01,2012-09-19 00:00:00,2019-10-23 00:00:00,0
00001465,999999999,クリアアサヒ３５０K　８４００,ｸﾘｱｱｻﾋ350*24,0,8400.0,ml,0,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,1900-01-01,2012-09-19 00:00:00,2019-10-23 00:00:00,0
00001466,999999999,クリアアサヒ　５００K　１２０００,ｸﾘｱｱｻﾋ500*24,0,12000.0,ml,0,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,1900-01-01,2012-09-19 00:00:00,2019-10-23 00:00:00,0
00001802,4901004,クリアアサヒ ３５０×24,ｸﾘｱｱｻﾋ350＊24,0,8400.0,ml,0,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2016-11-29 00:00:00,2019-10-23 00:00:00,0
00001803,4901411,のどごし生350×24,ﾉﾄﾞｺﾞｼﾅﾏ350＊24,0,8400.0,ml,0,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2016-11-29 00:00:00,2019-10-23 00:00:00,0
00001812,4901004,従 ｱｻﾋ ｸﾘｱｱｻﾋ 糖質0 350,,0,8400.0,ml,0,0,0,0,,,,,,014,041,004,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ機能系,0,,2015-11-30 00:00:00,2019-10-23 00:00:00,0
00001956,4901880,サッポロビール　ドラフトワン　３５０ｍｌ＊２４,サッポロビール　ドラフトワン　３５０ｍｌ＊２４,0,8400.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2008-12-05 00:00:00,2019-10-23 00:00:00,0
00004176,4901411,麒麟 のどごし＜生＞_５００ｍｌ_缶,,0,500.0,ml,1,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2019-03-01 00:00:00,2019-10-23 00:00:00,0
00009171,4901777,サントリー 金麦_３５０ｍｌ_缶,,0,350.0,ml,1,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2019-03-01 00:00:00,2019-10-23 00:00:00,0
00009188,4901777,サントリー 金麦_５００ｍｌ_缶,,0,500.0,ml,1,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2019-04-25 00:00:00,2019-10-23 00:00:00,0
00020343,4904670,通販宝焼酎ハイボール梅干割３５０ケース,,0,8400.0,ml,0,0,0,0,,,,,,014,083,003,002,飲料･酒類,RTD,ﾊﾞﾗｴﾃｨ系,ﾊﾞﾗｴﾃｨ中アル(4-7%),0,,2017-12-07 00:00:00,2019-10-23 00:00:00,0
00020787,4901004,通販　アサヒ　オフ　５００ｍｌケース,,0,12000.0,ml,24,0,0,0,,,,,,014,041,004,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ機能系,0,,2017-12-07 00:00:00,2019-10-23 00:00:00,0
00020794,4901004,通販　アサヒ　オフ　３５０ｍｌケース,,0,8400.0,ml,24,0,0,0,,,,,,014,041,004,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ機能系,0,,2017-12-27 00:00:00,2019-10-23 00:00:00,0
00021135,4901777,＃サントリー　金麦糖質７０％オフ　３５０ＭＬ×２４,ｻﾝﾄﾘｰ ｷﾝﾑｷﾞﾄｳｼﾂ70%ｵﾌ ｹｰｽ,2697,8400.0,ml,24,0,0,0,,,,,,014,041,004,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ機能系,0,2004-04-01,1900-01-01 00:00:00,2019-10-23 00:00:00,0
00021159,4901411,麒麟 淡麗グリーンラベル_５００ｍｌ×２４_缶,ｷﾘﾝ ﾀﾝﾚｲｸﾞﾘｰﾝ ｹｰｽ,4754,12000.0,ml,24,0,0,0,1,4,06,91,発泡酒,014,041,003,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒機能系,0,2004-04-01,1900-01-01 00:00:00,2019-10-23 00:00:00,0
00021166,4901777,サントリー ゴールドブリュー_３５０ｍｌ×２４_缶_ＣＧＣ,CGCｻﾝﾄﾘｰ ｺﾞｰﾙﾄﾞﾌﾞﾘｭｰｹｰｽ,0,8400.0,ml,24,0,0,0,1,4,06,81,リキュール類,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2012-06-15 00:00:00,2019-10-23 00:00:00,0
00021555,4901411,キリン　淡麗　３５０ＭＬ×２４,キリン　タンレイ　３５０ＭＬ×２４,0,8400.0,ml,0,0,0,0,1,4,06,91,発泡酒,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,,2012-06-15 00:00:00,2019-10-23 00:00:00,0
00021593,4901880,サッポロ　麦とホップ　３５０ＭＬ×２４缶,,0,8400.0,ml,0,0,0,0,1,4,06,81,リキュール類,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2012-06-15 00:00:00,2019-10-23 00:00:00,0
00021623,4901004,アサヒ クリアアサヒ_３５０ｍｌ×２４_缶,,0,8400.0,ml,24,280,130,410,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2012-06-15 00:00:00,2019-10-23 00:00:00,0
00021692,4901777,サントリー　金麦クリアＬ　３５０ＭＬ×２４,ｻﾝﾄﾘｰ ｷﾝﾑｷﾞｸﾘｱL 350mlｶｹﾙ2,2832,8400.0,ml,24,0,0,0,1,4,06,81,リキュール類,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,2013-09-17,1900-01-01 00:00:00,2019-10-23 00:00:00,0
00021715,4901411,麒麟 のどごし＜生＞_３５０ｍｌ×２４_缶,ｷﾘﾝﾉﾄﾞｺﾞｼﾅﾏ8400ML,2830,8400.0,ml,24,0,0,0,1,4,06,95,その他雑酒,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,2005-05-01,1900-01-01 00:00:00,2019-10-23 00:00:00,0
00021722,4901777,サントリー 金麦_３５０ｍｌ×２４_缶,,0,8400.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2010-08-23 00:00:00,2019-10-23 00:00:00,0
00022057,4901411,キリン　淡麗　５００ＭＬ×２４本,ｷﾘﾝ ﾀﾝﾚｲ ｹｰｽ,4754,12000.0,ml,24,0,0,0,1,4,06,91,発泡酒,014,041,003,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒,0,2006-06-23,1900-01-01 00:00:00,2019-10-23 00:00:00,0
00022064,4901004,アサヒ　クリアアサヒ　５００ＭＬ×２４缶,ｱｻﾋ ｸﾘｱｱｻﾋ ｹｰｽ,4297,500.0,ml,0,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,2006-06-23,1900-01-01 00:00:00,2019-10-23 00:00:00,0
00022071,4901411,キリン　淡麗グリーンケース　３５０ＭＬ×２４,キリン　タンレイグリーンケース　３５０ＭＬ×２４,0,8400.0,ml,0,0,0,0,1,4,06,91,発泡酒,014,041,003,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒機能系,0,,2012-06-15 00:00:00,2019-10-23 00:00:00,0
00022088,4901411,キリン　澄みきりケース　３５０ＭＬ×２４,ｷﾘﾝｽﾐｷﾘｹｰｽ350ml*24,2697,8400.0,ml,24,0,0,0,1,4,06,81,リキュール類,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,2006-10-29,1900-01-01 00:00:00,2019-10-23 00:00:00,0
00022101,4901004,アサヒ　深煎りの秋　ケース　３５０ｍｌｘ２４,ｱｻﾋ ﾌｶｲﾘﾉｱｷ ｹｰｽ 350mlx24,2832,8400.0,ml,24,0,0,0,1,4,06,81,リキュール類,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,2013-09-01,1900-01-01 00:00:00,2019-10-23 00:00:00,0
00022118,4901880,＃サッポロ　北海道プレミアム　３５０ＭＬ×２４,ﾎｯｶｲﾄﾞｳﾌﾟﾚﾐｱﾑ,2697,8400.0,ml,0,0,0,0,1,4,06,81,リキュール類,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,2004-04-01,1900-01-01 00:00:00,2019-10-23 00:00:00,0
00022156,4901411,麒麟 淡麗グリーンラベル_３５０ｍｌ×２４_缶,ｷﾘﾝﾀﾝﾚｲｸﾞﾘｰﾝﾗﾍﾞﾙ350ml*24,3383,8400.0,ml,24,0,0,0,1,4,06,91,発泡酒,014,041,003,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒機能系,0,2013-09-01,1900-01-01 00:00:00,2019-10-23 00:00:00,0
00022675,4901777,サントリー　金麦　５００ＭＬ×２４缶,ｻﾝﾄﾘｰ ｷﾝﾑｷﾞ ｹｰｽ,4297,12000.0,ml,24,0,0,0,1,4,06,81,リキュール類,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,2004-04-01,1900-01-01 00:00:00,2019-10-23 00:00:00,0
00022699,4901004,アサヒ　スタイルフリー　５００ＭＬ×２４,ｱｻﾋ ﾌﾀｲﾙﾌﾘｰ 500MLﾊﾞﾂ24,4754,12000.0,ml,24,0,0,0,1,4,06,91,発泡酒,014,041,003,002,飲料･酒類,ﾋﾞｰﾙ･発泡酒,発泡酒,発泡酒機能系,0,2007-07-19,1900-01-01 00:00:00,2019-10-23 00:00:00,0
00024365,4901880,通販　サッポロ麦とホップ赤５００ｍケース,,0,12000.0,ml,0,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2017-12-07 00:00:00,2019-10-23 00:00:00,0
00025027,4901004,アサヒ　クリアアサヒプライムリッチ３５０ＭＬ×２４,ｱｻﾋ ｸﾘｱｱｻﾋﾌﾟﾗｲﾑﾘｯﾁ ｹｰｽ,2697,8400.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,2004-04-01,1900-01-01 00:00:00,2019-10-23 00:00:00,0
00025171,4901880,通販　麦とホップ夏空ホップ３５０ケース,,0,8400.0,ml,24,0,0,0,,,,,,014,041,004,001,飲料･酒類,ﾋﾞｰﾙ･発泡酒,新ｼﾞｬﾝﾙ,新ｼﾞｬﾝﾙ,0,,2017-12-27 00:00:00,2019-10-23 00:00:00,0
