ymd,year,quater,half_period,ym,year_weeki,month,day,day_of_the_week
2007-01-01,2007,20064,20062,200701,200701,1,1,月
2007-01-02,2007,20064,20062,200701,200701,1,2,火
2007-01-03,2007,20064,20062,200701,200701,1,3,水
2007-01-04,2007,20064,20062,200701,200701,1,4,木
2007-01-05,2007,20064,20062,200701,200701,1,5,金
2007-01-06,2007,20064,20062,200701,200701,1,6,土
2007-01-07,2007,20064,20062,200701,200701,1,7,日
2007-01-08,2007,20064,20062,200701,200702,1,8,月
2007-01-09,2007,20064,20062,200701,200702,1,9,火
2007-01-10,2007,20064,20062,200701,200702,1,10,水
2007-01-11,2007,20064,20062,200701,200702,1,11,木
2007-01-12,2007,20064,20062,200701,200702,1,12,金
2007-01-13,2007,20064,20062,200701,200702,1,13,土
2007-01-14,2007,20064,20062,200701,200702,1,14,日
2007-01-15,2007,20064,20062,200701,200703,1,15,月
2007-01-16,2007,20064,20062,200701,200703,1,16,火
2007-01-17,2007,20064,20062,200701,200703,1,17,水
2007-01-18,2007,20064,20062,200701,200703,1,18,木
2007-01-19,2007,20064,20062,200701,200703,1,19,金
2007-01-20,2007,20064,20062,200701,200703,1,20,土
2007-01-21,2007,20064,20062,200701,200703,1,21,日
2007-01-22,2007,20064,20062,200701,200704,1,22,月
2007-01-23,2007,20064,20062,200701,200704,1,23,火
2007-01-24,2007,20064,20062,200701,200704,1,24,水
2007-01-25,2007,20064,20062,200701,200704,1,25,木
2007-01-26,2007,20064,20062,200701,200704,1,26,金
2007-01-27,2007,20064,20062,200701,200704,1,27,土
2007-01-28,2007,20064,20062,200701,200704,1,28,日
2007-01-29,2007,20064,20062,200701,200705,1,29,月
2007-01-30,2007,20064,20062,200701,200705,1,30,火
2007-01-31,2007,20064,20062,200701,200705,1,31,水
2007-02-01,2007,20064,20062,200702,200705,2,1,木
2007-02-02,2007,20064,20062,200702,200705,2,2,金
2007-02-03,2007,20064,20062,200702,200705,2,3,土
2007-02-04,2007,20064,20062,200702,200705,2,4,日
2007-02-05,2007,20064,20062,200702,200706,2,5,月
2007-02-06,2007,20064,20062,200702,200706,2,6,火
2007-02-07,2007,20064,20062,200702,200706,2,7,水
2007-02-08,2007,20064,20062,200702,200706,2,8,木
2007-02-09,2007,20064,20062,200702,200706,2,9,金
2007-02-10,2007,20064,20062,200702,200706,2,10,土
2007-02-11,2007,20064,20062,200702,200706,2,11,日
2007-02-12,2007,20064,20062,200702,200707,2,12,月
2007-02-13,2007,20064,20062,200702,200707,2,13,火
2007-02-14,2007,20064,20062,200702,200707,2,14,水
2007-02-15,2007,20064,20062,200702,200707,2,15,木
2007-02-16,2007,20064,20062,200702,200707,2,16,金
2007-02-17,2007,20064,20062,200702,200707,2,17,土
2007-02-18,2007,20064,20062,200702,200707,2,18,日
2007-02-19,2007,20064,20062,200702,200708,2,19,月
2007-02-20,2007,20064,20062,200702,200708,2,20,火
2007-02-21,2007,20064,20062,200702,200708,2,21,水
2007-02-22,2007,20064,20062,200702,200708,2,22,木
2007-02-23,2007,20064,20062,200702,200708,2,23,金
2007-02-24,2007,20064,20062,200702,200708,2,24,土
2007-02-25,2007,20064,20062,200702,200708,2,25,日
2007-02-26,2007,20064,20062,200702,200709,2,26,月
2007-02-27,2007,20064,20062,200702,200709,2,27,火
2007-02-28,2007,20064,20062,200702,200709,2,28,水
2007-03-01,2007,20071,20071,200703,200709,3,1,木
2007-03-02,2007,20071,20071,200703,200709,3,2,金
2007-03-03,2007,20071,20071,200703,200709,3,3,土
2007-03-04,2007,20071,20071,200703,200709,3,4,日
2007-03-05,2007,20071,20071,200703,200710,3,5,月
2007-03-06,2007,20071,20071,200703,200710,3,6,火
2007-03-07,2007,20071,20071,200703,200710,3,7,水
2007-03-08,2007,20071,20071,200703,200710,3,8,木
2007-03-09,2007,20071,20071,200703,200710,3,9,金
2007-03-10,2007,20071,20071,200703,200710,3,10,土
2007-03-11,2007,20071,20071,200703,200710,3,11,日
2007-03-12,2007,20071,20071,200703,200711,3,12,月
2007-03-13,2007,20071,20071,200703,200711,3,13,火
2007-03-14,2007,20071,20071,200703,200711,3,14,水
2007-03-15,2007,20071,20071,200703,200711,3,15,木
2007-03-16,2007,20071,20071,200703,200711,3,16,金
2007-03-17,2007,20071,20071,200703,200711,3,17,土
2007-03-18,2007,20071,20071,200703,200711,3,18,日
2007-03-19,2007,20071,20071,200703,200712,3,19,月
2007-03-20,2007,20071,20071,200703,200712,3,20,火
2007-03-21,2007,20071,20071,200703,200712,3,21,水
2007-03-22,2007,20071,20071,200703,200712,3,22,木
2007-03-23,2007,20071,20071,200703,200712,3,23,金
2007-03-24,2007,20071,20071,200703,200712,3,24,土
2007-03-25,2007,20071,20071,200703,200712,3,25,日
2007-03-26,2007,20071,20071,200703,200713,3,26,月
2007-03-27,2007,20071,20071,200703,200713,3,27,火
2007-03-28,2007,20071,20071,200703,200713,3,28,水
2007-03-29,2007,20071,20071,200703,200713,3,29,木
2007-03-30,2007,20071,20071,200703,200713,3,30,金
2007-03-31,2007,20071,20071,200703,200713,3,31,土
2007-04-01,2007,20071,20071,200704,200713,4,1,日
2007-04-02,2007,20071,20071,200704,200714,4,2,月
2007-04-03,2007,20071,20071,200704,200714,4,3,火
2007-04-04,2007,20071,20071,200704,200714,4,4,水
2007-04-05,2007,20071,20071,200704,200714,4,5,木
2007-04-06,2007,20071,20071,200704,200714,4,6,金
2007-04-07,2007,20071,20071,200704,200714,4,7,土
2007-04-08,2007,20071,20071,200704,200714,4,8,日
2007-04-09,2007,20071,20071,200704,200715,4,9,月
2007-04-10,2007,20071,20071,200704,200715,4,10,火
2007-04-11,2007,20071,20071,200704,200715,4,11,水
2007-04-12,2007,20071,20071,200704,200715,4,12,木
2007-04-13,2007,20071,20071,200704,200715,4,13,金
2007-04-14,2007,20071,20071,200704,200715,4,14,土
2007-04-15,2007,20071,20071,200704,200715,4,15,日
2007-04-16,2007,20071,20071,200704,200716,4,16,月
2007-04-17,2007,20071,20071,200704,200716,4,17,火
2007-04-18,2007,20071,20071,200704,200716,4,18,水
2007-04-19,2007,20071,20071,200704,200716,4,19,木
2007-04-20,2007,20071,20071,200704,200716,4,20,金
2007-04-21,2007,20071,20071,200704,200716,4,21,土
2007-04-22,2007,20071,20071,200704,200716,4,22,日
2007-04-23,2007,20071,20071,200704,200717,4,23,月
2007-04-24,2007,20071,20071,200704,200717,4,24,火
2007-04-25,2007,20071,20071,200704,200717,4,25,水
2007-04-26,2007,20071,20071,200704,200717,4,26,木
2007-04-27,2007,20071,20071,200704,200717,4,27,金
2007-04-28,2007,20071,20071,200704,200717,4,28,土
2007-04-29,2007,20071,20071,200704,200717,4,29,日
2007-04-30,2007,20071,20071,200704,200718,4,30,月
2007-05-01,2007,20071,20071,200705,200718,5,1,火
2007-05-02,2007,20071,20071,200705,200718,5,2,水
2007-05-03,2007,20071,20071,200705,200718,5,3,木
2007-05-04,2007,20071,20071,200705,200718,5,4,金
2007-05-05,2007,20071,20071,200705,200718,5,5,土
2007-05-06,2007,20071,20071,200705,200718,5,6,日
2007-05-07,2007,20071,20071,200705,200719,5,7,月
2007-05-08,2007,20071,20071,200705,200719,5,8,火
2007-05-09,2007,20071,20071,200705,200719,5,9,水
2007-05-10,2007,20071,20071,200705,200719,5,10,木
2007-05-11,2007,20071,20071,200705,200719,5,11,金
2007-05-12,2007,20071,20071,200705,200719,5,12,土
2007-05-13,2007,20071,20071,200705,200719,5,13,日
2007-05-14,2007,20071,20071,200705,200720,5,14,月
2007-05-15,2007,20071,20071,200705,200720,5,15,火
2007-05-16,2007,20071,20071,200705,200720,5,16,水
2007-05-17,2007,20071,20071,200705,200720,5,17,木
2007-05-18,2007,20071,20071,200705,200720,5,18,金
2007-05-19,2007,20071,20071,200705,200720,5,19,土
2007-05-20,2007,20071,20071,200705,200720,5,20,日
2007-05-21,2007,20071,20071,200705,200721,5,21,月
2007-05-22,2007,20071,20071,200705,200721,5,22,火
2007-05-23,2007,20071,20071,200705,200721,5,23,水
2007-05-24,2007,20071,20071,200705,200721,5,24,木
2007-05-25,2007,20071,20071,200705,200721,5,25,金
2007-05-26,2007,20071,20071,200705,200721,5,26,土
2007-05-27,2007,20071,20071,200705,200721,5,27,日
2007-05-28,2007,20071,20071,200705,200722,5,28,月
2007-05-29,2007,20071,20071,200705,200722,5,29,火
2007-05-30,2007,20071,20071,200705,200722,5,30,水
2007-05-31,2007,20071,20071,200705,200722,5,31,木
2007-06-01,2007,20072,20071,200706,200722,6,1,金
2007-06-02,2007,20072,20071,200706,200722,6,2,土
2007-06-03,2007,20072,20071,200706,200722,6,3,日
2007-06-04,2007,20072,20071,200706,200723,6,4,月
2007-06-05,2007,20072,20071,200706,200723,6,5,火
2007-06-06,2007,20072,20071,200706,200723,6,6,水
2007-06-07,2007,20072,20071,200706,200723,6,7,木
2007-06-08,2007,20072,20071,200706,200723,6,8,金
2007-06-09,2007,20072,20071,200706,200723,6,9,土
2007-06-10,2007,20072,20071,200706,200723,6,10,日
2007-06-11,2007,20072,20071,200706,200724,6,11,月
2007-06-12,2007,20072,20071,200706,200724,6,12,火
2007-06-13,2007,20072,20071,200706,200724,6,13,水
2007-06-14,2007,20072,20071,200706,200724,6,14,木
2007-06-15,2007,20072,20071,200706,200724,6,15,金
2007-06-16,2007,20072,20071,200706,200724,6,16,土
2007-06-17,2007,20072,20071,200706,200724,6,17,日
2007-06-18,2007,20072,20071,200706,200725,6,18,月
2007-06-19,2007,20072,20071,200706,200725,6,19,火
2007-06-20,2007,20072,20071,200706,200725,6,20,水
2007-06-21,2007,20072,20071,200706,200725,6,21,木
2007-06-22,2007,20072,20071,200706,200725,6,22,金
2007-06-23,2007,20072,20071,200706,200725,6,23,土
2007-06-24,2007,20072,20071,200706,200725,6,24,日
2007-06-25,2007,20072,20071,200706,200726,6,25,月
2007-06-26,2007,20072,20071,200706,200726,6,26,火
2007-06-27,2007,20072,20071,200706,200726,6,27,水
2007-06-28,2007,20072,20071,200706,200726,6,28,木
2007-06-29,2007,20072,20071,200706,200726,6,29,金
2007-06-30,2007,20072,20071,200706,200726,6,30,土
2007-07-01,2007,20072,20071,200707,200726,7,1,日
2007-07-02,2007,20072,20071,200707,200727,7,2,月
2007-07-03,2007,20072,20071,200707,200727,7,3,火
2007-07-04,2007,20072,20071,200707,200727,7,4,水
2007-07-05,2007,20072,20071,200707,200727,7,5,木
2007-07-06,2007,20072,20071,200707,200727,7,6,金
2007-07-07,2007,20072,20071,200707,200727,7,7,土
2007-07-08,2007,20072,20071,200707,200727,7,8,日
2007-07-09,2007,20072,20071,200707,200728,7,9,月
2007-07-10,2007,20072,20071,200707,200728,7,10,火
2007-07-11,2007,20072,20071,200707,200728,7,11,水
2007-07-12,2007,20072,20071,200707,200728,7,12,木
2007-07-13,2007,20072,20071,200707,200728,7,13,金
2007-07-14,2007,20072,20071,200707,200728,7,14,土
2007-07-15,2007,20072,20071,200707,200728,7,15,日
2007-07-16,2007,20072,20071,200707,200729,7,16,月
2007-07-17,2007,20072,20071,200707,200729,7,17,火
2007-07-18,2007,20072,20071,200707,200729,7,18,水
2007-07-19,2007,20072,20071,200707,200729,7,19,木
2007-07-20,2007,20072,20071,200707,200729,7,20,金
2007-07-21,2007,20072,20071,200707,200729,7,21,土
2007-07-22,2007,20072,20071,200707,200729,7,22,日
2007-07-23,2007,20072,20071,200707,200730,7,23,月
2007-07-24,2007,20072,20071,200707,200730,7,24,火
2007-07-25,2007,20072,20071,200707,200730,7,25,水
2007-07-26,2007,20072,20071,200707,200730,7,26,木
2007-07-27,2007,20072,20071,200707,200730,7,27,金
2007-07-28,2007,20072,20071,200707,200730,7,28,土
2007-07-29,2007,20072,20071,200707,200730,7,29,日
2007-07-30,2007,20072,20071,200707,200731,7,30,月
2007-07-31,2007,20072,20071,200707,200731,7,31,火
2007-08-01,2007,20072,20071,200708,200731,8,1,水
2007-08-02,2007,20072,20071,200708,200731,8,2,木
2007-08-03,2007,20072,20071,200708,200731,8,3,金
2007-08-04,2007,20072,20071,200708,200731,8,4,土
2007-08-05,2007,20072,20071,200708,200731,8,5,日
2007-08-06,2007,20072,20071,200708,200732,8,6,月
2007-08-07,2007,20072,20071,200708,200732,8,7,火
2007-08-08,2007,20072,20071,200708,200732,8,8,水
2007-08-09,2007,20072,20071,200708,200732,8,9,木
2007-08-10,2007,20072,20071,200708,200732,8,10,金
2007-08-11,2007,20072,20071,200708,200732,8,11,土
2007-08-12,2007,20072,20071,200708,200732,8,12,日
2007-08-13,2007,20072,20071,200708,200733,8,13,月
2007-08-14,2007,20072,20071,200708,200733,8,14,火
2007-08-15,2007,20072,20071,200708,200733,8,15,水
2007-08-16,2007,20072,20071,200708,200733,8,16,木
2007-08-17,2007,20072,20071,200708,200733,8,17,金
2007-08-18,2007,20072,20071,200708,200733,8,18,土
2007-08-19,2007,20072,20071,200708,200733,8,19,日
2007-08-20,2007,20072,20071,200708,200734,8,20,月
2007-08-21,2007,20072,20071,200708,200734,8,21,火
2007-08-22,2007,20072,20071,200708,200734,8,22,水
2007-08-23,2007,20072,20071,200708,200734,8,23,木
2007-08-24,2007,20072,20071,200708,200734,8,24,金
2007-08-25,2007,20072,20071,200708,200734,8,25,土
2007-08-26,2007,20072,20071,200708,200734,8,26,日
2007-08-27,2007,20072,20071,200708,200735,8,27,月
2007-08-28,2007,20072,20071,200708,200735,8,28,火
2007-08-29,2007,20072,20071,200708,200735,8,29,水
2007-08-30,2007,20072,20071,200708,200735,8,30,木
2007-08-31,2007,20072,20071,200708,200735,8,31,金
2007-09-01,2007,20073,20072,200709,200735,9,1,土
2007-09-02,2007,20073,20072,200709,200735,9,2,日
2007-09-03,2007,20073,20072,200709,200736,9,3,月
2007-09-04,2007,20073,20072,200709,200736,9,4,火
2007-09-05,2007,20073,20072,200709,200736,9,5,水
2007-09-06,2007,20073,20072,200709,200736,9,6,木
2007-09-07,2007,20073,20072,200709,200736,9,7,金
2007-09-08,2007,20073,20072,200709,200736,9,8,土
2007-09-09,2007,20073,20072,200709,200736,9,9,日
2007-09-10,2007,20073,20072,200709,200737,9,10,月
2007-09-11,2007,20073,20072,200709,200737,9,11,火
2007-09-12,2007,20073,20072,200709,200737,9,12,水
2007-09-13,2007,20073,20072,200709,200737,9,13,木
2007-09-14,2007,20073,20072,200709,200737,9,14,金
2007-09-15,2007,20073,20072,200709,200737,9,15,土
2007-09-16,2007,20073,20072,200709,200737,9,16,日
2007-09-17,2007,20073,20072,200709,200738,9,17,月
2007-09-18,2007,20073,20072,200709,200738,9,18,火
2007-09-19,2007,20073,20072,200709,200738,9,19,水
2007-09-20,2007,20073,20072,200709,200738,9,20,木
2007-09-21,2007,20073,20072,200709,200738,9,21,金
2007-09-22,2007,20073,20072,200709,200738,9,22,土
2007-09-23,2007,20073,20072,200709,200738,9,23,日
2007-09-24,2007,20073,20072,200709,200739,9,24,月
2007-09-25,2007,20073,20072,200709,200739,9,25,火
2007-09-26,2007,20073,20072,200709,200739,9,26,水
2007-09-27,2007,20073,20072,200709,200739,9,27,木
2007-09-28,2007,20073,20072,200709,200739,9,28,金
2007-09-29,2007,20073,20072,200709,200739,9,29,土
2007-09-30,2007,20073,20072,200709,200739,9,30,日
2007-10-01,2007,20073,20072,200710,200740,10,1,月
2007-10-02,2007,20073,20072,200710,200740,10,2,火
2007-10-03,2007,20073,20072,200710,200740,10,3,水
2007-10-04,2007,20073,20072,200710,200740,10,4,木
2007-10-05,2007,20073,20072,200710,200740,10,5,金
2007-10-06,2007,20073,20072,200710,200740,10,6,土
2007-10-07,2007,20073,20072,200710,200740,10,7,日
2007-10-08,2007,20073,20072,200710,200741,10,8,月
2007-10-09,2007,20073,20072,200710,200741,10,9,火
2007-10-10,2007,20073,20072,200710,200741,10,10,水
2007-10-11,2007,20073,20072,200710,200741,10,11,木
2007-10-12,2007,20073,20072,200710,200741,10,12,金
2007-10-13,2007,20073,20072,200710,200741,10,13,土
2007-10-14,2007,20073,20072,200710,200741,10,14,日
2007-10-15,2007,20073,20072,200710,200742,10,15,月
2007-10-16,2007,20073,20072,200710,200742,10,16,火
2007-10-17,2007,20073,20072,200710,200742,10,17,水
2007-10-18,2007,20073,20072,200710,200742,10,18,木
2007-10-19,2007,20073,20072,200710,200742,10,19,金
2007-10-20,2007,20073,20072,200710,200742,10,20,土
2007-10-21,2007,20073,20072,200710,200742,10,21,日
2007-10-22,2007,20073,20072,200710,200743,10,22,月
2007-10-23,2007,20073,20072,200710,200743,10,23,火
2007-10-24,2007,20073,20072,200710,200743,10,24,水
2007-10-25,2007,20073,20072,200710,200743,10,25,木
2007-10-26,2007,20073,20072,200710,200743,10,26,金
2007-10-27,2007,20073,20072,200710,200743,10,27,土
2007-10-28,2007,20073,20072,200710,200743,10,28,日
2007-10-29,2007,20073,20072,200710,200744,10,29,月
2007-10-30,2007,20073,20072,200710,200744,10,30,火
2007-10-31,2007,20073,20072,200710,200744,10,31,水
2007-11-01,2007,20073,20072,200711,200744,11,1,木
2007-11-02,2007,20073,20072,200711,200744,11,2,金
2007-11-03,2007,20073,20072,200711,200744,11,3,土
2007-11-04,2007,20073,20072,200711,200744,11,4,日
2007-11-05,2007,20073,20072,200711,200745,11,5,月
2007-11-06,2007,20073,20072,200711,200745,11,6,火
2007-11-07,2007,20073,20072,200711,200745,11,7,水
2007-11-08,2007,20073,20072,200711,200745,11,8,木
2007-11-09,2007,20073,20072,200711,200745,11,9,金
2007-11-10,2007,20073,20072,200711,200745,11,10,土
2007-11-11,2007,20073,20072,200711,200745,11,11,日
2007-11-12,2007,20073,20072,200711,200746,11,12,月
2007-11-13,2007,20073,20072,200711,200746,11,13,火
2007-11-14,2007,20073,20072,200711,200746,11,14,水
2007-11-15,2007,20073,20072,200711,200746,11,15,木
2007-11-16,2007,20073,20072,200711,200746,11,16,金
2007-11-17,2007,20073,20072,200711,200746,11,17,土
2007-11-18,2007,20073,20072,200711,200746,11,18,日
2007-11-19,2007,20073,20072,200711,200747,11,19,月
2007-11-20,2007,20073,20072,200711,200747,11,20,火
2007-11-21,2007,20073,20072,200711,200747,11,21,水
2007-11-22,2007,20073,20072,200711,200747,11,22,木
2007-11-23,2007,20073,20072,200711,200747,11,23,金
2007-11-24,2007,20073,20072,200711,200747,11,24,土
2007-11-25,2007,20073,20072,200711,200747,11,25,日
2007-11-26,2007,20073,20072,200711,200748,11,26,月
2007-11-27,2007,20073,20072,200711,200748,11,27,火
2007-11-28,2007,20073,20072,200711,200748,11,28,水
2007-11-29,2007,20073,20072,200711,200748,11,29,木
2007-11-30,2007,20073,20072,200711,200748,11,30,金
